Comment_id|Place_id
39425|54
39435|54
39444|54
39448|54
39454|54
39458|54
39461|54
39468|54
39474|49
39476|49
39479|54
39486|54
39487|54
39488|54
39490|54
39491|54
39497|49
39498|49
39499|49
39503|57
39504|49
39505|49
39508|49
39512|57
39513|57
39515|57
39516|56
39518|57
39519|57
39522|57
39523|49
39526|54
39527|54
39530|54
39532|54
39536|54
39538|54
39540|49
39544|54
39547|54
39548|54
39549|57
39550|54
39551|49
39552|54
39555|49
39557|49
39558|54
39559|54
39563|54
39566|54
39574|54
39576|54
39579|54
39580|54
39584|54
39585|58
39592|54
39593|54
39595|54
39597|54
39602|54
39603|58
39604|53
39605|53
39607|53
39609|53
39610|53
39613|53
39614|51
39617|53
39618|53
39629|53
39636|53
39640|53
39644|51
39646|51
39648|53
39652|53
39654|51
39655|53
39658|53
39659|53
39664|49
39676|49
39714|51
39723|51
39726|51
39730|51
39736|51
39738|51
39744|51
39763|51
39791|51
39795|51
39798|51
39852|49
39855|49
39856|78
39857|49
39859|49
39861|49
39862|49
39866|78
39867|49
39868|78
39870|78
39873|49
39876|49
39878|49
39881|49
39883|78
39885|78
39891|49
39897|49
39900|49
39907|78
39912|78
39917|78
39918|78
39919|49
39922|78
39924|49
39926|49
39929|49
39932|78
39937|54
39939|54
39940|54
39964|49
39975|54
39984|58
39994|49
39997|49
39998|54
40000|58
40001|54
40010|49
40014|54
40017|54
40018|54
40019|54
40020|54
40022|58
40026|58
40029|49
40031|54
40039|54
40056|58
40057|58
40060|54
40065|54
40081|54
40085|58
40091|54
40094|54
40097|54
40100|54
40106|49
40108|58
40127|54
40133|54
40136|54
40143|54
40144|58
40153|58
40157|54
40160|58
40166|54
40170|54
40182|54
40183|54
40190|54
40191|54
40193|56
40195|54
40200|54
40214|54
40216|54
40223|54
40227|56
40238|56
40242|56
40243|78
40244|56
40245|52
40246|56
40249|56
40250|56
40251|52
40252|56
40257|56
40258|78
40259|56
40263|78
40267|56
40269|56
40277|78
40284|56
40288|56
40292|56
40294|78
40297|56
40298|56
40300|78
40301|56
40303|56
40306|56
40307|78
40308|52
40313|78
40314|78
40315|56
40317|56
40331|56
40332|52
40336|56
40338|52
40342|78
40346|52
40347|52
40350|54
40354|52
40355|56
40356|52
40358|52
40366|57
40369|58
40382|55
40394|56
40399|55
40402|53
40404|78
40406|49
40407|53
40436|55
40439|55
40442|78
40446|78
40452|55
40453|78
40459|56
40462|78
40465|58
40470|55
40476|55
40478|49
40485|78
40487|56
40492|56
40498|78
40500|49
40522|78
40525|54
40527|78
40528|52
40530|78
40535|52
40540|52
40541|52
40542|52
40546|78
40548|54
40554|54
40556|78
40558|78
40559|78
40565|52
40570|78
40572|49
40574|78
40580|78
40584|54
40589|49
40590|52
40591|78
40596|54
40601|49
40610|78
40611|49
40612|54
40615|78
40617|53
40626|78
40628|78
40633|78
40634|78
40639|54
40641|49
40662|49
40674|54
40678|78
40680|78
40681|78
40682|78
40684|78
40686|78
40687|78
40692|54
40696|52
40697|78
40703|78
40710|52
40717|54
40719|78
40720|78
40723|78
40726|49
40734|54
40739|78
40743|52
40744|49
40746|49
40747|78
40751|78
40757|49
40763|78
40765|78
40770|78
40779|54
40782|78
40786|52
40788|49
40791|52
40793|49
40794|78
40795|78
40797|78
40799|78
40803|54
40810|49
40813|51
40814|49
40815|49
40817|51
40824|54
40825|58
40828|51
40836|54
40839|58
40850|53
40853|58
40855|55
40858|56
40862|58
40867|56
40869|55
40872|51
40878|58
40879|51
40891|51
40893|56
40899|58
40903|55
40908|55
40915|58
40946|56
40949|56
40955|55
40959|56
40964|56
40967|56
40969|51
40981|58
40982|58
40987|56
40998|53
41030|49
41046|49
41049|53
41052|53
41057|49
41058|49
41064|49
41067|53
41072|49
41075|49
41085|49
41105|53
41110|49
41115|53
41118|49
41121|49
41123|49
41124|49
41136|53
41139|49
41146|53
41166|53
41174|58
41177|58
41179|55
41181|58
41189|55
41191|55
41200|78
41202|51
41203|51
41207|51
41211|51
41212|51
41213|51
41220|53
41223|53
41227|53
41550|56
41551|49
41552|49
41555|56
41559|56
41562|49
41565|49
41567|56
41568|49
41576|56
41578|56
41580|56
41582|49
41588|49
41592|49
41593|56
41597|56
41606|49
41608|49
41617|49
41620|49
41629|56
41632|49
41636|49
41649|49
41653|49
41660|49
41661|49
41664|49
41676|49
41677|49
41679|49
41680|49
41682|49
41686|49
41688|49
41695|49
41696|49
41698|49
41705|49
41709|49
41714|49
41715|49
41716|49
41723|49
41724|49
41725|49
41727|49
41729|49
41733|49
41736|49
41737|49
41740|49
41742|49
41752|49
41756|49
41757|49
41760|49
41761|49
41770|49
41780|49
41781|49
41782|49
41786|49
41789|49
41792|49
41795|49
41798|49
41800|49
41803|51
41808|49
41810|49
41817|49
41825|49
41828|49
41829|49
41832|49
41838|49
41839|49
41843|49
41844|49
41846|49
41847|49
41848|49
41851|52
41852|49
41853|78
41854|53
41855|49
41859|51
41864|49
41865|49
41866|53
41868|49
41869|49
41870|53
41875|49
41876|78
41882|54
41888|78
41890|78
41892|58
41894|78
41896|56
41897|78
41898|78
41907|78
41910|78
41921|78
41923|78
41924|53
41925|78
41928|56
41931|58
41932|58
41933|58
41935|56
41936|78
41937|58
41938|78
41939|78
41941|78
41944|58
41945|78
41951|58
41958|78
41959|78
41960|58
41968|56
41973|58
41974|53
41982|58
41985|78
41987|58
41989|58
41990|78
41992|78
41993|78
42001|78
42006|78
42009|53
42017|56
42021|51
42022|78
42030|78
42031|58
42038|58
42044|51
42046|52
42053|52
42056|58
42058|53
42059|55
42061|78
42063|58
42064|55
42065|52
42066|78
42067|78
42069|52
42070|55
42071|78
42075|52
42082|55
42083|78
42084|52
42086|58
42088|56
42089|78
42094|51
42098|56
42102|56
42103|58
42105|51
42111|58
42115|55
42119|58
42121|58
42132|58
42134|58
42135|56
42136|78
42137|53
42140|51
42143|51
42144|58
42148|55
42154|78
42160|58
42161|53
42164|52
42166|58
42167|78
42168|55
42169|55
42170|56
42172|55
42176|55
42178|58
42187|51
42188|78
42189|58
42195|55
42197|51
42207|78
42208|52
42213|58
42216|53
42218|53
42221|51
42222|58
42226|78
42227|52
42230|55
42233|55
42234|55
42235|56
42236|58
42238|53
42243|58
42249|78
42250|55
42252|51
42255|53
42259|55
42261|53
42266|51
42267|51
42268|78
42270|78
42280|52
42282|55
42285|56
42287|55
42289|55
42291|53
42293|78
42294|55
42296|58
42305|53
42310|58
42311|78
42315|52
42316|58
42317|78
42319|58
42320|55
42321|55
42324|52
42331|52
42336|55
42340|58
42342|55
42344|53
42348|78
42352|52
42354|58
42364|78
42365|52
42366|52
42378|58
42383|78
42385|58
42386|55
42395|51
42396|51
42397|78
42405|56
42407|56
42408|58
42409|55
42412|58
42417|52
42422|52
42426|78
42428|78
42429|55
42430|78
42431|52
42432|53
42439|55
42441|78
42443|56
42448|53
42449|51
42450|55
42454|55
42455|78
42456|52
42457|78
42460|78
42461|58
42462|55
42464|58
42474|52
42477|58
42481|52
42482|56
42484|55
42488|51
42489|58
42490|58
42491|51
42494|58
42495|52
42498|78
42503|78
42505|78
42507|58
42511|78
42512|55
42513|78
42517|53
42520|58
42522|52
42524|55
42530|52
42531|78
42534|58
42535|78
42536|52
42537|58
42538|58
42549|58
42551|58
42553|53
42554|55
42558|55
42560|78
42564|52
42565|56
42569|78
42572|53
42573|51
42574|52
42577|51
42579|52
42582|52
42589|78
42592|55
42594|78
42595|55
42604|53
42606|58
42610|53
42613|52
42615|52
42617|56
42619|56
42624|52
42625|52
42627|52
42633|52
42637|52
42640|52
42641|55
42643|53
42645|52
42647|52
42651|78
42653|78
42654|52
42659|57
42664|52
42666|52
42670|52
42671|78
42674|52
42677|52
42679|52
42686|53
42687|52
42689|53
42690|52
42694|53
42695|57
42700|55
42702|56
42705|52
42707|57
42709|52
42713|53
42714|53
42716|55
42718|55
42719|55
42724|49
42727|52
42728|52
42729|52
42730|52
42731|52
42732|52
42733|52
42738|52
42746|52
42753|52
42757|52
42758|57
42759|78
42761|57
42762|52
42771|52
42773|57
42775|52
42776|52
42777|52
42781|52
42783|52
42787|52
42790|52
42794|52
42801|78
42802|52
42803|52
42807|53
42811|52
42812|52
42813|78
42814|56
42815|55
42817|53
42821|55
42827|52
42828|52
42831|52
42834|52
42838|78
42839|78
42840|78
42842|52
42843|56
42852|52
42855|78
42858|52
42861|56
42862|52
42865|55
42867|53
42868|78
42869|53
42870|52
42871|56
42873|52
42874|52
42888|52
42891|53
42893|52
42894|56
42897|52
42904|52
42907|52
42908|53
42913|52
42919|52
42922|52
42924|52
42926|52
42928|52
42929|52
42930|52
42931|52
42933|52
42934|52
42936|52
42937|52
42938|52
42941|52
42942|52
42945|52
42946|52
42947|52
42957|52
42959|52
42960|52
42966|53
42970|54
42972|54
42974|54
42975|54
42977|51
42978|53
42979|53
42980|51
42981|55
42982|57
42983|51
42984|51
42985|55
42986|57
42987|55
42988|54
42989|51
42991|57
42993|54
42994|51
42995|51
42996|55
42997|51
42998|51
42999|51
43001|51
43002|51
43003|54
43005|51
43009|51
43010|51
43011|55
43012|51
43013|57
43015|51
43016|53
43017|55
43018|54
43019|51
43020|51
43021|51
43022|55
43025|53
43026|54
43029|55
43031|51
43033|51
43034|51
43036|57
43037|51
43038|51
43039|51
43040|51
43043|57
43044|51
43045|51
43046|51
43047|51
43048|51
43049|51
43050|51
43051|51
43052|51
43053|51
43054|51
43055|51
43056|54
43057|51
43058|51
43059|53
43060|51
43061|51
43062|58
43064|54
43067|53
43071|53
43072|57
43073|54
43074|53
43077|51
43078|51
43081|54
43082|51
43083|51
43085|53
43086|54
43087|51
43088|54
