Person_id|Tag_id
190359|23295
190359|23527
190359|23801
190359|23805
190359|24015
190359|24016
190359|24414
190359|24439
190359|24680
190359|24850
190359|25000
190359|25003
190359|25172
190359|25221
190359|25225
190359|25247
190359|25252
190359|25271
190359|25272
190359|25290
190359|25293
190359|25311
190359|25333
190359|25340
190359|25356
190359|26013
190359|26014
190359|26016
190359|26019
190359|26028
190359|26037
190359|26039
190359|26047
190359|26048
190359|26064
190359|26067
190359|26083
190359|26091
190359|26168
190359|26169
190359|26177
190359|26209
190359|26211
190359|26281
190359|26283
190359|26317
190359|28378
190359|28395
190359|28399
190359|28406
190359|28703
190359|28918
190359|29111
190359|29276
190359|29380
190359|29604
190359|29768
190359|30170
190359|30198
190359|30268
190359|30571
190359|30745
190359|30781
190359|31112
190359|32178
190359|32380
190359|32382
190359|32399
190359|37054
190359|37064
190360|23297
190360|23298
190360|23377
190360|23441
190360|23442
190360|23653
190360|23801
190360|23816
190360|24016
190360|24019
190360|24026
190360|24037
190360|24390
190360|24408
190360|24424
190360|24611
190360|24740
190360|24771
190360|24985
190360|25221
190360|25226
190360|25231
190360|25247
190360|25268
190360|25331
190360|25356
190360|26023
190360|26038
190360|26047
190360|26056
190360|26057
190360|26071
190360|26080
190360|26083
190360|26086
190360|26087
190360|26090
190360|26099
190360|26107
190360|26121
190360|26124
190360|26144
190360|26148
190360|26164
190360|26194
190360|26241
190360|26247
190360|26295
190360|28352
190360|28369
190360|28427
190360|29214
190360|29599
190360|29619
190360|29692
190360|30037
190360|31172
190360|32294
190360|32312
190360|32397
190360|32513
190360|34494
190361|23802
190361|23804
190361|24015
190361|24213
190361|24735
190361|24880
190361|25227
190361|25238
190361|25253
190361|25256
190361|25303
190361|26013
190361|26016
190361|26021
190361|26029
190361|26034
190361|26081
190361|26124
190361|26145
190361|26212
190361|26236
190361|26281
190361|26283
190361|26291
190361|26309
190361|29619
190361|29992
190361|32333
190361|33946
190362|24985
190363|23557
190363|24781
190363|25235
190363|25267
190363|26124
190363|26176
190363|28432
190363|30760
190363|32406
190363|33426
190364|23374
190364|23759
190364|23817
190364|24020
190364|24422
190364|24660
190364|24996
190364|25221
190364|25231
190364|25233
190364|25237
190364|25244
190364|25275
190364|25342
190364|25345
190364|26013
190364|26015
190364|26021
190364|26054
190364|26067
190364|26092
190364|26095
190364|26098
190364|26112
190364|26143
190364|26194
190364|26196
190364|26220
190364|26257
190364|26264
190364|26276
190364|26308
190364|26332
190364|28085
190364|28306
190364|28314
190364|28365
190364|28382
190364|29635
190364|29636
190364|30126
190364|30198
190364|30200
190364|30566
190364|30834
190364|32020
190364|32399
190364|33728
190364|33917
190364|34486
190364|34864
190364|35088
190365|23242
190365|23374
190365|23824
190365|24014
190365|24017
190365|24033
190365|24044
190365|24209
190365|24260
190365|24262
190365|24408
190365|24409
190365|24416
190365|24420
190365|24421
190365|24437
190365|24995
190365|24998
190365|25231
190365|25237
190365|25239
190365|25253
190365|25270
190365|25284
190365|25295
190365|25312
190365|25314
190365|25328
190365|26028
190365|26073
190365|26098
190365|26228
190365|26271
190365|28321
190365|28354
190365|28412
190365|29604
190365|29649
190365|30181
190365|32294
190365|32299
190365|34490
190365|34611
190365|34858
190365|34861
190365|34864
190365|34931
190365|34978
190366|23441
190366|23531
190366|23779
190366|23802
190366|24266
190366|24684
190366|24852
190366|24908
190366|25220
190366|25257
190366|25265
190366|25283
190366|26016
190366|26028
190366|26044
190366|26097
190366|26160
190366|26169
190366|29706
190366|29969
190366|30730
190366|32377
190366|34324
190366|34615
190366|38569
190367|23374
190367|23452
190367|23517
190367|23522
190367|23802
190367|23809
190367|23810
190367|23812
190367|23829
190367|24017
190367|24258
190367|24414
190367|24422
190367|24781
190367|24784
190367|24904
190367|24907
190367|24908
190367|24994
190367|25221
190367|25228
190367|25244
190367|25267
190367|25272
190367|25282
190367|25294
190367|25313
190367|25318
190367|25352
190367|26014
190367|26019
190367|26038
190367|26040
190367|26042
190367|26054
190367|26059
190367|26062
190367|26068
190367|26115
190367|26120
190367|26131
190367|26148
190367|26195
190367|26265
190367|26283
190367|26323
190367|28084
190367|28355
190367|28557
190367|28799
190367|29596
190367|29599
190367|29601
190367|29942
190367|30237
190367|30270
190367|30616
190367|30757
190367|30808
190367|31096
190367|32133
190367|32386
190367|32410
190367|32424
190367|32535
190367|33274
190367|34197
190367|34359
190367|35509
190367|35628
190367|36612
190368|24258
190368|24761
190368|24781
190368|25100
190368|26114
190368|26177
190368|26196
190368|28153
190368|31840
190368|32380
190369|24760
190369|25277
190369|38048
190370|23501
190370|25144
190370|25189
190370|25317
190370|26015
190370|26077
190370|26096
190370|26136
190370|26143
190370|26226
190370|30220
190370|30225
190370|30840
190370|32380
190371|23376
190371|23398
190371|23432
190371|23704
190371|24016
190371|24017
190371|24044
190371|24048
190371|24259
190371|24388
190371|24412
190371|24905
190371|25146
190371|25220
190371|25221
190371|25222
190371|25223
190371|25225
190371|25272
190371|25293
190371|25324
190371|26013
190371|26015
190371|26016
190371|26029
190371|26032
190371|26068
190371|26071
190371|26072
190371|26086
190371|26102
190371|26108
190371|26150
190371|26156
190371|26182
190371|26196
190371|26218
190371|26232
190371|28084
190371|28299
190371|28686
190371|29792
190371|30241
190371|30566
190371|30669
190371|30745
190371|31935
190371|32565
190371|33458
190371|34793
190372|23237
190372|23374
190372|23384
190372|23829
190372|24020
190372|24021
190372|24043
190372|24437
190372|24680
190372|24690
190372|24851
190372|24903
190372|24904
190372|24917
190372|25099
190372|25221
190372|25224
190372|25225
190372|25226
190372|25236
190372|25247
190372|25263
190372|25276
190372|25302
190372|26013
190372|26014
190372|26021
190372|26022
190372|26023
190372|26024
190372|26032
190372|26040
190372|26043
190372|26047
190372|26078
190372|26089
190372|26101
190372|26105
190372|26154
190372|26171
190372|26175
190372|26178
190372|26192
190372|26218
190372|26237
190372|26247
190372|26292
190372|26297
190372|26301
190372|28299
190372|28368
190372|29367
190372|29605
190372|29619
190372|29645
190372|29648
190372|29910
190372|30251
190372|30325
190372|30384
190372|30722
190372|30753
190372|30756
190372|30774
190372|30783
190372|31637
190372|32424
190372|32497
190372|33102
190372|33685
190372|34643
190372|34773
190372|34813
190372|34903
190372|35959
190373|23242
190373|23441
190373|23814
190373|23830
190373|24011
190373|24017
190373|24409
190373|24413
190373|24416
190373|24421
190373|24422
190373|24851
190373|24994
190373|25231
190373|25303
190373|26074
190373|26161
190373|26196
190373|26227
190373|28083
190373|28298
190373|28368
190373|28427
190373|29649
190373|30174
190373|30181
190373|30616
190373|32410
190373|34611
190373|34615
190373|34644
190373|35238
190374|23515
190374|24023
190374|24983
190374|26053
190374|26060
190374|26125
190374|26193
190374|26336
190374|29316
190375|23794
190375|23810
190375|34978
190376|24018
190376|24021
190376|24407
190376|25136
190376|28314
190377|23516
190377|24013
190377|24646
190377|26015
190378|23242
190379|23704
190379|24034
190379|24260
190379|24429
190379|24737
190379|25224
190379|25230
190379|25232
190379|25246
190379|25284
190379|25301
190379|25344
190379|26013
190379|26017
190379|26027
190379|26028
190379|26049
190379|26084
190379|26152
190379|26180
190379|26188
190379|26217
190379|26218
190379|26222
190379|26235
190379|26310
190379|26316
190379|26329
190379|28399
190379|30169
190379|30200
190379|30210
190379|30839
190379|32386
190379|32431
190379|38914
190380|23480
190381|24646
190381|26324
190381|32445
190382|23242
190382|23244
190382|23245
190382|23375
190382|23441
190382|23654
190382|23685
190382|23811
190382|23814
190382|23823
190382|23824
190382|23830
190382|23832
190382|24011
190382|24014
190382|24017
190382|24018
190382|24031
190382|24044
190382|24209
190382|24210
190382|24212
190382|24406
190382|24413
190382|24415
190382|24416
190382|24422
190382|24434
190382|24781
190382|24985
190382|24995
190382|25145
190382|25148
190382|25220
190382|25228
190382|25237
190382|25256
190382|25264
190382|25267
190382|25281
190382|25282
190382|25290
190382|25304
190382|25309
190382|25314
190382|25345
190382|25351
190382|25354
190382|26024
190382|26025
190382|26039
190382|26044
190382|26342
190382|28310
190382|28321
190382|28394
190382|28397
190382|28427
190382|28428
190382|29649
190382|29654
190382|30181
190382|30200
190382|30235
190382|30840
190382|32272
190382|32299
190382|32710
190382|34490
190382|34615
190382|34644
190382|34858
190382|34861
190382|34864
190382|34869
190382|34878
190382|34931
190382|34978
190382|35238
190383|24414
190383|25165
190385|24012
190385|24018
190385|24409
190385|24692
190385|25239
190385|25267
190385|25273
190385|25280
190385|25320
190385|26031
190385|26039
190385|26043
190385|26067
190385|26072
190385|26102
190385|26171
190385|26198
190385|26218
190385|26246
190385|26320
190385|28869
190385|30217
190385|30834
190385|32377
190385|33008
190385|35926
190386|23376
190386|23760
190386|23802
190386|23807
190386|24032
190386|24048
190386|24427
190386|24438
190386|24439
190386|24740
190386|24906
190386|24994
190386|25146
190386|25155
190386|25221
190386|25238
190386|25240
190386|25250
190386|25258
190386|25263
190386|25294
190386|25322
190386|25328
190386|25352
190386|25356
190386|26018
190386|26031
190386|26035
190386|26039
190386|26046
190386|26094
190386|26104
190386|26106
190386|26123
190386|26142
190386|26144
190386|26154
190386|26155
190386|26201
190386|26220
190386|26281
190386|26331
190386|26333
190386|28111
190386|28216
190386|28238
190386|28782
190386|29116
190386|29597
190386|29630
190386|29685
190386|29692
190386|30229
190386|30241
190386|30759
190386|30774
190386|30818
190386|31343
190386|32294
190386|32508
190386|32685
190386|33423
190386|34531
190386|35374
190386|35532
190386|37571
190387|25180
190387|32272
190388|23511
190388|24020
190388|24998
190388|25226
190388|26092
190388|34869
190388|35108
190389|23244
190389|23442
190389|23805
190389|24014
190389|24644
190389|24690
190389|24996
190389|25225
190389|25280
190389|26015
190389|26019
190389|26121
190389|26277
190389|28298
190389|28399
190389|29674
190389|30743
190389|34645
190389|35283
190389|35532
190390|24665
190390|28957
190390|29601
190392|23511
190393|23245
190393|23374
190393|23801
190393|24268
190393|24407
190393|24430
190393|24646
190393|24905
190393|25221
190393|26014
190393|26025
190393|28392
190393|28420
190393|32562
190394|23242
190394|23245
190394|23811
190394|23814
190394|23824
190394|23830
190394|24010
190394|24011
190394|24014
190394|24017
190394|24018
190394|24043
190394|24406
190394|24411
190394|24416
190394|24427
190394|24429
190394|24431
190394|24434
190394|24442
190394|24998
190394|25002
190394|25145
190394|25176
190394|25232
190394|25267
190394|25273
190394|25284
190394|25301
190394|25303
190394|25304
190394|25306
190394|25329
190394|26021
190394|26029
190394|26033
190394|26038
190394|26049
190394|26077
190394|26085
190394|26108
190394|26235
190394|28321
190394|28394
190394|28398
190394|29512
190394|29594
190394|29649
190394|29870
190394|30181
190394|32272
190394|32334
190394|32480
190394|32553
190394|32710
190394|34486
190394|34490
190394|34615
