Post_id|Place_id
191887|58
192023|51
192273|55
192578|57
192579|57
192580|57
192581|57
192582|57
192583|57
192584|57
192585|57
192586|57
192587|57
192589|57
192590|57
192592|57
192593|57
192594|57
192595|57
192596|57
192597|57
192598|57
192599|57
192600|57
192601|57
192602|57
192603|57
192604|57
192605|57
192606|57
192607|57
192608|57
192609|57
192610|57
192611|57
192612|57
192613|57
192614|57
192615|57
192616|57
192617|57
192618|57
192619|57
192620|57
192621|57
192622|57
192623|57
192624|57
192625|57
192626|57
192627|57
192628|57
192629|57
192630|57
192631|57
192632|57
192633|57
192634|57
192636|57
192637|57
192638|55
192639|57
192640|57
192641|57
192642|57
192643|57
192644|57
192645|57
192646|57
192647|57
192648|57
192650|57
192651|57
192652|57
192653|57
192654|57
192655|57
192656|57
192657|57
192658|57
192659|57
192660|57
192661|57
192662|57
192663|57
192664|57
192665|57
192666|57
192667|57
192668|57
192669|57
192670|57
192672|57
192673|57
192674|57
192675|57
192676|57
192678|57
192679|57
192680|57
192681|57
192682|57
192683|57
192684|57
192685|57
192686|57
192687|57
192688|57
192689|57
192691|57
192692|57
192693|57
192694|57
192695|57
192696|57
192697|57
192698|57
192699|57
192700|57
192701|57
192702|57
192703|57
192704|57
192705|57
192706|57
192707|57
192708|57
192709|57
192710|57
192711|57
192712|57
192713|57
192714|57
192715|57
192716|57
192717|57
192718|57
192719|57
192720|57
192721|57
192723|57
192724|57
192725|57
192727|57
192728|57
192730|57
192731|57
192732|57
192733|57
192734|57
192735|57
192736|57
192737|57
192738|57
192739|57
192740|57
192741|57
192742|57
192743|57
192744|57
192745|57
192746|57
192747|57
192748|57
192749|57
192750|57
192751|57
192752|57
192753|57
192754|57
192755|57
192756|57
192757|57
192758|57
192759|57
192760|57
192761|57
192762|57
192763|57
192764|57
192765|57
192766|57
192767|57
192768|57
192769|57
192770|57
192771|57
192772|57
192773|57
192774|57
192775|57
192776|57
192777|57
192778|57
192779|57
192780|57
192781|57
192782|57
192783|57
192784|57
192785|57
192786|57
192787|57
192788|57
192789|57
192790|57
192791|57
192792|57
192793|57
192794|57
192795|57
192796|57
192797|57
192799|57
192800|57
192801|57
192802|57
192803|57
192804|57
192805|57
192806|57
192807|57
192808|57
192809|57
192810|57
192811|57
192812|57
192813|57
192814|57
192815|57
192816|57
192817|57
192818|57
192819|57
192820|57
192821|57
192822|57
192823|57
192824|57
192825|57
192826|57
192891|55
192948|57
193104|54
193105|54
193106|54
193108|54
193109|54
193110|54
193113|54
193114|54
193115|53
193116|53
193117|53
193118|53
193119|53
193120|53
193121|53
193122|53
193123|53
193124|53
193125|53
193126|53
193127|53
193128|53
193129|53
193130|53
193131|53
193132|53
193133|53
193134|53
193135|53
193136|53
193137|53
193138|53
193139|53
193140|53
193141|53
193142|53
193143|53
193144|53
193145|53
193146|53
193147|53
193148|53
193149|53
193150|53
193151|53
193152|53
193153|53
193154|53
193155|53
193156|53
193157|53
193158|53
193159|53
193160|53
193161|53
193162|53
193163|53
193164|53
193165|53
193166|53
193167|53
193168|53
193169|53
193170|53
193171|53
193172|53
193173|53
193174|53
193175|53
193176|53
193177|53
193178|53
193179|53
193180|53
193181|53
193182|53
193183|53
193184|53
193185|53
193186|53
193187|53
193188|53
193253|56
193254|56
193255|56
193257|56
193258|56
193259|56
193260|56
193261|56
193262|56
193263|56
193264|56
193265|56
193266|56
193267|56
193268|56
193269|56
193270|56
193271|56
193272|56
193273|56
193274|56
193275|56
193276|56
193277|56
193278|56
193279|56
193280|56
193281|56
193282|56
193283|56
193284|56
193285|56
193286|56
193287|56
193288|56
193289|56
193291|56
193292|56
193293|56
193294|56
193295|56
193296|56
193297|56
193298|56
193299|56
193300|56
193301|56
193302|56
193303|56
193304|56
193305|56
193306|56
193307|56
193308|56
193309|56
193311|56
193312|56
193313|56
193314|56
193315|56
193316|56
193317|56
193318|56
193319|56
193320|56
193322|56
193323|56
193324|56
193325|56
193326|56
193327|56
193328|56
193329|56
193330|56
193331|56
193332|56
193333|56
193334|56
193335|56
193336|56
193337|56
193338|56
193339|56
193340|56
193341|56
193342|56
193343|56
193344|56
193345|56
193346|56
193347|56
193348|56
193349|56
193350|56
193351|56
193352|56
193353|56
193354|56
193355|56
193356|56
193357|56
193358|56
193359|56
193360|56
193361|56
193362|56
193363|56
193364|56
193365|56
193366|56
193367|56
193368|56
193369|56
193371|56
193372|56
193373|56
193374|56
193375|56
193376|56
193377|56
193378|56
193379|56
193381|56
193382|56
193383|56
193384|56
193385|56
193386|56
193387|56
193388|56
193389|56
193390|56
193391|56
193392|56
193393|56
193394|56
193395|56
193396|56
193397|56
193398|56
