Post_id|Person_id
192252|190363
192253|190363
192254|190363
192255|190363
192256|190363
192257|190363
192258|190363
192259|190363
192260|190363
192261|190363
192262|190363
192263|190363
192264|190363
192265|190363
192266|190363
192267|190363
192268|190363
192269|190363
192270|190363
192271|190363
192272|190363
192273|190363
192274|190363
192275|190363
192276|190363
192277|190363
192278|190363
192279|190363
192280|190363
192281|190363
192282|190363
192283|190363
192284|190363
192285|190363
192286|190363
192287|190363
192288|190363
192289|190363
192290|190363
192291|190363
192292|190363
192293|190363
192294|190363
192295|190363
192296|190363
192297|190363
192298|190363
192299|190363
192300|190363
192301|190363
192302|190363
192303|190363
192304|190363
192305|190363
192306|190363
192307|190363
192308|190363
192309|190363
192310|190363
192311|190363
192312|190363
192313|190363
192314|190363
192315|190363
192316|190363
192317|190363
192318|190363
192319|190363
192320|190363
192321|190363
192322|190363
192323|190363
192324|190363
192325|190363
192326|190363
192327|190363
192328|190363
192329|190363
192330|190363
192331|190363
192332|190363
192333|190363
192334|190363
192335|190363
192336|190363
192337|190363
192338|190363
192339|190363
192340|190363
192341|190363
192342|190363
192343|190363
192344|190363
192345|190363
192346|190363
192347|190363
192348|190363
192349|190363
192350|190363
192351|190363
192352|190363
192353|190363
192354|190363
192355|190363
192356|190363
192357|190363
192358|190363
192359|190363
192360|190363
192361|190363
192362|190363
192363|190363
192364|190363
192365|190363
192366|190363
192367|190363
192368|190363
192369|190363
192370|190363
192371|190363
192372|190363
192373|190363
192374|190363
192375|190363
192376|190363
192377|190363
192378|190363
192379|190363
192380|190363
192381|190363
192382|190363
192383|190363
192384|190363
192385|190363
192386|190363
192387|190363
192388|190363
192389|190363
192390|190363
192391|190363
192392|190363
192393|190363
192394|190363
192395|190363
192396|190363
192397|190363
192398|190363
192399|190363
192400|190363
192401|190363
192402|190363
192403|190363
192404|190363
192405|190363
192406|190363
192407|190363
192408|190363
192409|190363
192410|190363
192411|190363
192412|190363
192413|190363
192414|190363
192415|190363
192416|190363
192417|190363
192418|190363
192419|190363
192420|190363
192421|190363
192422|190363
192423|190363
192424|190363
192425|190363
192426|190363
192427|190363
192428|190363
192429|190363
192430|190363
192431|190363
192432|190363
192433|190363
192434|190363
192435|190363
192436|190363
192437|190363
192438|190363
192439|190363
