id|name|url
23236|Hamid_Karzai|http://dbpedia.org/resource/Hamid_Karzai
23237|Rumi|http://dbpedia.org/resource/Rumi
23238|Mahmud_of_Ghazni|http://dbpedia.org/resource/Mahmud_of_Ghazni
23239|Abbas_I_of_Persia|http://dbpedia.org/resource/Abbas_I_of_Persia
23240|Humayun|http://dbpedia.org/resource/Humayun
23241|Mohammed_Zahir_Shah|http://dbpedia.org/resource/Mohammed_Zahir_Shah
23242|Augustine_of_Hippo|http://dbpedia.org/resource/Augustine_of_Hippo
23244|Jorge_Luis_Borges|http://dbpedia.org/resource/Jorge_Luis_Borges
23245|Che_Guevara|http://dbpedia.org/resource/Che_Guevara
23250|Gisela_Dulko|http://dbpedia.org/resource/Gisela_Dulko
23251|José_de_San_Martín|http://dbpedia.org/resource/José_de_San_Martín
23253|Gastón_Gaudio|http://dbpedia.org/resource/Gastón_Gaudio
23254|Guillermo_Cañas|http://dbpedia.org/resource/Guillermo_Cañas
23260|Ástor_Piazzolla|http://dbpedia.org/resource/Ástor_Piazzolla
23290|Fernando_Meligeni|http://dbpedia.org/resource/Fernando_Meligeni
23294|John_Howard|http://dbpedia.org/resource/John_Howard
23295|Rupert_Murdoch|http://dbpedia.org/resource/Rupert_Murdoch
23296|Lleyton_Hewitt|http://dbpedia.org/resource/Lleyton_Hewitt
23297|Kevin_Rudd|http://dbpedia.org/resource/Kevin_Rudd
23298|Todd_Woodbridge|http://dbpedia.org/resource/Todd_Woodbridge
23299|Robert_Menzies|http://dbpedia.org/resource/Robert_Menzies
23300|Gough_Whitlam|http://dbpedia.org/resource/Gough_Whitlam
23301|Nick_Cave|http://dbpedia.org/resource/Nick_Cave
23302|Donald_Bradman|http://dbpedia.org/resource/Donald_Bradman
23308|Heath_Ledger|http://dbpedia.org/resource/Heath_Ledger
23312|Mark_Webber|http://dbpedia.org/resource/Mark_Webber
23330|John_Curtin|http://dbpedia.org/resource/John_Curtin
23347|Germaine_Greer|http://dbpedia.org/resource/Germaine_Greer
23355|Peter_Singer|http://dbpedia.org/resource/Peter_Singer
23361|Harold_Holt|http://dbpedia.org/resource/Harold_Holt
23363|Alexander_Downer|http://dbpedia.org/resource/Alexander_Downer
23368|Judy_Davis|http://dbpedia.org/resource/Judy_Davis
23369|James_Scullin|http://dbpedia.org/resource/James_Scullin
23374|Adolf_Hitler|http://dbpedia.org/resource/Adolf_Hitler
23375|Wolfgang_Amadeus_Mozart|http://dbpedia.org/resource/Wolfgang_Amadeus_Mozart
23376|Arnold_Schwarzenegger|http://dbpedia.org/resource/Arnold_Schwarzenegger
