Organisation_id|Place_id
15416|49
15417|49
15418|49
15419|49
15420|49
15421|49
15422|49
15423|49
15424|49
15425|49
15426|49
15427|49
15428|49
15429|49
15430|49
15431|49
15432|49
15433|49
15434|49
15435|49
15436|49
15437|49
15438|49
15439|49
15440|49
15441|49
15442|49
15443|49
15444|49
15445|49
15446|49
15447|49
15448|49
15449|49
15450|49
15451|49
15452|49
15453|49
15454|49
15455|49
15456|49
15457|49
15458|49
15459|49
15460|49
15461|49
15462|49
15463|49
15464|49
15465|49
15466|49
15771|78
15772|78
15773|78
15774|78
15775|78
15776|78
15777|78
15778|78
15779|78
15780|78
15781|78
15782|78
15783|78
15784|78
15785|78
15786|78
15787|78
15788|78
15789|78
15790|78
15791|78
15792|78
15793|78
15794|78
15795|78
15796|78
15797|78
15798|78
15836|51
15837|51
15838|51
15839|51
15840|51
15841|51
15842|51
15843|51
15844|51
15845|51
15846|51
15847|51
15848|51
15849|51
15850|51
15851|51
15852|51
15853|51
15854|51
15855|51
15856|51
15857|51
15858|51
15859|51
15860|51
15861|51
15862|51
15863|51
15864|51
15865|51
15866|51
15867|51
15868|51
15869|51
15945|52
15946|52
15947|52
15948|52
15949|52
15950|52
15951|52
15952|52
15953|52
15954|52
15955|52
15956|52
15957|52
15958|52
15959|52
15960|52
15961|52
15962|52
15963|52
16059|53
16060|53
16061|53
16062|53
16063|53
16064|53
16065|53
16066|53
16067|53
16068|53
16069|53
16070|53
16071|53
16072|53
16073|53
16074|53
16075|53
16076|53
16077|53
16078|53
16079|53
16080|53
16081|53
16082|53
16083|53
16084|53
16085|53
16086|53
16087|53
16088|53
16089|53
16168|54
16169|54
16170|54
16171|54
16172|54
16173|54
16174|54
16175|54
16176|54
16177|54
16178|54
16230|55
16231|55
16232|55
16233|55
16234|55
16235|55
16236|55
16237|55
16238|55
16239|55
16240|55
16241|55
16242|55
16243|55
16244|55
16245|55
16246|55
16247|55
16248|55
16249|55
16304|56
16305|56
16306|56
16307|56
16308|56
16309|56
16310|56
16311|56
16312|56
16313|56
16314|56
16315|56
16316|56
16317|56
16318|56
16319|56
16320|56
16321|56
16322|56
16323|56
16324|56
16325|56
16326|56
16327|56
16328|56
16329|56
16330|56
16331|56
16332|56
16333|56
16334|56
16335|56
16336|56
16337|56
16338|56
16339|56
16340|56
16341|56
16342|56
16343|56
16344|56
16345|56
16346|56
16347|56
16348|56
16349|56
16350|56
16351|56
16352|56
16353|56
16354|56
16355|56
16356|56
16357|56
16358|56
16359|56
16360|56
16361|56
16362|56
16363|56
16364|56
16365|56
16366|56
16367|56
16368|56
16369|56
16370|56
16371|56
16372|56
16373|56
16374|56
16375|56
16376|56
16377|56
16378|56
16379|56
16380|56
16381|56
16382|56
16383|56
16384|56
16385|56
16386|56
16387|56
16388|56
16389|56
16721|57
16722|57
16723|57
16724|57
16725|57
16726|57
16727|57
16728|57
16729|57
16730|57
16731|57
16732|57
16733|57
16734|57
16735|57
16736|57
16737|57
16738|57
16739|57
16740|57
16741|57
16742|57
16743|57
16744|57
16745|57
16746|57
16747|57
16748|57
16749|57
16750|57
16751|57
16752|57
16753|57
16754|57
16755|57
16756|57
16757|57
16758|57
16759|57
16760|57
16761|57
16762|57
16763|57
16764|57
16765|57
16766|57
16767|57
16768|57
16769|57
16770|57
16771|57
16772|57
16773|57
16774|57
16775|57
16776|57
16777|57
16778|57
16779|57
16780|57
16781|57
16782|57
16783|57
16784|57
16785|57
16786|57
16787|57
16788|57
16789|57
16790|57
16791|57
16792|57
16793|57
16794|57
16795|57
16796|57
16797|57
16798|57
16799|57
16800|57
16801|57
16802|57
16803|57
16804|57
16805|57
16806|57
16807|57
16808|57
16809|57
16810|57
16811|57
16812|57
16813|57
16814|57
16815|57
16838|58
16839|58
16840|58
16841|58
16842|58
