Tag_id|TagClass_id
23236|15210
23251|15210
23269|15210
23274|15210
23294|15210
23297|15210
23299|15210
23300|15230
23302|15231
23305|15210
23309|15231
23310|15210
23313|15210
23318|15231
23330|15230
23335|15231
23338|15231
23348|15210
23349|15210
23352|15231
23354|15230
23356|15210
23359|15231
23361|15210
23362|15234
23363|15223
23365|15210
23366|15210
23367|15210
23369|15210
23371|15231
23376|15210
23431|15210
23435|15210
23440|15237
23452|15238
23459|15239
23461|15237
23464|15234
23479|15210
23483|15210
23509|15210
23516|15210
23518|15210
23524|15210
23526|15230
23528|15230
23530|15210
23541|15210
23543|15230
23554|15230
23561|15210
23562|15210
23566|15210
23571|15210
23573|15230
23577|15210
23578|15210
23581|15210
23586|15210
23594|15230
23600|15230
23604|15210
23610|15239
23619|15230
23620|15210
23632|15210
23635|15239
23637|15243
23651|15210
23655|15210
23656|15210
23658|15210
23662|15244
23663|15210
23671|15244
23672|15245
23676|15244
23694|15210
23719|15210
23722|15210
23749|15237
23774|15247
23775|15247
23776|15247
23777|15210
23778|15247
23779|15210
23784|15210
23786|15223
23796|15210
23799|15210
23804|15210
23812|15210
23816|15210
23820|15237
23828|15210
23851|15210
23868|15210
23921|15237
23930|15210
23939|15230
23947|15237
23991|15210
23995|15237
24027|15210
24029|15210
24030|15210
24032|15210
24043|15237
24054|15210
24070|15210
24079|15210
24084|15237
24091|15210
24097|15210
24098|15210
24099|15210
24111|15210
24114|15249
24122|15210
24131|15210
24146|15237
24153|15237
24169|15237
24172|15245
24178|15237
24183|15249
24205|15210
24208|15210
24213|15210
24227|15237
24228|15210
24230|15210
24259|15210
24262|15210
24264|15210
24280|15210
24281|15231
24285|15210
24298|15210
24305|15210
24306|15210
24325|15231
24332|15210
24338|15237
24344|15231
24345|15231
24348|15210
24351|15210
24354|15210
24356|15210
24362|15231
24376|15231
24383|15231
24386|15210
24388|15210
24391|15210
24392|15210
24396|15230
24402|15210
24403|15210
24430|15210
24459|15223
24488|15210
24494|15210
24504|15250
24514|15223
24530|15223
24575|15210
24599|15210
24614|15251
24615|15239
24617|15210
24621|15210
24629|15210
24636|15237
24638|15210
24640|15210
24641|15210
24644|15239
24649|15210
24653|15210
24654|15210
24656|15210
24660|15237
24661|15210
24663|15210
24676|15237
24723|15237
24730|15210
24732|15247
24736|15210
24741|15210
24742|15210
24743|15210
24744|15210
24748|15210
24750|15210
24751|15223
24752|15210
24760|15247
24763|15210
24767|15210
24768|15210
24769|15210
24770|15210
24772|15210
24775|15210
24776|15210
24777|15210
24778|15210
24779|15254
24785|15210
24791|15210
24792|15210
24793|15237
24801|15210
24817|15237
24819|15210
24832|15210
24836|15210
24837|15210
24866|15210
24869|15210
24872|15237
24876|15210
24881|15210
24892|15230
24898|15210
24903|15210
24906|15210
24917|15210
24928|15210
24953|15237
24958|15210
24960|15210
24968|15210
24986|15210
24987|15231
24989|15210
24991|15239
24995|15210
25049|15210
25056|15237
25068|15234
25093|15231
25095|15210
25096|15231
25097|15231
25138|15239
25161|15234
25168|15210
25174|15210
25182|15210
25189|15210
25194|15210
25196|15210
25204|15210
25210|15210
25218|15210
25219|15210
25223|15210
25229|15210
25230|15210
25232|15210
25240|15210
25241|15210
25263|15210
25265|15210
25266|15237
25273|15230
25292|15210
25302|15210
25327|15210
25337|15239
25338|15237
25341|15230
25342|15210
25351|15210
25353|15210
25357|15230
25368|15237
25370|15210
25372|15237
25378|15210
25381|15210
25383|15210
25385|15230
25391|15230
25394|15210
25412|15230
25413|15210
25416|15230
25422|15230
25433|15210
25439|15237
25453|15256
25465|15210
25468|15231
25474|15230
25477|15210
25484|15210
25488|15210
25505|15210
25507|15210
25518|15210
25521|15239
25526|15210
25535|15210
25544|15210
25546|15256
25547|15223
25549|15230
25554|15257
25562|15210
25567|15210
25569|15210
25581|15259
25586|15230
25589|15223
25593|15210
25600|15237
25604|15223
25607|15210
25612|15259
25618|15210
25620|15237
25633|15210
25634|15230
25648|15210
25653|15210
25667|15210
25671|15231
25681|15210
25692|15210
25693|15210
25716|15230
25721|15237
25723|15210
25724|15231
25756|15210
25768|15230
25778|15210
25787|15210
25790|15256
25794|15210
25803|15210
25806|15210
25814|15210
25818|15231
25826|15230
25829|15230
25831|15239
25835|15237
25856|15237
25857|15210
25861|15210
25864|15230
25867|15210
25873|15237
25874|15237
25887|15239
25893|15237
25899|15210
25907|15210
25908|15210
25928|15210
25931|15210
25938|15210
25953|15210
25964|15256
25973|15210
25980|15223
25989|15210
25999|15257
26004|15259
26009|15210
26013|15210
26014|15210
26015|15210
26016|15210
26017|15210
26020|15210
26021|15210
26022|15210
26024|15210
26025|15210
26026|15210
26028|15210
26029|15210
26030|15210
26031|15210
26033|15210
26035|15210
26037|15210
26041|15210
26047|15250
26049|15210
26052|15210
26063|15210
