id|type|name|url
15723|company|Lufthansa|http://dbpedia.org/resource/Lufthansa
15724|company|Hapag-Lloyd_Flug|http://dbpedia.org/resource/Hapag-Lloyd_Flug
15725|company|LTU_International|http://dbpedia.org/resource/LTU_International
15726|company|Condor_Flugdienst|http://dbpedia.org/resource/Condor_Flugdienst
15727|company|Air_Berlin|http://dbpedia.org/resource/Air_Berlin
15728|company|Ostfriesische_Lufttransport|http://dbpedia.org/resource/Ostfriesische_Lufttransport
15729|company|Germanwings|http://dbpedia.org/resource/Germanwings
15730|company|Hapag-Lloyd_Express|http://dbpedia.org/resource/Hapag-Lloyd_Express
15731|company|Cirrus_Airlines|http://dbpedia.org/resource/Cirrus_Airlines
15732|company|DBA_(airline)|http://dbpedia.org/resource/DBA_(airline)
15733|company|Luftfahrtgesellschaft_Walter|http://dbpedia.org/resource/Luftfahrtgesellschaft_Walter
15734|company|Lufthansa_Cargo|http://dbpedia.org/resource/Lufthansa_Cargo
15735|company|Hahn_Air|http://dbpedia.org/resource/Hahn_Air
15736|company|Avanti_Air|http://dbpedia.org/resource/Avanti_Air
15737|company|WDL_Aviation|http://dbpedia.org/resource/WDL_Aviation
15738|company|Germania_(airline)|http://dbpedia.org/resource/Germania_(airline)
15739|company|Augsburg_Airways|http://dbpedia.org/resource/Augsburg_Airways
15740|company|Blue_Wings|http://dbpedia.org/resource/Blue_Wings
15741|company|Contact_Air|http://dbpedia.org/resource/Contact_Air
15742|company|Eurowings|http://dbpedia.org/resource/Eurowings
15743|company|Hamburg_International|http://dbpedia.org/resource/Hamburg_International
15744|company|ACM_Air_Charter|http://dbpedia.org/resource/ACM_Air_Charter
15745|company|Aero_Dienst|http://dbpedia.org/resource/Aero_Dienst
15746|company|Sylt_Air|http://dbpedia.org/resource/Sylt_Air
15747|company|Comfort_Air|http://dbpedia.org/resource/Comfort_Air
15748|company|Arcus-Air_Logistic|http://dbpedia.org/resource/Arcus-Air_Logistic
15749|company|Elbe_Air|http://dbpedia.org/resource/Elbe_Air
15750|company|Aero_Business_Charter|http://dbpedia.org/resource/Aero_Business_Charter
15751|company|MSR_Flug-Charter|http://dbpedia.org/resource/MSR_Flug-Charter
15752|company|Stuttgarter_Flugdienst|http://dbpedia.org/resource/Stuttgarter_Flugdienst
15753|company|Vibroair|http://dbpedia.org/resource/Vibroair
15754|company|Windrose_Air|http://dbpedia.org/resource/Windrose_Air
15755|company|Aero_Lloyd|http://dbpedia.org/resource/Aero_Lloyd
15756|company|Dauair|http://dbpedia.org/resource/Dauair
15757|company|FLN_Frisia_Luftverkehr|http://dbpedia.org/resource/FLN_Frisia_Luftverkehr
15758|company|Flugdienst_Fehlhaber|http://dbpedia.org/resource/Flugdienst_Fehlhaber
15759|company|TUIfly|http://dbpedia.org/resource/TUIfly
15760|company|XL_Airways_Germany|http://dbpedia.org/resource/XL_Airways_Germany
15761|company|Luftverkehr_Friesland_Harle|http://dbpedia.org/resource/Luftverkehr_Friesland_Harle
15762|company|Nightexpress|http://dbpedia.org/resource/Nightexpress
15763|company|Air_Independence|http://dbpedia.org/resource/Air_Independence
15764|company|OCA_International|http://dbpedia.org/resource/OCA_International
15765|company|Air-taxi_europe|http://dbpedia.org/resource/Air-taxi_europe
15766|company|AeroLogic|http://dbpedia.org/resource/AeroLogic
15767|company|Air_Hamburg|http://dbpedia.org/resource/Air_Hamburg
15768|company|Bremenfly|http://dbpedia.org/resource/Bremenfly
15769|company|Wiking_Helikopter_Service|http://dbpedia.org/resource/Wiking_Helikopter_Service
15770|company|Jet_Executive_International_Charter|http://dbpedia.org/resource/Jet_Executive_International_Charter
15403|company|Lloyd_Aéreo_Boliviano|http://dbpedia.org/resource/Lloyd_Aéreo_Boliviano
15404|company|AeroSur_(Bolivia)|http://dbpedia.org/resource/AeroSur_(Bolivia)
15405|company|TAM_–_Transporte_Aéreo_Militar|http://dbpedia.org/resource/TAM_–_Transporte_Aéreo_Militar
15406|company|Amaszonas|http://dbpedia.org/resource/Amaszonas
15407|company|Aerolíneas_Sudamericanas|http://dbpedia.org/resource/Aerolíneas_Sudamericanas
15408|company|TAB_–_Transportes_Aéreos_Bolivianos|http://dbpedia.org/resource/TAB_–_Transportes_Aéreos_Bolivianos
15409|company|Boliviana_de_Aviación|http://dbpedia.org/resource/Boliviana_de_Aviación
16184|company|Air_Niugini|http://dbpedia.org/resource/Air_Niugini
16185|company|Airlines_PNG|http://dbpedia.org/resource/Airlines_PNG
15799|company|SAHSA|http://dbpedia.org/resource/SAHSA
15800|company|AeroHonduras|http://dbpedia.org/resource/AeroHonduras
15801|company|Atlantic_Airlines_(Honduras)|http://dbpedia.org/resource/Atlantic_Airlines_(Honduras)
15802|company|Isleña_Airlines|http://dbpedia.org/resource/Isleña_Airlines
15803|company|Aerolíneas_Sosa|http://dbpedia.org/resource/Aerolíneas_Sosa
15804|company|Cathay_Pacific|http://dbpedia.org/resource/Cathay_Pacific
15805|company|Dragonair|http://dbpedia.org/resource/Dragonair
15806|company|Air_Hong_Kong|http://dbpedia.org/resource/Air_Hong_Kong
15807|company|Hong_Kong_Airlines|http://dbpedia.org/resource/Hong_Kong_Airlines
15808|company|Sky_Shuttle_Helicopters|http://dbpedia.org/resource/Sky_Shuttle_Helicopters
15809|company|Oasis_Hong_Kong_Airlines|http://dbpedia.org/resource/Oasis_Hong_Kong_Airlines
15810|company|Hong_Kong_Express_Airways|http://dbpedia.org/resource/Hong_Kong_Express_Airways
15811|company|Metrojet_Ltd.|http://dbpedia.org/resource/Metrojet_Ltd.
15812|company|Hong_Kong_Air_International_Ltd|http://dbpedia.org/resource/Hong_Kong_Air_International_Ltd
16142|company|Nicaragüense_de_Aviación|http://dbpedia.org/resource/Nicaragüense_de_Aviación
16143|company|Atlantic_Airlines_(Nicaragua)|http://dbpedia.org/resource/Atlantic_Airlines_(Nicaragua)
16144|company|La_Costeña|http://dbpedia.org/resource/La_Costeña
16095|company|MIAT_Mongolian_Airlines|http://dbpedia.org/resource/MIAT_Mongolian_Airlines
16096|company|Aero_Mongolia|http://dbpedia.org/resource/Aero_Mongolia
16097|company|Hangard_Airlines|http://dbpedia.org/resource/Hangard_Airlines
16098|company|Eznis_Airways|http://dbpedia.org/resource/Eznis_Airways
18596|university|Maharaja_Surajmal_Institute_of_Technology|http://dbpedia.org/resource/Maharaja_Surajmal_Institute_of_Technology
18597|university|Indira_Gandhi_Institute_of_Technology|http://dbpedia.org/resource/Indira_Gandhi_Institute_of_Technology
18598|university|State_Council_of_Educational_Research_and_Training,_Delhi|http://dbpedia.org/resource/State_Council_of_Educational_Research_and_Training,_Delhi
18599|university|University_School_of_Chemical_Technology|http://dbpedia.org/resource/University_School_of_Chemical_Technology
18600|university|Guru_Tegh_Bahadur_Institute_of_Technology|http://dbpedia.org/resource/Guru_Tegh_Bahadur_Institute_of_Technology
18604|university|UEI_Global|http://dbpedia.org/resource/UEI_Global
18605|university|Indian_Mountaineering_Foundation|http://dbpedia.org/resource/Indian_Mountaineering_Foundation
18606|university|Bharati_Vidyapeeth's_College_of_Engineering|http://dbpedia.org/resource/Bharati_Vidyapeeth's_College_of_Engineering
18607|university|Rashtriya_Sanskrit_Sansthan|http://dbpedia.org/resource/Rashtriya_Sanskrit_Sansthan
18608|university|Lady_Shri_Ram_College_for_Women|http://dbpedia.org/resource/Lady_Shri_Ram_College_for_Women
18609|university|Maulana_Azad_Medical_College|http://dbpedia.org/resource/Maulana_Azad_Medical_College
18610|university|Tibbia_College|http://dbpedia.org/resource/Tibbia_College
18611|university|G._B._Pant_Engineering_College,_New_Delhi|http://dbpedia.org/resource/G._B._Pant_Engineering_College,_New_Delhi
18612|university|St._Columba's_School,_Delhi|http://dbpedia.org/resource/St._Columba's_School,_Delhi
18613|university|National_School_of_Drama|http://dbpedia.org/resource/National_School_of_Drama
18758|university|Bhagwan_Parshuram_Institute_of_Technology|http://dbpedia.org/resource/Bhagwan_Parshuram_Institute_of_Technology
18759|university|University_School_of_Management_Studies|http://dbpedia.org/resource/University_School_of_Management_Studies
18760|university|Integrated_Management_College|http://dbpedia.org/resource/Integrated_Management_College
18761|university|Indian_Institute_of_Public_Administration|http://dbpedia.org/resource/Indian_Institute_of_Public_Administration
18762|university|University_School_of_Information_Technology|http://dbpedia.org/resource/University_School_of_Information_Technology
18980|university|Jawaharlal_Nehru_University|http://dbpedia.org/resource/Jawaharlal_Nehru_University
