Comment_id|Post_id
39337|191890
39338|191890
39339|191890
39341|191890
39343|191890
39344|192237
39345|192237
39347|192237
39349|192237
39350|192237
39366|192239
39367|192239
39368|192239
39369|192239
39371|192239
39372|192239
39388|192241
39389|192241
39390|192241
39391|192241
39392|192241
39396|192241
39438|192246
39439|192246
39440|192246
39441|192246
39442|192246
39443|192246
39445|192246
39447|192246
39470|192250
39471|192250
39474|192250
39477|192251
39478|192251
39479|192251
39480|192251
39481|192251
39484|192251
39489|192251
39492|192251
39496|192251
39505|192255
39508|192255
39512|192258
39513|192258
39517|192258
39518|192258
39522|192258
39538|193108
39539|193108
39540|193108
39541|193108
39550|193108
39591|193114
39592|193114
39593|193114
39594|193114
39595|193114
39599|193114
39600|193114
39601|193114
39649|193120
39650|193120
39651|193120
39653|193120
39654|193120
39656|193120
39657|193120
39749|193196
39750|193196
39751|193196
39752|193196
39754|193196
39755|193196
39756|193196
39758|193196
39759|193196
39770|193199
39771|193199
39779|193201
39780|193201
39783|193201
39784|193201
39787|193201
39791|193202
39792|193202
39795|193202
39798|193202
39799|193202
39800|193203
39801|193203
39802|193203
39803|193203
39804|193204
39805|193205
39806|193205
39807|193205
39808|193205
39824|193207
39826|193207
39827|193207
39844|193209
39865|193218
39866|193218
39868|193218
39871|193220
39872|193220
39873|193220
39874|193220
39898|193222
39899|193222
39900|193222
39901|193222
39902|193222
39903|193222
39904|193222
39906|193222
39907|193222
39909|193222
39912|193223
39914|193223
39922|193223
39926|193224
39927|193224
39928|193224
39929|193224
39930|193224
39931|193224
39932|193224
39933|193224
39935|193225
39936|193225
39937|193225
39938|193225
39939|193225
39940|193225
39941|193225
39944|193225
39946|193225
39981|193228
39982|193229
39983|193230
39985|193230
39987|193230
39992|193231
39993|193231
39994|193231
39997|193231
40001|193231
40003|193231
40012|193232
40013|193232
40014|193232
40015|193232
40016|193232
40017|193232
40018|193232
40019|193232
40022|193232
40031|193234
40032|193234
40033|193234
40038|193234
40039|193234
40041|193234
40042|193234
40045|193236
40046|193236
40051|193236
40053|193236
40084|193240
40085|193241
40086|193241
40091|193241
40092|193241
40095|193242
40096|193242
40097|193242
40098|193242
40099|193242
40102|193242
40103|193242
40146|193247
40147|193247
40148|193247
40149|193247
40151|193247
40152|193247
40153|193247
40157|193247
40159|193247
40179|193249
40180|193250
40181|193250
40183|193250
40184|193250
40187|193250
40231|193255
40232|193255
40234|193255
40235|193255
40296|193262
40297|193262
40298|193262
40303|193262
40363|193509
40364|193509
40365|193509
40379|193615
40380|193615
40381|193615
40382|193615
40383|193615
40384|193615
40385|193615
40387|193615
40388|193615
40389|193616
40390|193616
40391|193616
40392|193616
40411|193618
40412|193618
40413|193618
40414|193618
40431|193620
40432|193620
40434|193620
40436|193620
40437|193620
40438|193620
40512|193664
40513|193664
40514|193664
40515|193664
40516|193664
40517|193664
40519|193664
40520|193664
40521|193664
40522|193664
40524|193665
40526|193665
40565|193670
40574|193672
40575|193673
40576|193673
40577|193673
40578|193673
40579|193673
40583|193673
40584|193673
40586|193673
40588|193674
40589|193674
40590|193674
40591|193674
40592|193674
40593|193674
40594|193674
40595|193674
40596|193674
40597|193674
40598|193674
40599|193674
40600|193674
40602|193676
40603|193676
40606|193676
40608|193676
40615|193676
40643|193679
40645|193679
40646|193679
40647|193679
40648|193679
40649|193679
40653|193679
40675|193681
40678|193683
40681|193683
40689|193683
40721|193686
40722|193686
40723|193686
40724|193686
40725|193686
40726|193686
40727|193686
40728|193686
40729|193686
40730|193686
40732|193686
40735|193686
40737|193686
40741|193687
40742|193687
40744|193687
40758|193688
40759|193688
40760|193688
40762|193688
40765|193688
40767|193688
40786|193690
40787|193690
40788|193690
40789|193690
40792|193690
40793|193690
40795|193691
40796|193691
40799|193692
40800|193692
40804|193692
40809|193692
40811|193692
40813|193693
40814|193693
40815|193693
40838|193696
40840|193696
40843|193696
40844|193696
40846|193696
