Comment_id|Place_id
39316|50
39317|50
39321|50
39324|50
39326|50
39334|50
39335|50
39336|50
39337|50
39338|50
39340|50
39341|50
39342|50
39344|50
39345|50
39346|50
39347|50
39348|50
39349|50
39350|50
39351|50
39352|50
39353|50
39354|50
39355|50
39356|50
39357|50
39358|50
39359|50
39360|50
39361|50
39362|50
39363|50
39364|50
39365|50
39367|50
39368|50
39369|50
39370|50
39371|50
39372|50
39373|50
39374|50
39375|50
39376|50
39377|50
39378|50
39379|50
39380|50
39381|50
39382|50
39383|50
39384|50
39385|50
39386|50
39387|50
39441|35
39509|50
39510|50
39511|50
39517|50
39528|35
39531|35
39589|35
39653|50
39680|50
39683|50
39742|50
39747|50
39772|5
39793|50
39799|50
39801|50
39853|50
39854|50
39865|50
39871|50
39872|50
39874|50
39875|50
39886|50
39888|50
39898|50
39901|50
39906|50
39909|50
39916|50
39928|50
40230|50
40234|50
40236|50
40237|50
40239|50
40241|50
40247|50
40248|50
40254|50
40255|50
40256|50
40265|50
40281|50
40282|50
40285|50
40290|50
40291|50
40299|50
40304|50
40309|50
40320|50
40322|50
40326|50
40337|50
40343|50
40348|50
40351|30
40362|50
40389|50
40401|50
40415|50
40441|50
40473|35
40480|50
40488|50
40504|50
40769|16
40820|50
40852|50
40881|50
40888|50
40979|50
40992|50
40993|50
40995|50
41001|50
41009|50
41010|50
41013|50
41020|50
41043|50
41051|50
41053|50
41054|50
41056|50
41066|50
41068|50
41070|50
41083|50
41089|50
41112|50
41113|50
41133|50
41178|50
41182|50
41183|50
41186|50
41188|50
41226|30
41613|16
41684|50
41702|50
41704|50
41717|50
41732|50
41749|50
41753|50
41758|50
41768|50
41771|50
41774|50
41778|50
41837|50
42042|50
42072|50
42076|50
42087|50
42186|50
42199|50
42204|50
42209|50
42246|50
42278|50
42283|50
42370|5
42423|50
42445|50
42468|50
42509|50
42514|50
42529|50
42557|50
42612|50
42616|50
42622|50
42681|50
42684|50
42688|50
42706|50
42774|50
42779|50
42810|50
42829|50
42830|50
42845|50
42881|50
42885|50
42902|50
42915|50
42920|50
42923|50
43008|50
43030|50
43032|50
43063|50
43069|50
43080|50
43097|50
43108|50
43179|50
43180|50
43197|50
43206|50
43214|50
43264|50
43293|50
43299|50
43325|50
43349|50
43368|50
43406|50
43413|5
43418|5
43419|5
43422|5
43423|5
43424|5
43427|5
43433|5
43435|5
43731|15
43809|5
43810|5
43825|5
43839|5
43857|5
43859|5
43860|5
43864|5
43866|5
43889|50
43892|50
43899|50
43901|50
43931|50
43951|50
43966|50
43971|50
44044|50
44180|50
44225|50
44232|50
44239|50
44384|50
44390|50
44401|50
44408|50
44421|50
44436|50
44460|50
44461|15
44668|27
44785|50
44820|50
44830|50
44839|50
44874|50
44886|50
45041|35
45109|15
45287|27
45638|50
45646|50
45662|50
45677|50
45681|50
45682|50
45695|50
45709|50
45734|50
45760|50
45764|50
45769|50
45798|50
45813|15
45954|50
45957|50
45960|50
45962|50
45963|50
46048|5
46134|50
46137|50
46139|50
46150|27
46153|50
46155|27
46184|50
46221|50
46222|5
46394|50
46402|35
46694|35
46706|15
46724|50
46726|50
46727|50
46730|50
46733|50
46736|50
46745|50
46746|50
46749|50
46752|50
46753|50
46758|50
46765|50
46768|50
46771|50
46773|50
46785|50
46793|50
46794|50
46796|50
46798|50
46802|50
46803|50
46804|50
46805|50
46809|50
46811|50
46820|50
46825|50
46831|50
46833|50
46834|50
46842|50
46843|50
46845|50
46847|50
46849|50
46852|50
46853|27
46854|50
46855|50
46858|50
46859|50
46860|50
46863|50
46866|50
46868|50
46869|50
46870|50
46871|50
46872|50
46873|50
46874|50
46880|50
46881|50
46883|50
46885|50
46888|50
46889|50
46890|50
46893|50
46895|50
46898|50
46899|50
46903|50
46905|50
46910|50
46912|50
46913|50
46914|50
46915|50
46916|50
46924|50
46925|50
46926|50
46929|50
47081|30
47313|50
47318|35
47323|50
47399|50
47401|50
47402|50
47407|50
47408|50
47409|50
47410|50
47411|50
47413|50
47414|50
47415|50
47419|50
47422|50
47425|50
47426|50
47429|50
47430|50
47432|50
47434|50
47533|50
47534|50
47536|50
47537|50
47538|50
47541|50
47543|50
47544|50
47545|50
47546|50
47547|50
47548|50
47551|50
47555|50
47556|50
47557|50
47558|50
47561|50
47565|50
47566|50
47570|50
47571|50
47572|50
47574|50
47581|50
47586|50
47587|50
47588|50
47589|50
47592|50
47593|50
47594|50
47595|50
47596|50
47597|50
47598|50
47600|50
47601|50
47605|50
47607|50
47608|50
47609|50
47615|50
47616|50
47617|50
47619|50
47621|50
47623|50
