Post_id|Place_id
192390|35
192460|50
192992|30
193234|30
193628|50
193629|50
193630|50
193631|50
193632|50
193633|50
193634|50
193635|50
193636|50
193637|50
193638|50
193639|50
193640|50
193641|50
193642|50
193643|50
193644|50
193645|50
193646|50
193647|50
193648|50
193649|50
193650|50
193651|50
193652|50
193653|50
193654|50
193706|50
193707|50
193708|50
193709|50
193710|50
193711|50
193712|50
193713|50
193714|50
193715|50
193716|50
193717|50
193718|50
193719|50
193720|50
193721|50
193722|50
193724|50
193725|50
193726|50
193727|50
193728|50
193729|50
193730|50
193732|50
193733|50
193734|50
193735|50
193736|50
193737|50
193738|50
193739|50
193740|50
193741|50
193742|50
193743|50
193744|50
193745|50
193746|50
193747|50
193748|50
193749|50
193750|50
193751|50
193752|50
193753|50
193754|50
193755|50
193756|50
193757|50
193758|50
193759|50
193760|50
193761|50
193762|50
193763|50
193764|50
193765|50
193766|50
193767|50
193768|50
193769|50
193770|50
193771|50
193772|50
193773|50
193774|50
193775|50
193776|50
193777|50
193778|50
193779|50
193780|50
193781|50
193783|50
193784|50
193785|50
193786|50
193788|50
193789|50
193790|50
193791|50
193792|50
193793|50
193794|50
193795|50
193796|50
193797|50
193798|50
193799|50
193800|50
193801|50
193802|50
193803|50
193804|50
193805|50
193806|50
193807|50
193808|50
193809|50
193810|50
193811|50
193812|50
193813|50
193814|50
193815|50
193816|50
193817|50
193818|50
193819|50
193820|50
193821|50
193822|50
193823|50
193824|50
193825|50
193826|50
193827|50
193828|50
193829|50
193830|50
193831|50
193832|50
193833|50
193834|50
193835|50
193836|50
193837|50
193838|50
193839|50
193840|50
193841|50
193842|50
193843|50
193844|50
193845|50
193846|50
193847|50
193848|50
193849|50
193850|50
193851|50
193852|50
193853|50
193854|50
193855|50
193856|50
193857|50
193858|50
193859|50
193860|50
193861|50
193862|50
193863|50
193864|50
193865|50
193924|30
194312|27
194512|16
194664|16
195115|30
195642|50
196028|27
196046|27
196059|35
196483|30
197189|15
197585|50
198858|50
198989|15
199497|30
200417|16
200972|35
201061|50
201188|50
201189|50
201190|50
201191|50
201192|50
201193|50
201194|50
201195|50
201196|50
201197|50
201198|50
201199|50
201200|50
201201|50
201202|50
201203|50
201204|50
201205|50
201206|50
201207|50
201208|50
201209|50
201210|50
201211|50
201212|50
201213|50
201214|50
201215|50
201216|50
201217|50
201218|50
201219|50
201221|50
201222|50
201223|50
201224|50
201225|50
201226|50
201227|50
201228|50
201230|50
201231|50
201232|50
201233|50
201234|50
201235|50
201236|50
201237|50
201238|30
201239|50
201240|50
201241|50
201242|50
201243|50
201244|50
201245|50
201246|50
201247|50
201248|50
201249|50
201250|50
201251|50
201252|50
201253|50
201254|50
201255|50
201256|50
201257|50
201258|50
201259|50
201260|50
201261|50
201262|50
201263|50
201264|50
201265|50
201266|50
201267|50
201268|50
201269|50
201270|50
201271|50
201272|50
201273|50
201274|50
201275|50
201276|50
201277|50
201278|50
201279|50
201280|50
201281|50
201282|50
201283|50
201284|50
201285|50
201286|50
201287|50
201288|50
201289|50
201290|50
201291|50
201292|50
201293|50
201294|50
201295|50
201297|50
201298|50
201299|50
201300|50
201301|50
201302|50
201303|50
201304|50
201305|50
201306|50
201307|50
201308|50
201309|50
201310|50
201311|50
201312|50
201313|50
201315|50
201316|50
201317|50
201318|50
201319|50
201320|50
201321|50
201322|50
201323|50
201324|50
201325|50
201326|50
201327|50
201328|50
201329|50
201330|50
201331|50
201332|50
201333|50
201334|50
201335|50
201336|50
201337|50
201338|50
201339|50
201340|50
201341|50
201342|50
201343|50
201344|50
201345|50
201346|50
201347|50
201348|50
201440|27
202084|50
202085|50
202086|50
202087|50
202088|50
202089|50
202090|50
202091|50
202092|50
202093|50
202094|50
202095|50
202096|50
202097|50
202098|50
202099|50
202100|50
202101|50
202102|50
202103|50
202104|50
202105|50
202106|50
202107|50
202108|50
202109|50
202110|50
202111|50
202112|50
202113|50
202114|50
202115|50
202116|50
202117|50
202118|50
202119|50
202120|50
202121|50
202122|50
202123|50
202124|50
202125|50
202126|50
202127|50
202128|50
202129|50
202130|50
202131|50
202132|50
202133|50
202134|50
202135|50
202136|50
202137|50
202138|50
202139|50
202140|50
202141|50
202143|50
202144|50
202145|50
202146|50
202147|50
202148|50
202149|50
202150|50
202151|50
202152|50
202153|50
202154|50
202155|50
202156|50
202157|50
202158|50
202159|50
202160|50
202161|50
202162|50
202163|50
202164|50
202165|50
202166|50
202167|50
202168|50
202169|50
202170|50
202171|50
202172|50
202173|50
202174|50
202175|50
202176|50
202177|50
202178|50
202179|50
202180|50
202181|50
202182|50
202183|50
202184|50
202185|50
202186|50
202187|50
202188|50
202189|50
202190|50
202191|50
202192|50
202193|50
202194|50
202195|50
202196|50
202197|50
202198|50
202199|50
202200|50
202201|50
202202|50
202203|50
202205|50
202206|50
202207|50
202208|50
202209|50
202210|50
202211|50
202212|50
202213|50
202214|50
202215|50
202216|50
202217|50
202218|50
202219|50
202220|50
202221|50
202222|50
202223|50
202224|50
202225|50
202226|50
202227|50
202228|50
202229|50
202230|50
202231|50
202232|50
202233|50
202234|50
202235|50
202236|50
202237|50
202238|50
202239|50
202240|50
202242|50
202243|50
202244|50
202245|50
202246|50
202247|50
202248|50
202249|50
202250|50
202251|50
202545|5
203273|50
203274|50
203275|50
203276|50
203277|50
203278|50
203279|50
203280|50
203281|50
203282|50
203283|50
203284|50
203285|50
203404|30
203609|5
203809|15
203811|27
204126|50
204402|50
204922|50
205200|16
206000|50
206001|50
206343|35
206537|27
206633|16
206798|16
207966|50
207967|50
207968|50
207969|50
207970|50
207971|50
207972|50
207973|50
207974|50
207975|50
207976|50
207977|50
207978|50
207979|50
207980|50
207981|50
207982|50
207983|50
207984|50
207985|50
207986|50
207988|50
207989|50
207990|50
207991|50
207992|50
207993|50
207994|50
207995|50
207996|50
207997|50
207998|50
207999|50
208000|50
208001|50
208002|50
208003|50
208004|50
208006|50
208007|50
208008|50
208009|50
208010|50
208011|50
208012|50
208013|50
208014|50
208016|50
208017|50
208018|50
208019|50
208020|50
208021|50
208022|50
208023|50
208024|50
208025|50
208026|50
208027|50
208028|50
208029|50
208030|50
208031|50
208032|50
208033|50
208034|50
208035|50
208036|50
208037|50
208038|50
208039|50
208040|50
208041|50
208042|50
208043|50
208044|50
208045|50
208046|50
208047|50
208048|50
208050|50
208051|50
208052|50
208053|50
208054|50
208055|50
208056|50
208057|50
208058|50
208059|50
208060|50
208061|50
208062|50
208063|50
208064|50
208065|50
208066|50
208067|50
208068|50
208069|50
208070|50
208071|50
208072|50
208073|50
208074|50
208075|50
208076|50
208077|50
208078|50
208079|50
208080|50
208081|50
208082|50
208083|50
208084|50
208085|50
208086|50
208087|50
208088|50
208089|50
208090|50
208091|50
208092|50
208094|50
208095|50
208097|50
208098|50
208099|50
208100|50
208101|50
208102|50
208103|50
208104|50
208105|50
208106|50
208107|50
