id|name|url|type
50|Germany|http://dbpedia.org/resource/Germany|country
5|Bolivia|http://dbpedia.org/resource/Bolivia|country
35|Papua_New_Guinea|http://dbpedia.org/resource/Papua_New_Guinea|country
15|Honduras|http://dbpedia.org/resource/Honduras|country
3|Austria|http://dbpedia.org/resource/Austria|country
6|Bosnia_and_Herzegovina|http://dbpedia.org/resource/Bosnia_and_Herzegovina|country
7|Bulgaria|http://dbpedia.org/resource/Bulgaria|country
9|Croatia|http://dbpedia.org/resource/Croatia|country
10|Denmark|http://dbpedia.org/resource/Denmark|country
13|Estonia|http://dbpedia.org/resource/Estonia|country
14|Finland|http://dbpedia.org/resource/Finland|country
20|Latvia|http://dbpedia.org/resource/Latvia|country
23|Lithuania|http://dbpedia.org/resource/Lithuania|country
24|Malta|http://dbpedia.org/resource/Malta|country
31|Northern_Ireland|http://dbpedia.org/resource/Northern_Ireland|country
32|Norway|http://dbpedia.org/resource/Norway|country
37|Republic_of_Ireland|http://dbpedia.org/resource/Republic_of_Ireland|country
38|Republic_of_Macedonia|http://dbpedia.org/resource/Republic_of_Macedonia|country
40|Scotland|http://dbpedia.org/resource/Scotland|country
42|Slovakia|http://dbpedia.org/resource/Slovakia|country
43|Slovenia|http://dbpedia.org/resource/Slovenia|country
45|Switzerland|http://dbpedia.org/resource/Switzerland|country
48|Wales|http://dbpedia.org/resource/Wales|country
56|Russia|http://dbpedia.org/resource/Russia|country
63|Belarus|http://dbpedia.org/resource/Belarus|country
64|Belgium|http://dbpedia.org/resource/Belgium|country
72|Czech_Republic|http://dbpedia.org/resource/Czech_Republic|country
75|England|http://dbpedia.org/resource/England|country
77|France|http://dbpedia.org/resource/France|country
78|Greece|http://dbpedia.org/resource/Greece|country
79|Hungary|http://dbpedia.org/resource/Hungary|country
81|Italy|http://dbpedia.org/resource/Italy|country
86|Moldova|http://dbpedia.org/resource/Moldova|country
89|Netherlands|http://dbpedia.org/resource/Netherlands|country
92|Poland|http://dbpedia.org/resource/Poland|country
93|Portugal|http://dbpedia.org/resource/Portugal|country
95|Romania|http://dbpedia.org/resource/Romania|country
99|Spain|http://dbpedia.org/resource/Spain|country
101|Sweden|http://dbpedia.org/resource/Sweden|country
106|Ukraine|http://dbpedia.org/resource/Ukraine|country
107|United_Kingdom|http://dbpedia.org/resource/United_Kingdom|country
509|Vienna|http://dbpedia.org/resource/Vienna|city
512|Sarajevo|http://dbpedia.org/resource/Sarajevo|city
513|Sofia|http://dbpedia.org/resource/Sofia|city
515|Zagreb|http://dbpedia.org/resource/Zagreb|city
516|Copenhagen|http://dbpedia.org/resource/Copenhagen|city
519|Tallinn|http://dbpedia.org/resource/Tallinn|city
520|Helsinki|http://dbpedia.org/resource/Helsinki|city
526|Riga|http://dbpedia.org/resource/Riga|city
529|Vilnius|http://dbpedia.org/resource/Vilnius|city
530|San_Gwann|http://dbpedia.org/resource/San_Gwann|city
537|Belfast|http://dbpedia.org/resource/Belfast|city
538|Oslo|http://dbpedia.org/resource/Oslo|city
543|Dublin|http://dbpedia.org/resource/Dublin|city
544|Skopje|http://dbpedia.org/resource/Skopje|city
546|Glasgow|http://dbpedia.org/resource/Glasgow|city
548|Bratislava|http://dbpedia.org/resource/Bratislava|city
549|Ljubljana|http://dbpedia.org/resource/Ljubljana|city
551|Geneva|http://dbpedia.org/resource/Geneva|city
554|Swansea|http://dbpedia.org/resource/Swansea|city
595|Wernigerode|http://dbpedia.org/resource/Wernigerode|city
596|Greifswald|http://dbpedia.org/resource/Greifswald|city
597|Darmstadt|http://dbpedia.org/resource/Darmstadt|city
598|Friedberg|http://dbpedia.org/resource/Friedberg|city
599|Wedel|http://dbpedia.org/resource/Wedel|city
600|Möckern|http://dbpedia.org/resource/Möckern|city
601|Ingolstadt|http://dbpedia.org/resource/Ingolstadt|city
602|Heidelberg|http://dbpedia.org/resource/Heidelberg|city
603|Speyer|http://dbpedia.org/resource/Speyer|city
604|Lörrach|http://dbpedia.org/resource/Lörrach|city
605|Ludwigsburg|http://dbpedia.org/resource/Ludwigsburg|city
606|Fulda|http://dbpedia.org/resource/Fulda|city
607|Augsburg|http://dbpedia.org/resource/Augsburg|city
608|Berlin|http://dbpedia.org/resource/Berlin|city
609|Munich|http://dbpedia.org/resource/Munich|city
610|Kempten|http://dbpedia.org/resource/Kempten|city
611|Koblenz|http://dbpedia.org/resource/Koblenz|city
612|Trier|http://dbpedia.org/resource/Trier|city
613|Othmarschen|http://dbpedia.org/resource/Othmarschen|city
614|Freiburg_im_Breisgau|http://dbpedia.org/resource/Freiburg_im_Breisgau|city
615|Hamburg|http://dbpedia.org/resource/Hamburg|city
616|Hanover|http://dbpedia.org/resource/Hanover|city
617|Nuremberg|http://dbpedia.org/resource/Nuremberg|city
618|Reutlingen|http://dbpedia.org/resource/Reutlingen|city
619|Ilmenau|http://dbpedia.org/resource/Ilmenau|city
620|Stuttgart|http://dbpedia.org/resource/Stuttgart|city
621|Aachen|http://dbpedia.org/resource/Aachen|city
622|Frankfurt|http://dbpedia.org/resource/Frankfurt|city
623|Flensburg|http://dbpedia.org/resource/Flensburg|city
624|Mannheim|http://dbpedia.org/resource/Mannheim|city
625|Mainz|http://dbpedia.org/resource/Mainz|city
626|Iserlohn|http://dbpedia.org/resource/Iserlohn|city
627|Leipzig|http://dbpedia.org/resource/Leipzig|city
628|Cologne|http://dbpedia.org/resource/Cologne|city
629|Heilbronn|http://dbpedia.org/resource/Heilbronn|city
630|Konstanz|http://dbpedia.org/resource/Konstanz|city
631|Wiesbaden|http://dbpedia.org/resource/Wiesbaden|city
632|Lübeck|http://dbpedia.org/resource/Lübeck|city
633|Kassel|http://dbpedia.org/resource/Kassel|city
634|Weimar|http://dbpedia.org/resource/Weimar|city
832|Tula|http://dbpedia.org/resource/Tula|city
833|Rostov|http://dbpedia.org/resource/Rostov|city
834|Vladivostok|http://dbpedia.org/resource/Vladivostok|city
835|Zhukovsky|http://dbpedia.org/resource/Zhukovsky|city
836|Yekaterinburg|http://dbpedia.org/resource/Yekaterinburg|city
837|Perm|http://dbpedia.org/resource/Perm|city
838|Yaroslavl|http://dbpedia.org/resource/Yaroslavl|city
839|Krasnodar|http://dbpedia.org/resource/Krasnodar|city
840|Biysk|http://dbpedia.org/resource/Biysk|city
841|Barnaul|http://dbpedia.org/resource/Barnaul|city
842|Kursk|http://dbpedia.org/resource/Kursk|city
843|Saransk|http://dbpedia.org/resource/Saransk|city
844|Saint_Petersburg|http://dbpedia.org/resource/Saint_Petersburg|city
845|Moscow|http://dbpedia.org/resource/Moscow|city
846|Kemerovo_Oblast|http://dbpedia.org/resource/Kemerovo_Oblast|city
847|Omsk|http://dbpedia.org/resource/Omsk|city
848|Bishkek|http://dbpedia.org/resource/Bishkek|city
849|Magnitogorsk|http://dbpedia.org/resource/Magnitogorsk|city
850|Murmansk|http://dbpedia.org/resource/Murmansk|city
851|Tomsk|http://dbpedia.org/resource/Tomsk|city
852|Monino|http://dbpedia.org/resource/Monino|city
853|Kazan|http://dbpedia.org/resource/Kazan|city
854|Ulyanovsk|http://dbpedia.org/resource/Ulyanovsk|city
855|Ivanovo_Oblast|http://dbpedia.org/resource/Ivanovo_Oblast|city
856|Vologda|http://dbpedia.org/resource/Vologda|city
857|Pereslavl-Zalessky|http://dbpedia.org/resource/Pereslavl-Zalessky|city
858|Krasnoyarsk|http://dbpedia.org/resource/Krasnoyarsk|city
859|Voronezh|http://dbpedia.org/resource/Voronezh|city
860|Ulan-Ude|http://dbpedia.org/resource/Ulan-Ude|city
861|Chita|http://dbpedia.org/resource/Chita|city
862|Skolkovo|http://dbpedia.org/resource/Skolkovo|city
863|Saratov|http://dbpedia.org/resource/Saratov|city
864|Izhevsk|http://dbpedia.org/resource/Izhevsk|city
865|Moscow_International_Business_Center|http://dbpedia.org/resource/Moscow_International_Business_Center|city
866|Belgorod|http://dbpedia.org/resource/Belgorod|city
867|Ufa|http://dbpedia.org/resource/Ufa|city
868|Volgograd|http://dbpedia.org/resource/Volgograd|city
869|Zaoksky|http://dbpedia.org/resource/Zaoksky|city
870|Gorno-Altaysk|http://dbpedia.org/resource/Gorno-Altaysk|city
871|Irkutsk|http://dbpedia.org/resource/Irkutsk|city
