Organisation_id|Place_id
15403|5
15404|5
15405|5
15406|5
15407|5
15408|5
15409|5
15723|50
15724|50
15725|50
15726|50
15727|50
15728|50
15729|50
15730|50
15731|50
15732|50
15733|50
15734|50
15735|50
15736|50
15737|50
15738|50
15739|50
15740|50
15741|50
15742|50
15743|50
15744|50
15745|50
15746|50
15747|50
15748|50
15749|50
15750|50
15751|50
15752|50
15753|50
15754|50
15755|50
15756|50
15757|50
15758|50
15759|50
15760|50
15761|50
15762|50
15763|50
15764|50
15765|50
15766|50
15767|50
15768|50
15769|50
15770|50
15799|15
15800|15
15801|15
15802|15
15803|15
15804|16
15805|16
15806|16
15807|16
15808|16
15809|16
15810|16
15811|16
15812|16
16095|27
16096|27
16097|27
16098|27
16142|30
16143|30
16144|30
16184|35
16185|35
16857|951
16858|954
16859|952
16861|956
16876|965
16877|960
16878|963
16879|960
16880|961
16881|960
16883|967
16884|508
16885|974
16886|972
16887|973
16888|978
16889|977
16891|972
16892|972
16894|971
16895|971
16896|972
16897|972
16898|972
16899|972
16901|975
16904|975
16905|971
16906|972
16907|972
16908|972
16909|972
16910|972
16911|972
16912|970
16913|970
16914|970
16915|978
16921|987
16922|982
16923|983
16924|983
16930|987
16931|987
16932|987
16933|987
16934|987
16935|987
16936|982
16937|982
16938|983
16939|983
16957|989
16959|989
16960|989
16968|987
16969|987
16970|987
16971|987
16972|987
16973|987
16974|987
16975|987
16976|987
16977|982
16978|982
16979|982
16980|983
16981|983
16982|983
17001|988
17002|988
17004|983
17011|988
17014|983
17015|983
17016|989
17023|987
17024|987
17025|987
17026|987
17027|987
17028|982
17029|982
17030|982
17031|983
17046|509
17047|509
17048|509
17049|509
17050|509
17051|509
17052|509
17053|509
17054|509
17055|509
17056|509
17057|509
17058|509
17059|509
17060|509
17082|990
17085|998
17086|993
17092|1001
17093|1000
17095|1005
17102|1001
17106|1295
17112|1001
17113|1001
17118|511
17132|559
17133|583
17137|559
17138|559
17139|559
17140|559
17144|557
17145|581
17146|560
17147|582
17148|578
17149|559
17150|575
17151|556
17152|558
17153|568
17154|588
17155|585
17156|574
17162|587
17163|576
17164|555
17166|588
17167|580
17168|577
17169|566
17170|594
17171|582
17172|582
17173|582
17174|561
17175|569
17176|559
17177|583
17178|583
17179|579
17181|579
17182|559
17183|559
17188|582
17189|582
17191|588
17192|566
17193|559
17201|559
17202|566
17204|582
17205|578
17206|578
17207|578
17208|582
17209|582
17210|582
17213|582
17214|582
17218|588
17221|582
17222|582
17223|845
17224|868
17225|513
17226|513
17227|513
17228|513
17229|513
17231|513
17232|513
17233|513
17234|1019
17238|1017
17239|1018
17241|1010
17242|1012
17243|1018
17246|1013
17247|1015
17260|1036
17261|1045
17262|1043
17264|1025
17265|1025
17266|1025
17267|1023
17268|1023
17269|1026
17277|1026
17284|1023
17332|1026
17335|1023
17339|1025
17340|1025
17341|1025
17342|1025
17343|1023
17344|1023
17345|1023
17346|1026
17347|1026
17348|1021
17355|1021
17356|1021
17359|1021
17360|1021
17381|364
17382|1026
17383|1026
17385|1023
17392|1021
17397|1025
17398|1025
17399|1025
17400|1025
17401|1023
17402|1023
17403|1023
17404|1026
17419|1026
17434|1025
17435|1025
17436|1025
17437|1023
17438|1023
17439|1026
17440|1026
17441|1026
17442|1026
17443|1026
17449|1021
17450|1021
17451|1021
17452|1259
17453|1051
17457|1059
17458|1059
17459|1051
17460|1051
17461|1051
17462|1051
17463|1051
17464|1057
17465|1059
17466|1059
17469|1051
17470|1051
17471|1051
17472|1051
17476|1051
17477|1051
17478|1051
17480|1059
17481|1059
17483|1051
17494|469
17497|459
17499|446
17500|446
17501|446
17502|446
17503|446
17504|495
17505|383
17507|485
17511|364
17512|428
17514|378
17515|474
17516|396
17517|459
17519|459
17520|459
17521|459
17524|472
17525|472
17526|472
17527|472
17528|446
17531|336
17534|486
17536|371
17539|489
17542|446
17548|485
17549|331
17552|459
17553|459
17554|459
17559|459
17560|459
17562|472
17563|472
17567|420
17570|318
17571|389
17572|418
17574|485
17575|385
17576|459
17579|452
17580|336
17582|472
17583|472
17585|446
17586|446
17587|446
17588|446
17589|446
17590|446
17591|446
17592|446
17595|321
17597|447
17598|358
17599|390
17600|467
17601|454
17602|349
17603|507
17605|446
17606|446
17607|446
17608|446
17609|446
17610|446
17611|446
17615|321
17616|321
17620|384
17622|310
17623|310
17624|317
17625|419
17626|494
17627|459
17628|459
17629|459
17630|459
17633|472
17636|490
17639|345
17643|440
17644|497
17648|423
17649|446
17650|446
17651|446
17655|321
17657|348
17659|442
17667|1061
17671|1065
17693|1065
17698|1061
17703|515
17704|515
17705|515
17706|515
17707|515
17708|515
17709|515
17710|515
17711|515
17712|515
17713|1079
17715|1076
17717|1073
17719|1077
17720|1071
17721|1075
17722|1072
17734|1086
17744|1081
17747|1085
17751|1083
17753|1086
17764|1090
17765|1098
17766|1090
17767|1090
17768|1096
17769|1099
17771|1095
17772|516
17773|516
17774|516
17775|516
17776|516
17777|516
17778|516
17779|516
17780|516
17781|516
17782|516
17783|516
17784|516
17785|516
17786|516
17787|516
17788|516
17790|516
17791|516
17792|516
17793|516
17801|1107
17802|1105
17804|1102
17805|1102
17808|1108
17809|1102
17810|1102
17811|1102
17812|1103
17814|1102
17821|1105
17823|1102
17824|1102
17825|1102
17826|1102
17827|1102
17829|1102
17830|1102
17831|1102
17832|1102
17846|1114
17853|1114
17855|1113
17861|1113
17862|1422
17866|1116
17867|1116
17871|1422
17875|1113
17876|1113
17881|1116
17885|1114
17897|1114
17904|1113
17912|1116
17913|1116
17915|1114
17916|519
17917|519
17918|519
17919|519
17920|519
17921|519
17922|519
17923|519
17924|519
17925|1125
17926|1125
17927|1125
17928|1125
17929|1125
17930|1121
17931|1125
17932|1125
17933|1125
17934|1125
17935|1124
17936|1125
17937|1125
17938|1125
17941|1121
17943|1126
17944|1127
17945|1128
17946|1120
17947|1119
17948|1125
17949|1125
17950|1125
17951|1125
17952|1125
17953|1121
17971|1130
17972|1130
17973|1130
17974|1130
17975|1130
17976|1130
17985|1130
17986|1130
17987|1130
17988|1130
17993|1136
18003|1136
18006|1129
18007|1129
18008|1129
18009|1129
18010|1129
18011|1129
18015|1129
18016|1129
18018|1130
18023|1136
18024|1136
18025|1136
18038|1130
18039|1130
18040|1130
18072|609
18076|1136
18077|1136
18078|1136
18079|1136
18095|1129
18096|1129
18097|1129
18098|1129
18108|620
18110|626
18111|610
18112|606
18113|629
18119|603
18126|597
18127|601
18128|596
18130|600
18131|613
18132|615
18133|615
18135|619
18144|607
18146|624
18149|615
18150|615
18151|615
18168|615
18176|624
18179|620
18182|609
18183|609
18188|609
18189|609
18190|609
18191|609
18198|609
18200|597
18201|615
18202|615
18203|615
18204|615
18210|624
18215|620
18216|609
18217|609
18218|609
18219|609
18221|1142
18222|1142
18223|1142
18224|1142
18225|1144
18233|1142
18234|1142
18235|1144
18236|1141
18237|1140
18238|1138
18239|1142
18240|1142
18241|1142
18242|1142
18243|1138
18246|1140
18247|1138
18248|1138
18249|1140
18250|1141
18251|1142
18252|1142
18253|1142
18254|1142
18256|1138
18257|1138
18260|522
18261|522
18262|364
18263|1155
18264|1153
18265|1156
18266|1149
18267|1149
18268|1149
18269|1149
18270|1149
18271|1149
18272|1149
18273|1155
18274|1152
18275|1148
18276|1155
18277|1149
18278|1154
18280|1150
18281|1149
18282|1149
18283|1149
18284|1157
18285|1149
18286|1149
18366|296
18374|244
18376|301
18377|301
18379|286
18400|125
18408|285
18409|285
18410|285
18411|285
18412|285
18413|113
18414|135
18415|135
18423|283
18431|209
18435|132
18438|148
18439|148
18440|283
18441|159
18442|159
18453|235
18454|235
18455|235
18456|235
18457|139
18458|139
18461|240
18467|304
18495|118
18496|118
18497|118
18498|121
18499|121
18500|214
18501|214
18505|196
18506|196
18507|196
18508|258
18514|155
18515|118
18519|268
18520|268
18523|151
18524|151
18526|182
18527|182
18528|182
18532|252
18534|197
18537|274
18538|274
18539|274
18540|274
18541|274
18542|257
18546|128
18547|128
18548|128
18549|206
18550|206
18551|206
18552|206
18561|126
18575|215
18576|215
18577|215
18580|152
18581|147
18588|200
18592|134
18593|199
18596|300
18597|300
18598|300
18599|300
18600|300
18601|121
18603|209
18604|300
18605|300
18606|300
18607|300
18608|300
18609|300
18610|300
18611|300
18612|300
18613|300
18619|167
18620|167
18621|167
18622|167
18623|167
18624|167
18628|245
18634|208
18635|208
18638|236
18641|282
18654|265
18656|145
18657|234
18661|293
18662|293
18664|251
18665|251
18668|221
18676|163
18679|306
18685|254
18689|151
18690|151
18691|151
18692|182
18693|182
18701|252
18708|274
