Forum_id|Post_id
1468|191952
1468|191953
1468|191954
1468|191955
1468|191956
1468|191957
1468|191958
1468|191959
1468|191960
1468|191961
1468|191962
1468|191963
1468|191964
1468|191965
1468|191966
1468|191967
1468|191968
1468|191969
1468|191970
1468|191971
1471|191992
1471|191993
1471|191994
1471|191995
1471|191996
1471|191997
1474|192014
1474|192015
1474|192016
1474|192017
1474|192018
1474|192019
1474|192020
1474|192021
1474|192022
1474|192023
1474|192024
1474|192025
1474|192026
1474|192027
1474|192028
1474|192029
1474|192030
1474|192031
1474|192032
1474|192033
1485|192149
1485|192150
1485|192151
1485|192152
1485|192153
1489|192186
1489|192187
1489|192188
1489|192189
1489|192190
1489|192191
1500|192260
1500|192261
1500|192262
1500|192263
1500|192264
1500|192265
1500|192266
1500|192267
1500|192268
1500|192269
1500|192270
1500|192271
1500|192272
1500|192273
1500|192274
1500|192275
1500|192276
1500|192277
1500|192278
1500|192279
1506|192336
1506|192337
1506|192338
1506|192339
1506|192340
1506|192341
1506|192342
1506|192343
1506|192344
1506|192345
1506|192346
1506|192347
1506|192348
1506|192349
1506|192350
1506|192351
1506|192352
1506|192353
1506|192354
1506|192355
1515|192430
1515|192431
1515|192432
1521|192507
1521|192508
1521|192509
1521|192510
1521|192511
1521|192512
1521|192513
1521|192514
1521|192515
1521|192516
1521|192517
1521|192518
1521|192519
1521|192520
1521|192521
1521|192522
1521|192523
1521|192524
1521|192525
1521|192526
1537|192669
1537|192670
1537|192671
1541|192710
1541|192711
1541|192712
1541|192713
1541|192714
1541|192715
1541|192716
1541|192717
1541|192718
1541|192719
1541|192720
1541|192721
1541|192722
1541|192723
1541|192724
1541|192725
1541|192726
1541|192727
1541|192728
1541|192729
1546|192752
1546|192753
1546|192754
1546|192755
1546|192756
1546|192757
1546|192758
1546|192759
1546|192760
1546|192761
1546|192762
1546|192763
1546|192764
1546|192765
1546|192766
1546|192767
1546|192768
1546|192769
1546|192770
1546|192771
1552|192824
1552|192825
1552|192826
1554|192827
1554|192828
1554|192829
1554|192830
1554|192831
1554|192832
1554|192833
1554|192834
1554|192835
1554|192836
1554|192837
1554|192838
1554|192839
1554|192840
1554|192841
1554|192842
1554|192843
1554|192844
1554|192845
1557|192867
1557|192868
1557|192869
1565|192944
1565|192945
1565|192946
1570|193003
1570|193004
1570|193005
1570|193006
1570|193007
1570|193008
1570|193009
1570|193010
1570|193011
1570|193012
1570|193013
1573|193024
1573|193025
1573|193026
1575|193035
1575|193036
1575|193037
1575|193038
1575|193039
1575|193040
1575|193041
1575|193042
1575|193043
1575|193044
1575|193045
1575|193046
1578|193064
1578|193065
1578|193066
1578|193067
1578|193068
1578|193069
1578|193070
1578|193071
1578|193072
1578|193073
1578|193074
1578|193075
1578|193076
1578|193077
1578|193078
1578|193079
1578|193080
1578|193081
1578|193082
1580|193089
1580|193090
1580|193091
1590|193164
1590|193165
1590|193166
1590|193167
1590|193168
1590|193169
1590|193170
1590|193171
1590|193172
1590|193173
1590|193174
1590|193175
1590|193176
1590|193177
1590|193178
1631|193615
1631|193616
1631|193617
1631|193618
1631|193619
1631|193620
1631|193621
1631|193622
1631|193623
1631|193624
1631|193625
1631|193626
1658|193830
1658|193831
1658|193832
1658|193833
1658|193834
1658|193835
1658|193836
1658|193837
1658|193838
1658|193839
1658|193840
1660|193842
1660|193843
1660|193844
1660|193845
1660|193846
1663|193866
1663|193867
1663|193868
1663|193869
1663|193870
1663|193871
1663|193872
1663|193873
1663|193874
1663|193875
1663|193876
1663|193877
1663|193878
1663|193879
1663|193880
1663|193881
1663|193882
1663|193883
1663|193884
1663|193885
1663|193886
1669|193937
1669|193938
1669|193939
1669|193940
1669|193941
1669|193942
1669|193943
1669|193944
1669|193945
1669|193946
1669|193947
1674|193981
1674|193982
1674|193983
1674|193984
1674|193985
1674|193986
1674|193987
1674|193988
1674|193989
1674|193990
1674|193991
1689|194070
1689|194071
1689|194072
1689|194073
1689|194074
1689|194075
1689|194076
1689|194077
1689|194078
1689|194079
1689|194080
1752|194576
1752|194577
1752|194578
1752|194579
1752|194580
1782|194932
1782|194933
1782|194934
1792|195036
1792|195037
1792|195038
1803|195176
1803|195177
1803|195178
1806|195191
1806|195192
1806|195193
1806|195194
1806|195195
1806|195196
1806|195197
1806|195198
1806|195199
1827|195445
1827|195446
1827|195447
1828|195448
1828|195449
1828|195450
1828|195451
1828|195452
1829|195453
1829|195454
1829|195455
1829|195456
1829|195457
1834|195497
1834|195498
1834|195499
1834|195500
1834|195501
1834|195502
1834|195503
1834|195504
1834|195505
1851|195736
1851|195737
1851|195738
1851|195739
1851|195740
1861|195874
1861|195875
1861|195876
1861|195877
1861|195878
1861|195879
1861|195880
1861|195881
1861|195882
1861|195883
1861|195884
1862|195885
1862|195886
1862|195887
1862|195888
1862|195889
1862|195890
1872|195960
1872|195961
1872|195962
1872|195963
1872|195964
1872|195965
1872|195966
1872|195967
1872|195968
1872|195969
1872|195970
1872|195971
1872|195972
1872|195973
1872|195974
1872|195975
1872|195976
1872|195977
1873|195978
1873|195979
1873|195980
1876|195992
1876|195993
1876|195994
1876|195995
1876|195996
1876|195997
1876|195998
1876|195999
1876|196000
1876|196001
1876|196002
1876|196003
1876|196004
1876|196005
1876|196006
1876|196007
1876|196008
1876|196009
1899|196210
1899|196211
1899|196212
1899|196213
1899|196214
1899|196215
1899|196216
1899|196217
1899|196218
1907|196318
1907|196319
1907|196320
1907|196321
1907|196322
1907|196323
1907|196324
1907|196325
1907|196326
1926|196522
1926|196523
1926|196524
1926|196525
1926|196526
1926|196527
1926|196528
1926|196529
1926|196530
1926|196531
1926|196532
1926|196533
1926|196534
1926|196535
1926|196536
1926|196537
1936|196599
1936|196600
1936|196601
1936|196602
1936|196603
1936|196604
1936|196605
1936|196606
1936|196607
1936|196608
1936|196609
1936|196610
1936|196611
1936|196612
1936|196613
1936|196614
1976|196990
1976|196991
1976|196992
1976|196993
1976|196994
1976|196995
1976|196996
1976|196997
1976|196998
1976|196999
1976|197000
1982|197055
1982|197056
1982|197057
1982|197058
1982|197059
1982|197060
1982|197061
1982|197062
1982|197063
1982|197064
1982|197065
2009|197372
2009|197373
2009|197374
2009|197375
2009|197376
2009|197377
2009|197378
2009|197379
2009|197380
2009|197381
2009|197382
2013|197402
2013|197403
2013|197404
2013|197405
2013|197406
2013|197407
2013|197408
2013|197409
2013|197410
2013|197411
2013|197412
2025|197528
2025|197529
2025|197530
2025|197531
2025|197532
2025|197533
2028|197575
2028|197576
2028|197577
2028|197578
2028|197579
2028|197580
2099|198104
2099|198105
2099|198106
2099|198107
2099|198108
2099|198109
2099|198110
2099|198111
2099|198112
2124|198380
2124|198381
2124|198382
2124|198383
2124|198384
2124|198385
2124|198386
2124|198387
2124|198388
2124|198389
2124|198390
2124|198391
2124|198392
2124|198393
2124|198394
2124|198395
2124|198396
2124|198397
2124|198398
2124|198399
2124|198400
2124|198401
2136|198489
2136|198490
2136|198491
2136|198492
2136|198493
2136|198494
2136|198495
2136|198496
2136|198497
2136|198498
2136|198499
2173|198937
2173|198938
2173|198939
2173|198940
2173|198941
2173|198942
2173|198943
2173|198944
2173|198945
2173|198946
2173|198947
2180|198996
2180|198997
2180|198998
2180|198999
2180|199000
2180|199001
2183|199021
2183|199022
2183|199023
2183|199024
2183|199025
2183|199026
2183|199027
2183|199028
2183|199029
2183|199030
2183|199031
2183|199032
2183|199033
2183|199034
2183|199035
2183|199036
2183|199037
2183|199038
2183|199039
2183|199040
2183|199041
2187|199061
2187|199062
2187|199063
2187|199064
2187|199065
2187|199066
2203|199230
2203|199231
2203|199232
2203|199233
2203|199234
2247|199648
2247|199649
2247|199650
2247|199651
2247|199652
2329|200338
2329|200339
2329|200340
2329|200341
2329|200342
2329|200343
2353|200509
2353|200510
2353|200511
2353|200512
2365|200634
2365|200635
2365|200636
2365|200637
2365|200638
2365|200639
2365|200640
2365|200641
2365|200642
2367|200643
2367|200644
2367|200645
2367|200646
2368|200647
2368|200648
2368|200649
2368|200650
2374|200703
2374|200704
2374|200705
2374|200706
2374|200707
2374|200708
2374|200709
2374|200710
2374|200711
2374|200712
2374|200713
2374|200714
2374|200715
2374|200716
2374|200717
2374|200718
2374|200719
2374|200720
2382|200792
2382|200793
2382|200794
2382|200795
2382|200796
2382|200797
2382|200798
2382|200799
2382|200800
2385|200811
2385|200812
2385|200813
2385|200814
2385|200815
2385|200816
2385|200817
2385|200818
2385|200819
2400|200966
2400|200967
2400|200968
2400|200969
2407|201023
2407|201024
2407|201025
2407|201026
2409|201034
2409|201035
2409|201036
2409|201037
2430|201258
2430|201259
2430|201260
2433|201275
2433|201276
2433|201277
2433|201278
2439|201317
2439|201318
2439|201319
2439|201320
2439|201321
2442|201338
2442|201339
2442|201340
2442|201341
2442|201342
2442|201343
2442|201344
2442|201345
2442|201346
2442|201347
2442|201348
2449|201405
2449|201406
2449|201407
2449|201408
2452|201427
2452|201428
2452|201429
2454|201436
2454|201437
2454|201438
2462|201494
2462|201495
2462|201496
2473|201584
2473|201585
2473|201586
2473|201587
2473|201588
2473|201589
2473|201590
2473|201591
2473|201592
2473|201593
2473|201594
2474|201595
2474|201596
2474|201597
2474|201598
2495|201789
2495|201790
2495|201791
2495|201792
2495|201793
2495|201794
2505|201851
2505|201852
2505|201853
2512|201930
2512|201931
2512|201932
2512|201933
2512|201934
2512|201935
2517|201977
2517|201978
2517|201979
2517|201980
2517|201981
2517|201982
2520|202014
2520|202015
2520|202016
2520|202017
2520|202018
2520|202019
2520|202020
2520|202021
2520|202022
2520|202023
2520|202024
2537|202187
2537|202188
2537|202189
2539|202193
2539|202194
2539|202195
2539|202196
2539|202197
2539|202198
2608|202919
2608|202920
2608|202921
2608|202922
2608|202923
2610|202931
2610|202932
2610|202933
2610|202934
2610|202935
2610|202936
2610|202937
2610|202938
2613|202958
2613|202959
2613|202960
2613|202961
2613|202962
2613|202963
2613|202964
2613|202965
2618|203005
2618|203006
2618|203007
