Post_id|Place_id
191888|100
191889|100
191890|100
191891|100
191892|100
191893|100
191894|100
191895|100
191896|100
191897|100
191898|100
191899|100
191900|100
191901|100
191902|100
191903|100
191904|100
191905|100
191906|100
191907|100
191908|100
191909|100
191910|100
191911|100
191912|100
191913|100
191914|100
191915|100
191916|100
191917|100
191918|100
191919|100
191920|100
191921|100
191922|100
191923|100
191924|100
191925|100
191926|100
191927|100
191928|100
191929|100
191930|100
191931|100
191932|100
191933|100
191934|100
191935|100
191936|100
191937|100
191938|100
191939|100
191940|100
191941|100
191942|100
191943|100
191944|100
191945|100
191946|100
191947|100
191948|100
191949|100
191950|100
191951|100
191952|100
191953|100
191954|100
191955|100
191956|100
191957|100
191958|100
191959|100
191960|100
191961|100
191962|100
191963|100
191964|100
191965|100
191966|100
191967|100
191968|100
191969|100
191970|100
191971|100
191972|100
191973|100
191974|100
191975|100
191976|100
191977|100
191978|100
191979|100
191980|100
191981|100
191982|100
191983|100
191984|100
191985|100
191986|100
191987|100
191988|100
191989|100
191990|100
191991|100
191992|100
191993|100
191994|100
191995|100
191996|100
191997|100
191998|100
191999|100
192000|100
192001|100
192002|100
192003|100
192004|101
192005|100
192006|100
192007|100
192008|100
192009|100
192010|100
192011|100
192012|100
192013|60
192014|100
192016|100
192017|100
192018|100
192019|100
192020|100
192021|100
192022|100
192024|100
192026|100
192027|100
192028|100
192029|100
192030|100
192031|100
192032|100
192033|100
192034|100
192035|100
192036|100
192038|100
192039|100
192040|100
192041|100
192042|100
192043|100
192044|100
192045|100
192046|100
192047|100
192048|100
192049|100
192050|100
192051|100
192052|100
192053|100
192054|100
192055|100
192056|100
192057|100
192058|100
192059|100
192060|100
192061|100
192062|100
192063|100
192064|100
192065|100
192066|100
192067|100
192068|100
192069|100
192070|100
192071|100
192072|100
192073|100
192074|100
192075|100
192076|100
192077|100
192078|100
192079|100
192080|100
192081|100
192082|100
192083|100
192084|100
192085|100
192086|100
192087|100
192088|100
192089|100
192090|100
192091|100
192092|100
192093|100
192094|100
192096|100
192097|100
192098|100
192099|100
192100|100
192101|100
192102|100
192103|100
192104|100
192105|100
192106|100
192107|100
192108|100
192109|100
192110|100
192111|100
192112|100
192113|100
192114|100
192115|100
192116|100
192117|100
192118|100
192119|100
192120|100
192121|100
192122|100
192123|100
192124|100
192125|100
192126|100
192127|100
192128|100
192129|100
192130|100
192131|100
192132|100
192133|100
192134|100
192135|100
192136|100
192137|100
192138|100
192139|100
192140|100
192141|100
192142|100
192143|100
192144|100
192145|100
192146|100
192147|100
192148|100
192149|100
192150|100
192151|100
192152|100
192153|100
192154|100
192155|100
192156|100
192157|100
192158|100
192159|100
192160|100
192161|100
192162|100
192163|100
192164|100
192165|100
192166|100
192167|100
192168|100
192169|100
192170|100
192171|100
192172|100
192173|100
192174|100
192175|100
192176|100
192177|100
192178|100
192179|100
192180|100
192181|100
192182|100
192183|100
192184|100
192185|100
192187|100
192188|100
192189|100
192190|100
192191|100
192192|100
192193|100
192194|100
192195|100
192196|100
192197|100
192198|100
192199|100
192200|100
192201|100
192202|100
192203|100
192204|100
192205|100
192206|100
192207|100
192208|100
192209|100
192210|100
192211|100
192212|100
192213|100
192214|100
192215|100
192216|100
192217|100
192218|100
192219|100
192220|100
192221|100
192222|100
192223|100
192224|100
192225|100
192226|100
192227|100
192228|100
192229|100
192230|100
192231|100
192232|100
192233|100
192234|100
192235|100
192236|100
192242|70
192243|70
192244|70
192245|70
192246|70
192247|70
192248|70
192249|70
192250|70
192251|70
192333|39
192690|60
192722|12
192851|69
192870|44
192981|46
192994|72
193014|60
193015|60
