Forum_id|Person_id
1842|190399
1843|190399
1844|190399
1845|190399
1846|190399
1847|190399
1848|190399
1849|190399
1850|190399
1851|190399
1852|190399
1853|190399
1854|190399
1855|190399
1856|190399
1857|190399
1858|190399
1859|190399
1860|190399
1861|190399
1862|190399
1863|190399
1864|190399
1911|190403
1912|190403
1913|190403
1914|190403
1915|190403
1916|190403
1917|190403
1918|190403
1919|190403
1920|190403
1921|190403
1922|190403
1923|190403
1924|190403
1925|190403
2920|190517
2921|190517
2922|190517
2923|190517
2924|190517
2925|190517
2926|190517
2927|190517
2928|190517
2929|190517
2930|190517
2931|190517
2932|190517
2933|190517
2934|190517
2935|190517
2936|190517
2937|190517
2938|190517
2939|190517
2940|190517
2941|190517
2942|190517
3778|190606
3779|190606
3780|190606
3781|190606
3782|190606
3783|190606
3784|190606
3785|190606
3786|190606
3787|190606
3788|190606
3789|190606
3790|190606
3791|190606
3792|190606
3793|190606
3794|190606
3795|190606
3796|190606
3797|190606
3798|190606
3799|190606
3800|190606
5066|190743
5067|190743
5068|190743
5069|190743
5070|190743
5071|190743
5072|190743
5073|190743
5074|190743
5075|190743
5076|190743
5077|190743
5078|190743
5079|190743
5080|190743
5685|190810
5686|190810
5687|190810
5688|190810
5689|190810
5690|190810
5691|190810
5692|190810
5693|190810
5694|190810
5695|190810
5696|190810
5697|190810
5698|190810
5699|190810
5773|190818
5774|190818
5775|190818
5776|190818
5777|190818
5778|190818
5779|190818
5780|190818
5781|190818
5782|190818
5783|190818
5784|190818
5785|190818
5786|190818
5787|190818
5788|190818
5789|190818
5790|190818
5791|190818
5792|190818
5793|190818
5794|190818
5795|190818
8397|191112
8398|191112
8399|191112
8400|191112
8401|191112
8402|191112
8403|191112
8404|191112
8405|191112
8406|191112
8407|191112
8408|191112
8409|191112
8410|191112
8411|191112
8814|191185
8815|191185
8816|191185
8817|191185
8818|191185
8819|191185
8820|191185
8821|191185
8822|191185
8823|191185
8824|191185
8825|191185
8826|191185
8827|191185
8828|191185
8829|191185
8830|191185
8831|191185
8832|191185
8833|191185
8834|191185
8835|191185
8836|191185
8837|191185
8838|191185
8839|191185
8840|191185
8841|191185
8842|191185
8843|191185
8844|191185
8845|191185
9539|191253
9540|191253
9541|191253
9542|191253
9543|191253
9544|191253
9545|191253
9546|191253
9547|191253
9548|191253
9549|191253
9550|191253
9551|191253
9552|191253
9553|191253
9554|191253
9555|191253
9556|191253
9557|191253
9558|191253
9559|191253
9560|191253
9561|191253
10568|191359
10569|191359
10570|191359
10571|191359
10572|191359
10573|191359
10574|191359
10575|191359
10576|191359
10577|191359
10578|191359
10579|191359
10580|191359
10581|191359
10582|191359
10613|191365
10614|191365
10615|191365
10616|191365
10617|191365
10751|191381
10752|191381
10753|191381
10754|191381
10755|191381
11471|191463
11472|191463
11473|191463
11474|191463
11475|191463
11476|191463
11477|191463
11478|191463
11479|191463
11480|191463
11481|191463
11482|191463
11483|191463
11484|191463
11485|191463
12497|191598
12498|191598
12499|191598
12500|191598
12501|191598
12502|191598
12503|191598
12504|191598
12505|191598
12506|191598
12507|191598
12508|191598
12509|191598
12510|191598
12511|191598
12512|191598
12513|191598
12514|191598
12515|191598
12516|191598
12517|191598
12518|191598
12519|191598
13567|191699
13568|191699
13569|191699
13570|191699
13571|191699
13572|191699
13573|191699
13574|191699
13575|191699
13576|191699
13577|191699
13578|191699
13579|191699
13580|191699
13581|191699
13582|191699
13583|191699
13584|191699
13585|191699
13586|191699
13587|191699
13588|191699
13589|191699
13590|191700
13591|191700
13592|191700
13593|191700
13594|191700
13595|191700
13596|191700
13597|191700
13598|191700
13599|191700
13600|191700
13601|191700
13602|191700
13603|191700
13604|191700
13605|191700
13606|191700
13607|191700
13608|191700
13609|191700
13610|191700
13611|191700
13612|191700
14054|191755
14055|191755
14056|191755
14057|191755
14058|191755
14059|191755
14060|191755
14061|191755
14062|191755
14063|191755
14064|191755
14065|191755
14066|191755
14067|191755
15116|191873
15117|191873
15118|191873
15119|191873
15120|191873
