Comment_id|Person_id
39320|191225
39322|191225
39323|191225
39325|191225
39327|191225
39329|191225
39339|191225
39343|191225
39420|190776
39421|191112
39424|191112
39425|190413
39426|191112
39427|191112
39429|191112
39433|190776
39435|190413
39444|190413
39448|190413
39454|190413
39458|190413
39461|190413
39468|190413
39471|191112
39472|191112
39473|190776
39479|190413
39486|190413
39487|190413
39488|190413
39490|190413
39491|190413
39500|190995
39501|190995
39503|190954
39506|190995
39507|190995
39512|190954
39513|190954
39514|190995
39515|190954
39518|190954
39519|190954
39520|190995
39521|190995
39522|190954
39523|190935
39525|191671
39530|190413
39533|191671
39536|190413
39537|190502
39538|191333
39543|191671
39550|190413
39553|190994
39556|190994
39558|191333
39569|190994
39572|190994
39576|191333
39577|191671
39579|190413
39581|191671
39584|190502
39590|190940
39591|190994
39594|190940
39597|190413
39599|190994
39653|191860
39673|190940
39686|191317
39688|191317
39702|190435
39721|190435
39722|190435
39748|190435
39767|190435
39794|191317
39797|191317
39848|191092
39849|191092
39852|191012
39855|191012
39857|191012
39859|191012
39861|191012
39862|191012
39867|191012
39873|191012
39876|191012
39878|191012
39881|191012
39891|191012
39897|191012
39900|191012
39919|191012
39924|191012
39926|191012
39929|191012
39938|191095
39942|191095
39975|191253
39988|190994
40009|191095
40014|190502
40016|190994
40017|190502
40031|191253
40039|190502
40043|191253
40044|190502
40050|190994
40058|190994
40060|191253
40064|190994
40071|190994
40079|190994
40081|190502
40089|191253
40091|191253
40096|191095
40097|191253
40098|191095
40100|191253
40109|190994
40127|191253
40133|191253
40136|191253
40143|191253
40146|190994
40152|190994
40158|190994
40165|190994
40177|190994
40191|190502
40193|191738
40197|190994
40200|190502
40204|191738
40223|190502
40227|191394
40231|190692
40232|190692
40233|191225
40240|190963
40245|190963
40251|190963
40253|191225
40268|190692
40270|191225
40274|190692
40278|191225
40279|190692
40280|190692
40287|190692
40295|191225
40296|191225
40302|191225
40308|190963
40310|190692
40312|191225
40316|191225
40319|191225
40321|191225
40323|190692
40325|190692
40327|190692
40329|190692
40332|190963
40334|191225
40335|191225
40338|190963
40339|190692
40344|190692
40345|191225
40346|190963
40347|190963
40349|190692
40352|190692
40354|190963
40356|190963
40357|190692
40358|190963
40361|190692
40364|191317
40370|191317
40372|191291
40378|191291
40389|190785
40400|190892
40403|190404
40408|190871
40413|190404
40430|190404
40435|190421
40438|190892
40447|190951
40450|190951
40451|190909
40463|190871
40465|191044
40471|190871
40479|191634
40480|190785
40488|190785
40489|190854
40496|190404
40501|190854
40506|190853
40509|190940
40510|190940
40526|190692
40545|190692
40550|190505
40556|191686
40558|191686
40570|191686
40580|191686
40582|190505
40591|191686
40603|191608
40608|190692
40615|191686
40616|190505
40633|191686
40637|190940
