id|type|name|url
15997|company|Kenya_Airways|http://dbpedia.org/resource/Kenya_Airways
15998|company|East_African_Safari_Air|http://dbpedia.org/resource/East_African_Safari_Air
15999|company|African_Safari_Airways|http://dbpedia.org/resource/African_Safari_Airways
16000|company|Airkenya_Express|http://dbpedia.org/resource/Airkenya_Express
16001|company|Astral_Aviation|http://dbpedia.org/resource/Astral_Aviation
16002|company|African_Express_Airways|http://dbpedia.org/resource/African_Express_Airways
16003|company|748_Air_Services|http://dbpedia.org/resource/748_Air_Services
16004|company|Fly540|http://dbpedia.org/resource/Fly540
16005|company|Safarilink_Aviation|http://dbpedia.org/resource/Safarilink_Aviation
16006|company|Delta_Connection_(Kenya)|http://dbpedia.org/resource/Delta_Connection_(Kenya)
16007|company|CMC_Aviation|http://dbpedia.org/resource/CMC_Aviation
16008|company|ALS_–_Aircraft_Leasing_Services|http://dbpedia.org/resource/ALS_–_Aircraft_Leasing_Services
16145|company|Arik_Niger|http://dbpedia.org/resource/Arik_Niger
16146|company|Escadrille_Nationale_du_Niger|http://dbpedia.org/resource/Escadrille_Nationale_du_Niger
16147|company|Air_Niamey|http://dbpedia.org/resource/Air_Niamey
15533|company|LAN_Airlines|http://dbpedia.org/resource/LAN_Airlines
15534|company|Aerovías_DAP|http://dbpedia.org/resource/Aerovías_DAP
15535|company|Alpine_Air_Express_Chile|http://dbpedia.org/resource/Alpine_Air_Express_Chile
15536|company|Sky_Airline|http://dbpedia.org/resource/Sky_Airline
15537|company|Aerocardal|http://dbpedia.org/resource/Aerocardal
15538|company|Air_Comet_Chile|http://dbpedia.org/resource/Air_Comet_Chile
15539|company|LAN_Express|http://dbpedia.org/resource/LAN_Express
15540|company|DAP_Helicópteros|http://dbpedia.org/resource/DAP_Helicópteros
15541|company|PAL_Airlines|http://dbpedia.org/resource/PAL_Airlines
16039|company|Air_Madagascar|http://dbpedia.org/resource/Air_Madagascar
15577|company|Cubana_de_Aviación|http://dbpedia.org/resource/Cubana_de_Aviación
15578|company|Aero_Caribbean|http://dbpedia.org/resource/Aero_Caribbean
15579|company|Aerogaviota|http://dbpedia.org/resource/Aerogaviota
15628|company|EgyptAir|http://dbpedia.org/resource/EgyptAir
15629|company|Flash_Airlines|http://dbpedia.org/resource/Flash_Airlines
15630|company|Air_Sinai|http://dbpedia.org/resource/Air_Sinai
15631|company|Palestinian_Airlines|http://dbpedia.org/resource/Palestinian_Airlines
15632|company|AMC_Airlines|http://dbpedia.org/resource/AMC_Airlines
15633|company|Air_Memphis|http://dbpedia.org/resource/Air_Memphis
15634|company|Air_Cairo|http://dbpedia.org/resource/Air_Cairo
15635|company|Luxor_Air|http://dbpedia.org/resource/Luxor_Air
15636|company|Lotus_Air|http://dbpedia.org/resource/Lotus_Air
15637|company|Midwest_Airlines_(Egypt)|http://dbpedia.org/resource/Midwest_Airlines_(Egypt)
15638|company|Petroleum_Air_Services|http://dbpedia.org/resource/Petroleum_Air_Services
15639|company|Cairo_Aviation|http://dbpedia.org/resource/Cairo_Aviation
15640|company|EgyptAir_Cargo|http://dbpedia.org/resource/EgyptAir_Cargo
15641|company|EgyptAir_Express|http://dbpedia.org/resource/EgyptAir_Express
15642|company|KoralBlue_Airlines|http://dbpedia.org/resource/KoralBlue_Airlines
15643|company|Alexandria_Airlines|http://dbpedia.org/resource/Alexandria_Airlines
15644|company|Smart_Aviation_Company|http://dbpedia.org/resource/Smart_Aviation_Company
15645|company|Nile_Air|http://dbpedia.org/resource/Nile_Air
15646|company|AlMasria_Universal_Airlines|http://dbpedia.org/resource/AlMasria_Universal_Airlines
15647|company|Air_Italy_Egypt|http://dbpedia.org/resource/Air_Italy_Egypt
15648|company|Tristar_Air|http://dbpedia.org/resource/Tristar_Air
15649|company|Air_Arabia_Egypt|http://dbpedia.org/resource/Air_Arabia_Egypt
15650|company|Nesma_Airlines|http://dbpedia.org/resource/Nesma_Airlines
15281|company|Kam_Air|http://dbpedia.org/resource/Kam_Air
15282|company|Balkh_Airlines|http://dbpedia.org/resource/Balkh_Airlines
15283|company|Khyber_Afghan_Airlines|http://dbpedia.org/resource/Khyber_Afghan_Airlines
15284|company|MarcoPolo_Airways|http://dbpedia.org/resource/MarcoPolo_Airways
15285|company|Pamir_Airways|http://dbpedia.org/resource/Pamir_Airways
15286|company|Bakhtar_Afghan_Airlines|http://dbpedia.org/resource/Bakhtar_Afghan_Airlines
15287|company|Safi_Airways|http://dbpedia.org/resource/Safi_Airways
16848|company|Yemenia|http://dbpedia.org/resource/Yemenia
16849|company|Felix_Airways|http://dbpedia.org/resource/Felix_Airways
15580|company|Czech_Airlines|http://dbpedia.org/resource/Czech_Airlines
15581|company|Travel_Service_Airlines|http://dbpedia.org/resource/Travel_Service_Airlines
15582|company|SmartWings|http://dbpedia.org/resource/SmartWings
15583|company|ABS_Jets|http://dbpedia.org/resource/ABS_Jets
15584|company|Charter_Air|http://dbpedia.org/resource/Charter_Air
15585|company|Central_Connect_Airlines|http://dbpedia.org/resource/Central_Connect_Airlines
15586|company|Euro_Cargo_Air|http://dbpedia.org/resource/Euro_Cargo_Air
15587|company|Grossmann_Jet_Service|http://dbpedia.org/resource/Grossmann_Jet_Service
15588|company|Silver_Air_(Czech_Republic)|http://dbpedia.org/resource/Silver_Air_(Czech_Republic)
16516|company|Scandinavian_Airlines|http://dbpedia.org/resource/Scandinavian_Airlines
16517|company|Linjeflyg|http://dbpedia.org/resource/Linjeflyg
16518|company|FlyNordic|http://dbpedia.org/resource/FlyNordic
16519|company|FlyMe|http://dbpedia.org/resource/FlyMe
16520|company|Golden_Air|http://dbpedia.org/resource/Golden_Air
16521|company|Malmö_Aviation|http://dbpedia.org/resource/Malmö_Aviation
16522|company|TUIfly_Nordic|http://dbpedia.org/resource/TUIfly_Nordic
16523|company|Falcon_Air|http://dbpedia.org/resource/Falcon_Air
16524|company|International_Business_Air|http://dbpedia.org/resource/International_Business_Air
16525|company|Novair|http://dbpedia.org/resource/Novair
16526|company|Nordic_Airways|http://dbpedia.org/resource/Nordic_Airways
16527|company|Barents_AirLink|http://dbpedia.org/resource/Barents_AirLink
16528|company|Skyways_Express|http://dbpedia.org/resource/Skyways_Express
16529|company|SwedJet_Airways|http://dbpedia.org/resource/SwedJet_Airways
16530|company|Viking_Airlines|http://dbpedia.org/resource/Viking_Airlines
16531|company|West_Air_Sweden|http://dbpedia.org/resource/West_Air_Sweden
16532|company|Amapola_Flyg|http://dbpedia.org/resource/Amapola_Flyg
16533|company|Nextjet|http://dbpedia.org/resource/Nextjet
16534|company|Transwede_Airways|http://dbpedia.org/resource/Transwede_Airways
16535|company|Norrlandsflyg|http://dbpedia.org/resource/Norrlandsflyg
16536|company|WaltAir|http://dbpedia.org/resource/WaltAir
16537|company|Scandjet|http://dbpedia.org/resource/Scandjet
16538|company|Avitrans|http://dbpedia.org/resource/Avitrans
16539|company|Nordic_Regional|http://dbpedia.org/resource/Nordic_Regional
16540|company|Höga_Kusten_Flyg|http://dbpedia.org/resource/Höga_Kusten_Flyg
16541|company|JP_Air|http://dbpedia.org/resource/JP_Air
16542|company|Air_Express_Sweden|http://dbpedia.org/resource/Air_Express_Sweden
16543|company|Kullaflyg|http://dbpedia.org/resource/Kullaflyg
16544|company|Sundsvallsflyg|http://dbpedia.org/resource/Sundsvallsflyg
16545|company|Jämtlands_Flyg|http://dbpedia.org/resource/Jämtlands_Flyg
16546|company|MCA_Airlines|http://dbpedia.org/resource/MCA_Airlines
16547|company|Nord-Flyg|http://dbpedia.org/resource/Nord-Flyg
16548|company|Grafair|http://dbpedia.org/resource/Grafair
16549|company|West_Atlantic|http://dbpedia.org/resource/West_Atlantic
16550|company|Air_Sweden|http://dbpedia.org/resource/Air_Sweden
16551|company|Tor_Air|http://dbpedia.org/resource/Tor_Air
16552|company|Flyglinjen|http://dbpedia.org/resource/Flyglinjen
16553|company|Avia_Express|http://dbpedia.org/resource/Avia_Express
16294|company|TAROM|http://dbpedia.org/resource/TAROM
16295|company|Carpatair|http://dbpedia.org/resource/Carpatair
16296|company|Blue_Air|http://dbpedia.org/resource/Blue_Air
16297|company|JeTran_Air|http://dbpedia.org/resource/JeTran_Air
16298|company|Ţiriac_Air|http://dbpedia.org/resource/Ţiriac_Air
16299|company|Romavia|http://dbpedia.org/resource/Romavia
16300|company|Eurojet_Romania|http://dbpedia.org/resource/Eurojet_Romania
16301|company|Medallion_Air|http://dbpedia.org/resource/Medallion_Air
16302|company|Direct_Aero_Services|http://dbpedia.org/resource/Direct_Aero_Services
16303|company|Air_Bucharest|http://dbpedia.org/resource/Air_Bucharest
15542|company|SAM_Colombia|http://dbpedia.org/resource/SAM_Colombia
15543|company|ACES_Colombia|http://dbpedia.org/resource/ACES_Colombia
15544|company|SCADTA|http://dbpedia.org/resource/SCADTA
15545|company|Tampa_Cargo|http://dbpedia.org/resource/Tampa_Cargo
15546|company|AeroSucre|http://dbpedia.org/resource/AeroSucre
15547|company|AeroTACA|http://dbpedia.org/resource/AeroTACA
15548|company|Intercontinental_de_Aviación|http://dbpedia.org/resource/Intercontinental_de_Aviación
15549|company|SATENA|http://dbpedia.org/resource/SATENA
15550|company|West_Caribbean_Airways|http://dbpedia.org/resource/West_Caribbean_Airways
15551|company|Helicol|http://dbpedia.org/resource/Helicol
15552|company|AIRES|http://dbpedia.org/resource/AIRES
15553|company|Avianca_Cargo|http://dbpedia.org/resource/Avianca_Cargo
15554|company|SACO_(Colombia)|http://dbpedia.org/resource/SACO_(Colombia)
15555|company|AeroCóndor|http://dbpedia.org/resource/AeroCóndor
15556|company|Líneas_Aéreas_Suramericanas|http://dbpedia.org/resource/Líneas_Aéreas_Suramericanas
15557|company|Aerolínea_de_Antioquia|http://dbpedia.org/resource/Aerolínea_de_Antioquia
15558|company|APSA_Colombia|http://dbpedia.org/resource/APSA_Colombia
15559|company|Aexpa|http://dbpedia.org/resource/Aexpa
15560|company|Vertical_de_Aviación|http://dbpedia.org/resource/Vertical_de_Aviación
15561|company|SARPA|http://dbpedia.org/resource/SARPA
15562|company|Helicargo|http://dbpedia.org/resource/Helicargo
15563|company|Central_Charter_de_Colombia|http://dbpedia.org/resource/Central_Charter_de_Colombia
15564|company|Cosmos_Air_Cargo|http://dbpedia.org/resource/Cosmos_Air_Cargo
15565|company|SADELCA|http://dbpedia.org/resource/SADELCA
15566|company|Cargo_Express|http://dbpedia.org/resource/Cargo_Express
15567|company|AeroSur_(Colombia)|http://dbpedia.org/resource/AeroSur_(Colombia)
15568|company|Colombian_Air_Cargo|http://dbpedia.org/resource/Colombian_Air_Cargo
15569|company|TAC_Colombia|http://dbpedia.org/resource/TAC_Colombia
15570|company|EasyFly|http://dbpedia.org/resource/EasyFly
