Comment_id|Place_id
39318|105
39319|105
39320|90
39322|90
39323|90
39325|90
39327|90
39328|105
39329|90
39330|105
39332|105
39333|105
39339|90
39343|90
39400|74
39401|83
39402|74
39403|83
39404|83
39405|83
39406|70
39407|74
39408|83
39409|70
39410|70
39411|70
39412|83
39413|83
39414|83
39415|74
39416|70
39417|83
39419|83
39421|69
39422|70
39423|70
39424|69
39426|69
39427|69
39429|69
39431|83
39432|70
39434|83
39436|70
39437|74
39438|74
39439|83
39440|74
39442|70
39443|70
39445|74
39446|70
39447|83
39449|83
39450|83
39451|74
39452|70
39453|74
39455|83
39456|74
39457|74
39459|70
39460|70
39462|70
39463|70
39464|74
39465|70
39466|83
39467|74
39469|83
39470|74
39471|69
39472|69
39477|74
39478|74
39480|83
39481|74
39483|83
39484|74
39485|83
39492|74
39493|70
39494|83
39495|70
39496|70
39500|71
39501|71
39506|71
39507|71
39514|71
39520|71
39521|71
39524|90
39537|60
39539|71
39554|44
39570|71
39571|71
39586|44
39588|71
39601|44
39612|70
39616|70
39621|69
39622|70
39625|71
39626|69
39628|72
39630|71
39631|69
39633|70
39634|71
39638|71
39639|72
39649|70
39650|69
39660|69
39661|83
39663|83
39665|105
39667|90
39668|105
39671|83
39672|105
39675|90
39677|83
39678|83
39684|109
39689|109
39690|109
39692|109
39696|109
39701|109
39717|109
39727|109
39733|109
39759|109
39761|109
39762|109
39770|109
39771|109
39774|109
39778|109
39781|109
39784|109
39785|109
39796|109
39803|109
39806|109
39858|83
39860|83
39880|83
39887|83
39893|83
39894|83
39905|83
39910|83
39920|83
39925|83
39927|83
39931|83
39933|83
39935|31
39947|65
39949|31
39950|59
39951|65
39952|31
39954|109
39955|109
39956|59
39957|31
39958|109
39959|109
39960|109
39961|109
39967|59
39969|65
39970|31
39977|59
39979|65
39981|59
39983|65
39986|59
39989|109
39991|109
39992|109
40004|59
40005|65
40006|84
40012|109
40015|84
40021|31
40025|84
40033|84
40036|65
40047|59
40048|59
40049|31
40051|109
40054|65
40055|109
40061|84
40063|59
40066|65
40069|109
40074|65
40082|31
40083|31
40090|84
40093|31
40101|31
40107|31
40111|109
40113|84
40116|65
40117|84
40119|31
40120|84
40121|65
40122|65
40124|84
40125|31
40131|31
40132|65
40134|109
40135|59
40137|109
40138|84
40145|109
40147|31
40149|31
40150|59
40154|31
40155|84
40156|59
40161|31
40167|65
40168|59
40169|31
40172|31
40173|65
40175|84
40178|109
40184|109
40186|83
40189|31
40194|65
40196|59
40212|84
40213|65
40215|84
40222|65
40224|59
40225|84
40231|84
40232|84
