Comment_id|Person_id
39316|190899
39317|190899
39321|190899
39324|190899
39326|190899
39334|190899
39335|190899
39336|190899
39337|190899
39338|190899
39340|190899
39341|190899
39342|190899
39406|190651
39409|190651
39410|190651
39411|190651
39416|190651
39432|190651
39436|190651
39442|190651
39443|190651
39446|190651
39452|190651
39459|190651
39460|190651
39462|190651
39463|190651
39465|190651
39482|190651
39493|190651
39495|190651
39496|190651
39505|191257
39508|191257
39526|190743
39548|190743
39552|190743
39554|190709
39561|191341
39562|191341
39585|191866
39586|190709
39592|191858
39593|191858
39601|190709
39603|191866
39611|191499
39614|190702
39615|191499
39617|191260
39620|191499
39627|191499
39628|190913
39632|191499
39635|191499
39639|190913
39644|190702
39645|191499
39646|190702
39652|191260
39654|190702
39660|191144
39661|191868
39663|191868
39671|191868
39677|191868
39678|191868
39687|190814
39694|190814
39700|190814
39703|191529
39704|191529
39708|191529
39709|191529
39711|191871
39712|190814
39714|190806
39715|191529
39723|190806
39724|190814
39725|190814
39726|190806
39730|190806
39736|190806
39738|190806
39744|190806
39749|190814
39753|190814
39755|190814
39756|190814
39763|190806
39776|190814
39777|190814
39779|190814
39782|190814
39786|190814
39788|190814
39789|190814
39790|190814
39791|190806
39792|190814
39795|190806
39798|190806
39802|190814
39807|190814
39856|191400
39866|191400
39868|191400
39870|191400
39883|191400
39885|191400
39907|191400
39912|191400
39917|191400
39918|191400
39922|191400
39932|191400
39939|190743
39947|190494
39950|190722
39951|190494
39953|191310
39956|190722
39962|191310
39966|191310
39967|190722
39969|190494
39971|190773
39973|190773
39976|191310
39977|190722
39979|190494
39980|191310
39981|190722
39983|190494
39986|190722
39990|191310
39993|190773
39995|190773
39999|190773
40004|190722
40005|190494
40007|191231
40018|190743
40019|190743
40027|191231
40030|191310
40035|190773
40036|190494
40037|190773
40040|190773
40046|191310
40047|190722
40048|190722
40054|190494
40059|191310
40063|190722
40066|190494
40072|190773
40074|190494
40080|190773
40084|191310
40104|190773
40114|191310
40116|190494
40118|191310
40121|190494
40122|190494
40126|191310
40130|191310
40132|190494
40135|190722
40139|191310
40140|191310
40148|191310
40150|190722
40151|191310
40156|190722
40159|191310
40167|190494
40168|190722
40173|190494
40174|191310
40180|191310
40185|191310
40188|191310
40194|190494
40195|190743
40196|190722
40211|191231
40213|190494
40214|190743
40216|190743
40217|190773
40222|190494
40224|190722
40226|191529
40228|190429
40229|190429
40235|191868
40238|190428
40242|190428
40244|191485
40246|191485
40249|191485
40250|191485
40252|191485
40257|191485
40259|190428
40260|191868
40261|190454
40262|190454
40264|191868
40266|191868
40267|191485
40269|190428
40271|191485
40272|191868
40273|190429
40275|190429
40276|190429
40283|190429
40284|190428
40286|190429
40288|191485
40289|191868
40292|191485
40297|191485
40298|190428
40301|191485
40303|190428
40305|190429
40306|190428
40311|191868
40315|190428
40317|190428
40318|191868
40324|190429
40328|191868
40330|191868
40331|190428
40333|191868
40336|191485
40340|191868
40341|191868
40353|191868
40355|191485
40359|191868
40360|191868
40385|191499
40392|191354
40397|190913
40398|191499
40399|190560
40411|191499
40416|190913
40424|190709
40425|191499
40472|190913
40490|190983
40495|191629
40515|190436
40516|190436
40521|190436
40522|191400
40524|191423
40525|190669
40530|191400
40548|190669
40552|190436
40554|190743
40559|191400
40562|191423
40568|191423
40569|190436
40581|190436
40584|190743
40589|191242
40593|191423
40597|191207
40611|191242
40612|190743
40626|191400
40639|190669
40640|191207
40641|191242
40664|190436
40668|191868
40674|190669
40675|191423
40681|191400
40682|191400
40687|191400
40688|191423
40692|190669
40700|191423
40702|190436
40711|191868
40714|191423
40717|190743
40726|191242
40734|190743
40742|191423
40744|191242
40746|191242
40747|191400
40748|191423
40749|191423
40751|191400
40757|191242
40760|191400
40761|191423
40768|191423
40770|191400
40774|191868
40777|191868
40779|190743
40787|191868
40788|191242
40793|191242
40794|191400
40801|191868
40803|190669
40804|191868
40806|191868
40810|191242
40825|191866
40827|190399
40837|191068
40839|191866
40853|191866
40862|191866
40865|191866
40878|191866
40884|190513
40899|191866
40904|190513
40914|190399
40915|191866
40919|190513
40930|190399
40938|190399
40940|190399
40941|190513
40946|190428
40958|190399
40959|190428
40960|190399
40965|190399
40981|191866
40982|191866
40988|191492
40999|190913
41000|190450
41007|191492
41025|191492
41028|191492
41042|190450
41044|190450
41045|190450
41047|190450
41048|190913
41049|191260
41050|191492
41052|191260
41061|190450
41069|190913
41074|190913
41080|191492
41086|191492
41095|190450
41096|191492
41099|191492
41100|191543
41102|190913
41105|191260
41106|191543
41109|191543
41115|191260
41120|190450
41126|191492
41143|190450
41153|191543
41157|191492
41159|190450
41160|190913
41162|190450
41163|190450
41170|191543
41172|191543
41191|191074
41201|191169
41202|190702
41203|190702
41205|191169
41207|190702
41211|190702
41212|190702
41213|190702
41217|191529
41218|190429
41219|190429
41226|190429
41232|190619
41234|190543
41237|190619
41238|190494
41239|190543
41240|190619
41249|190619
41251|190494
41256|191300
41260|191300
41261|190619
41266|191300
41270|190619
41272|190543
41275|190775
41276|190775
41284|191300
41289|190494
41290|190494
41295|190619
