Person_id|Comment_id|creationDate
191225|39330|0
191225|39333|0
190899|39333|0
190768|39333|0
190787|39385|0
190413|39436|0
190651|39462|0
190776|39484|0
190657|39484|0
190555|39484|0
190507|39484|0
191065|39484|0
191205|39484|0
191341|39560|0
191191|39587|0
190502|39587|0
191866|39587|0
190885|39587|0
190518|39587|0
191671|39587|0
191537|39587|0
190743|39587|0
191348|39587|0
191556|39587|0
191307|39587|0
191340|39587|0
191287|39605|0
190805|39605|0
191171|39605|0
191110|39605|0
191260|39605|0
190913|39605|0
191476|39605|0
190702|39605|0
191351|39605|0
190702|39613|0
191499|39623|0
191822|39623|0
190604|39623|0
191368|39623|0
191287|39623|0
190805|39623|0
191171|39623|0
191110|39623|0
191260|39623|0
190913|39623|0
191476|39623|0
190702|39623|0
191351|39623|0
190507|39623|0
190523|39623|0
191860|39623|0
191110|39629|0
191822|39631|0
191499|39643|0
191822|39643|0
190604|39643|0
191368|39643|0
191287|39643|0
190805|39643|0
191171|39643|0
191110|39643|0
191260|39643|0
190913|39643|0
191476|39643|0
190702|39643|0
191351|39643|0
190507|39643|0
190523|39643|0
191860|39643|0
190814|39683|0
190604|39683|0
191695|39683|0
190725|39683|0
191809|39683|0
191317|39683|0
191090|39683|0
190806|39683|0
190856|39683|0
190554|39683|0
190435|39683|0
191754|39683|0
190809|39683|0
191689|39683|0
191871|39683|0
191529|39683|0
190602|39683|0
191681|39683|0
191471|39683|0
190814|39723|0
190604|39723|0
191695|39723|0
190725|39723|0
191809|39723|0
191317|39723|0
191090|39723|0
190806|39723|0
190856|39723|0
190554|39723|0
190435|39723|0
191754|39723|0
190809|39723|0
191689|39723|0
191871|39723|0
191529|39723|0
190602|39723|0
191681|39723|0
191471|39723|0
190814|39735|0
190604|39735|0
191695|39735|0
190725|39735|0
191809|39735|0
191317|39735|0
191090|39735|0
190806|39735|0
190856|39735|0
190554|39735|0
190435|39735|0
191754|39735|0
190809|39735|0
191689|39735|0
191871|39735|0
191529|39735|0
190602|39735|0
191681|39735|0
191471|39735|0
191681|39764|0
190814|39807|0
190604|39807|0
191695|39807|0
190725|39807|0
191809|39807|0
191317|39807|0
191090|39807|0
190806|39807|0
190856|39807|0
190554|39807|0
190435|39807|0
191754|39807|0
190809|39807|0
191689|39807|0
191871|39807|0
191529|39807|0
190602|39807|0
191681|39807|0
191471|39807|0
191090|39818|0
190814|39839|0
191012|39865|0
190737|39865|0
191793|39865|0
191400|39865|0
190805|39865|0
191539|39865|0
190509|39865|0
190769|39865|0
190922|39865|0
191400|39876|0
190922|39889|0
191310|39971|0
190494|39972|0
190722|39972|0
191598|39972|0
190620|39972|0
191695|39972|0
191253|39972|0
190791|39972|0
190868|39972|0
190773|39972|0
190502|39972|0
190569|39972|0
191032|39972|0
190947|39972|0
190555|40025|0
191310|40044|0
190994|40149|0
190743|40157|0
190555|40157|0
191231|40157|0
190868|40179|0
191032|40187|0
190947|40187|0
191537|40187|0
190743|40187|0
190555|40187|0
191231|40187|0
191232|40187|0
191870|40187|0
191304|40187|0
190556|40187|0
191738|40187|0
191431|40187|0
190891|40187|0
191855|40187|0
191590|40187|0
191095|40187|0
190936|40187|0
191609|40187|0
190509|40187|0
191529|40187|0
190769|40187|0
191858|40187|0
191868|40275|0
190692|40281|0
190428|40281|0
191225|40281|0
191311|40281|0
190429|40281|0
191485|40281|0
190817|40281|0
190963|40281|0
191809|40281|0
191868|40281|0
190454|40281|0
191494|40281|0
190935|40281|0
191529|40281|0
191394|40281|0
191860|40281|0
191344|40281|0
191394|40298|0
190692|40318|0
190428|40318|0
191225|40318|0
191311|40318|0
190429|40318|0
191485|40318|0
190817|40318|0
190963|40318|0
191809|40318|0
191868|40318|0
190454|40318|0
191494|40318|0
190935|40318|0
191529|40318|0
191394|40318|0
191860|40318|0
191344|40318|0
191394|40361|0
190692|40362|0
190428|40362|0
191225|40362|0
191311|40362|0
190429|40362|0
191485|40362|0
190817|40362|0
190963|40362|0
191809|40362|0
191868|40362|0
190454|40362|0
191494|40362|0
190935|40362|0
191529|40362|0
191394|40362|0
191860|40362|0
191344|40362|0
190543|40365|0
190881|40365|0
191300|40365|0
190764|40365|0
191317|40365|0
191374|40365|0
191218|40365|0
191585|40365|0
191306|40365|0
190873|40365|0
191291|40365|0
191022|40365|0
191130|40365|0
190591|40429|0
190983|40429|0
191372|40429|0
191704|40429|0
191356|40444|0
190785|40444|0
191499|40444|0
190648|40444|0
190559|40444|0
190446|40444|0
191693|40444|0
190709|40444|0
190560|40444|0
191368|40444|0
190942|40444|0
191531|40444|0
190909|40444|0
190651|40444|0
191768|40444|0
191040|40444|0
190622|40444|0
191266|40444|0
191443|40444|0
190399|40444|0
190383|40444|0
190739|40444|0
190853|40444|0
191629|40444|0
190854|40444|0
190884|40444|0
191842|40444|0
191044|40444|0
190591|40444|0
191045|40444|0
190983|40444|0
191372|40444|0
191704|40444|0
191630|40444|0
190913|40444|0
191320|40444|0
191174|40444|0
191246|40444|0
191126|40444|0
190555|40444|0
190439|40444|0
191539|40444|0
190871|40444|0
191850|40444|0
190951|40444|0
190404|40444|0
190777|40444|0
191621|40444|0
191634|40444|0
190706|40444|0
190768|40444|0
191306|40444|0
191407|40444|0
191006|40444|0
190825|40444|0
190456|40444|0
191205|40444|0
191050|40444|0
190892|40444|0
191470|40444|0
190508|40444|0
190421|40444|0
190904|40444|0
191416|40444|0
191417|40444|0
190371|40444|0
191354|40444|0
191860|40444|0
191729|40444|0
191040|40484|0
190404|40496|0
190505|40532|0
190692|40639|0
190924|40639|0
191183|40639|0
191311|40639|0
191298|40639|0
191765|40639|0
190710|40639|0
191423|40639|0
191442|40639|0
190680|40639|0
191686|40639|0
191400|40639|0
190669|40639|0
191142|40639|0
191242|40639|0
190945|40639|0
190884|40639|0
191583|40639|0
191868|40639|0
191509|40639|0
190743|40639|0
190436|40639|0
190505|40639|0
190440|40639|0
191407|40639|0
191205|40639|0
190838|40639|0
190873|40639|0
191573|40639|0
190379|40639|0
191207|40639|0
191007|40639|0
191608|40639|0
190421|40639|0
190973|40639|0
191416|40639|0
191052|40639|0
190940|40639|0
191480|40639|0
190692|40673|0
190924|40673|0
191183|40673|0
191311|40673|0
191298|40673|0
191765|40673|0
190710|40673|0
191423|40673|0
191442|40673|0
190680|40673|0
191686|40673|0
191400|40673|0
190669|40673|0
191142|40673|0
191242|40673|0
190945|40673|0
190884|40673|0
191583|40673|0
191868|40673|0
191509|40673|0
190743|40673|0
190436|40673|0
190505|40673|0
190440|40673|0
191407|40673|0
191205|40673|0
190838|40673|0
190873|40673|0
191573|40673|0
190379|40673|0
191207|40673|0
191007|40673|0
191608|40673|0
190421|40673|0
190973|40673|0
191416|40673|0
191052|40673|0
190940|40673|0
191593|40673|0
191480|40673|0
191355|40673|0
190945|40693|0
191142|40699|0
190692|40791|0
190924|40791|0
191183|40791|0
191311|40791|0
191298|40791|0
191765|40791|0
190710|40791|0
191423|40791|0
191442|40791|0
190680|40791|0
191686|40791|0
191400|40791|0
190669|40791|0
191142|40791|0
191242|40791|0
190945|40791|0
190884|40791|0
191583|40791|0
191868|40791|0
191509|40791|0
190743|40791|0
190436|40791|0
190505|40791|0
190440|40791|0
191407|40791|0
191205|40791|0
190838|40791|0
190873|40791|0
191573|40791|0
190379|40791|0
191207|40791|0
191007|40791|0
191608|40791|0
190421|40791|0
190973|40791|0
191416|40791|0
191052|40791|0
190940|40791|0
191480|40791|0
190692|40797|0
190924|40797|0
191183|40797|0
191311|40797|0
191298|40797|0
191765|40797|0
190710|40797|0
191423|40797|0
191442|40797|0
190680|40797|0
191686|40797|0
191400|40797|0
190669|40797|0
191142|40797|0
191242|40797|0
190945|40797|0
190884|40797|0
191583|40797|0
191868|40797|0
191509|40797|0
190743|40797|0
190436|40797|0
190505|40797|0
190440|40797|0
191407|40797|0
191205|40797|0
190838|40797|0
190873|40797|0
191573|40797|0
190379|40797|0
191207|40797|0
191007|40797|0
191608|40797|0
190421|40797|0
190973|40797|0
191416|40797|0
191052|40797|0
190940|40797|0
191480|40797|0
191583|40808|0
191183|40809|0
191311|40809|0
191298|40809|0
191765|40809|0
190710|40809|0
191423|40809|0
191442|40809|0
190431|40855|0
190464|40884|0
191068|40924|0
191368|40939|0
191302|40939|0
191811|40939|0
190428|40939|0
190399|40939|0
191453|40939|0
190925|40939|0
190693|40939|0
191785|40939|0
191284|40939|0
191412|40939|0
190435|40939|0
190476|40939|0
191866|40939|0
191249|40939|0
191818|40939|0
191433|40939|0
191464|40939|0
190531|40939|0
191193|40939|0
191036|40939|0
191794|40939|0
191780|40939|0
191812|40939|0
190821|40939|0
190815|40939|0
191152|40939|0
190598|40939|0
191503|40939|0
190464|40939|0
191548|40939|0
191538|40939|0
191601|40939|0
191265|40939|0
191822|40939|0
191475|40939|0
191225|40939|0
190704|40939|0
191068|40939|0
191280|40939|0
190500|40939|0
190556|40939|0
190513|40939|0
190719|40939|0
190431|40939|0
190624|40939|0
190453|40991|0
190913|41059|0
191492|41068|0
191404|41070|0
190942|41121|0
190817|41121|0
191698|41121|0
190853|41121|0
191404|41121|0
190805|41121|0
190450|41121|0
191260|41121|0
190913|41121|0
191174|41121|0
190453|41121|0
190488|41121|0
191492|41121|0
191850|41121|0
191064|41121|0
191205|41121|0
191077|41121|0
191543|41121|0
191513|41121|0
190842|41121|0
190905|41121|0
191529|41121|0
190661|41121|0
191763|41197|0
191492|41207|0
190549|41252|0
191317|41252|0
191520|41252|0
190638|41252|0
191060|41252|0
191702|41252|0
191405|41252|0
190775|41252|0
191092|41252|0
191093|41252|0
190930|41252|0
190686|41252|0
191871|41252|0
190703|41252|0
191585|41252|0
190575|41252|0
190825|41252|0
191362|41252|0
191132|41252|0
190812|41252|0
191860|41252|0
190784|41260|0
191457|41306|0
190665|41340|0
190907|41340|0
190543|41340|0
191763|41340|0
191836|41340|0
190881|41340|0
191457|41340|0
190494|41340|0
190619|41340|0
191300|41340|0
190960|41340|0
190883|41340|0
190910|41340|0
190928|41340|0
190549|41340|0
191317|41340|0
191520|41340|0
190638|41340|0
191060|41340|0
191702|41340|0
191405|41340|0
190775|41340|0
191092|41340|0
190665|41388|0
190907|41388|0
190543|41388|0
191763|41388|0
191836|41388|0
190881|41388|0
191457|41388|0
190494|41388|0
190619|41388|0
191300|41388|0
190960|41388|0
190883|41388|0
190910|41388|0
190928|41388|0
190549|41388|0
191317|41388|0
191520|41388|0
190638|41388|0
191060|41388|0
191702|41388|0
191405|41388|0
190775|41388|0
191092|41388|0
191093|41388|0
190930|41388|0
190686|41388|0
191871|41388|0
190703|41388|0
191585|41388|0
190575|41388|0
190825|41388|0
191362|41388|0
191132|41388|0
190812|41388|0
191860|41388|0
190784|41388|0
190881|41437|0
191871|41440|0
190812|41451|0
190665|41500|0
190907|41500|0
190543|41500|0
191763|41500|0
191836|41500|0
190881|41500|0
191457|41500|0
190494|41500|0
190619|41500|0
191300|41500|0
190960|41500|0
190883|41500|0
190910|41500|0
190928|41500|0
190549|41500|0
191317|41500|0
191520|41500|0
190638|41500|0
191060|41500|0
191702|41500|0
191405|41500|0
190775|41500|0
191092|41500|0
191093|41500|0
190930|41500|0
190686|41500|0
191871|41500|0
190703|41500|0
191585|41500|0
190575|41500|0
190825|41500|0
191362|41500|0
191132|41500|0
190812|41500|0
191860|41500|0
190784|41500|0
190638|41509|0
190678|41644|0
190580|41652|0
191242|41654|0
191067|41656|0
190526|41656|0
191836|41656|0
191746|41656|0
191748|41656|0
190580|41656|0
191489|41656|0
191242|41656|0
190462|41656|0
190433|41656|0
190671|41656|0
190505|41656|0
190453|41656|0
191492|41656|0
190968|41656|0
191065|41656|0
191205|41656|0
190935|41656|0
190678|41656|0
191326|41656|0
191067|41669|0
190526|41669|0
191836|41669|0
191746|41669|0
191748|41669|0
190580|41669|0
191489|41669|0
191242|41669|0
190462|41669|0
190433|41669|0
190671|41669|0
190505|41669|0
190453|41669|0
191492|41669|0
190968|41669|0
191065|41669|0
