Comment_id1|Comment_id2
39382|39380
39384|39382
39385|39380
39406|39404
39407|39406
39408|39404
39410|39409
39411|39409
39413|39409
39414|39412
39415|39412
39422|39420
39423|39420
39424|39420
39425|39420
39428|39420
39431|39420
39434|39432
39498|39497
39499|39498
39503|39498
39528|39526
39529|39526
39556|39554
39558|39554
39578|39576
39581|39579
39582|39576
39586|39585
39587|39585
39589|39588
39607|39606
39613|39605
39614|39606
39615|39609
39616|39609
39618|39612
39619|39613
39622|39621
39623|39621
39626|39621
39630|39629
39631|39629
39633|39631
39766|39764
39767|39764
39776|39775
39777|39775
39836|39835
39837|39835
39838|39835
39842|39835
39843|39835
39854|39853
39855|39853
39859|39857
39860|39857
39951|39950
39953|39950
39955|39954
39956|39950
39957|39954
39959|39954
39960|39958
39961|39950
39962|39950
40117|40116
40118|40117
40119|40117
40120|40116
40121|40117
40122|40117
40123|40117
40124|40117
40126|40117
40127|40116
40166|40164
40170|40167
40171|40164
40173|40171
40174|40171
40176|40164
40177|40174
40178|40164
40227|40226
40228|40226
40229|40228
40230|40226
40241|40240
40242|40239
40243|40239
40245|40244
40309|40307
40311|40308
40312|40308
40313|40312
40349|40347
40350|40347
40351|40347
40357|40355
40359|40355
40360|40355
40361|40355
40362|40355
40465|40464
40469|40464
40470|40469
40547|40545
40560|40559
40561|40559
40572|40571
40638|40637
40640|40638
40641|40638
40642|40637
41089|41088
41090|41088
41091|41088
41092|41090
41158|41156
41159|41156
41177|41175
41178|41175
41179|41175
41181|41175
41182|41179
41186|41179
41187|41175
41188|41179
41189|41175
41190|41186
41192|41186
41251|41249
41253|41252
41254|41249
41255|41252
41256|41249
41257|41252
41260|41258
41261|41258
41335|41334
41337|41333
41338|41334
41339|41334
41341|41340
41342|41341
41343|41340
41439|41437
41440|41439
41441|41437
41442|41440
41466|41465
41469|41467
41470|41469
41472|41471
41493|41491
41494|41491
41495|41492
41669|41668
41670|41669
41671|41668
41672|41670
41673|41669
41674|41668
41675|41670
41676|41668
41678|41677
41682|41679
41683|41677
41684|41683
41890|41889
41893|41889
41894|41893
41895|41893
41897|41889
41898|41889
41899|41893
41905|41902
41907|41902
41908|41902
41909|41902
41910|41902
41965|41963
41966|41963
41967|41963
41968|41964
41972|41970
42128|42126
42129|42128
42131|42126
42132|42126
42134|42128
42135|42128
42137|42126
42138|42126
42139|42129
42151|42150
42153|42150
42161|42160
42163|42160
42164|42163
42339|42338
42340|42338
42341|42338
42345|42338
42348|42338
42349|42343
42350|42338
42353|42352
42354|42353
42355|42352
42356|42352
42357|42351
42358|42351
42359|42351
42360|42359
42361|42353
42362|42357
42363|42357
42364|42352
42365|42353
42366|42353
42425|42424
42426|42422
42428|42427
42429|42424
42431|42427
42432|42422
42437|42434
42438|42435
42439|42434
42443|42442
42445|42442
42512|42511
42513|42511
42518|42517
42520|42517
42522|42517
42523|42522
42524|42522
42527|42526
42529|42526
42530|42526
42531|42526
42532|42529
42533|42529
42534|42526
42535|42526
42536|42529
42537|42529
42538|42526
42543|42541
42544|42541
42546|42543
42551|42550
42553|42550
42554|42550
42555|42550
42556|42555
42596|42595
42597|42595
42726|42725
42738|42737
42739|42737
42740|42737
42744|42739
42746|42745
42747|42742
42749|42747
42750|42739
42751|42743
42752|42748
42753|42737
42807|42805
42808|42805
42809|42805
42810|42805
42841|42838
42842|42838
42843|42838
42844|42843
42845|42843
42846|42842
42847|42838
42849|42838
42851|42838
42870|42867
42871|42869
42875|42874
42877|42875
42880|42875
42882|42880
42886|42885
42887|42885
42889|42885
42890|42885
42892|42885
42893|42885
42895|42893
42896|42893
42897|42885
42898|42897
42899|42885
42914|42913
42915|42913
42918|42913
42920|42913
42921|42913
42922|42918
42964|42963
42983|42981
42984|42983
42986|42981
42987|42983
42989|42988
42991|42989
42992|42988
42993|42989
42997|42995
42998|42994
42999|42996
43035|43034
43036|43034
43038|43037
43040|43037
43042|43037
43107|43105
43108|43105
43109|43105
43110|43108
43111|43106
43112|43105
43113|43106
43114|43110
43115|43110
43116|43108
43123|43121
43124|43122
43204|43203
43205|43203
43207|43203
43208|43203
43211|43203
43212|43211
43213|43211
43214|43212
43215|43203
43216|43203
43272|43271
43273|43271
43275|43271
43389|43387
43390|43387
43479|43477
43481|43477
43482|43477
43483|43479
43484|43479
43485|43477
43487|43477
43488|43477
43489|43485
43490|43479
43506|43504
43507|43504
43512|43508
43513|43508
43514|43512
43548|43547
43549|43548
43550|43547
43551|43548
43552|43551
43553|43551
43797|43795
43800|43797
43801|43799
43802|43796
43803|43795
43804|43795
43805|43801
43806|43795
43807|43799
43809|43808
43810|43808
43811|43810
43812|43810
43818|43810
43820|43815
43823|43818
43842|43841
43843|43841
43844|43843
43845|43844
43846|43844
43847|43843
43848|43844
43849|43841
43851|43849
43852|43843
43853|43851
43857|43855
43858|43855
43859|43858
43980|43979
43998|43994
43999|43994
44000|43999
44130|44129
44132|44131
44134|44132
44135|44134
44136|44132
44137|44132
44139|44131
44140|44131
44142|44134
44143|44132
44144|44131
44146|44145
44147|44145
44148|44145
44150|44146
44151|44150
44153|44146
44155|44145
44181|44180
44184|44180
44194|44190
44195|44190
44240|44239
44243|44239
44248|44244
44252|44249
44253|44249
44255|44244
44256|44255
44257|44255
44258|44249
44259|44254
44261|44260
44262|44260
44264|44260
44343|44341
44344|44343
44345|44341
44346|44341
44410|44409
44412|44409
44413|44409
44458|44456
44460|44457
44462|44461
44465|44461
44474|44473
44475|44473
44476|44473
44481|44480
44482|44480
44483|44480
44487|44482
44488|44482
44491|44480
44492|44480
44493|44486
44506|44505
44507|44505
44509|44507
44511|44510
44583|44582
44584|44582
44585|44582
44588|44586
44676|44674
44677|44674
44678|44675
44680|44675
44681|44675
44682|44676
44683|44676
44684|44674
44685|44676
44744|44742
44747|44742
44748|44742
44750|44742
44752|44742
44753|44742
44754|44752
44755|44754
44757|44742
44781|44779
44782|44776
44783|44779
44801|44799
44802|44799
44803|44799
44806|44803
44807|44803
44808|44799
44812|44811
44814|44811
44815|44811
44816|44814
44817|44811
44818|44817
44820|44814
44821|44817
44822|44814
44823|44817
44824|44811
44825|44816
44842|44841
44843|44840
44848|44846
44849|44840
44850|44847
44853|44851
44854|44851
44855|44851
44856|44853
44858|44853
44859|44851
44861|44851
44862|44853
44863|44853
44865|44851
44866|44853
44894|44891
44895|44891
44896|44891
44897|44891
44898|44891
44901|44891
44933|44931
44935|44931
44952|44950
44956|44950
44962|44960
44963|44960
44965|44963
44969|44965
44970|44968
44983|44981
44984|44981
44987|44981
44989|44981
44990|44988
45013|45012
45014|45013
45015|45010
45016|45013
45017|45010
45018|45012
45019|45016
45020|45013
45021|45016
45022|45013
45024|45010
45027|45025
45028|45025
45029|45028
45030|45028
45034|45033
45035|45033
45036|45033
45037|45033
45038|45033
45042|45040
45043|45040
45045|45037
45046|45037
45047|45039
45048|45033
45049|45040
45050|45048
45052|45051
45054|45051
45056|45051
45058|45051
45059|45053
45060|45054
45061|45054
45062|45059
45063|45051
45064|45061
45065|45061
45066|45061
45086|45083
45087|45086
45124|45123
45128|45126
45129|45126
45130|45127
45131|45127
45132|45130
45138|45136
45139|45138
45141|45140
45142|45141
45144|45140
45145|45136
45146|45138
45147|45143
45148|45138
45176|45174
45177|45174
45179|45176
45180|45176
45181|45180
45184|45176
45185|45181
45186|45174
45187|45180
45188|45175
45210|45207
45211|45207
45293|45292
45295|45294
45311|45310
45314|45310
45315|45310
45344|45343
45345|45343
45346|45343
45352|45349
45353|45350
45354|45343
45355|45352
45356|45352
45358|45354
45516|45514
45521|45520
45525|45520
45528|45526
45529|45526
45531|45526
45532|45527
45533|45526
45538|45536
45539|45536
45540|45536
45541|45536
45542|45541
45543|45541
45544|45536
45545|45541
45546|45541
45547|45538
45548|45540
45549|45536
45582|45581
45585|45581
45586|45581
45587|45583
45588|45586
45590|45583
45642|45641
45643|45642
45780|45779
45782|45779
45796|45795
45798|45796
45799|45796
45801|45800
45803|45800
45804|45800
45885|45884
45887|45884
45888|45884
45890|45888
45891|45884
45892|45888
45898|45896
45920|45917
45921|45917
45948|45946
45949|45946
45950|45949
45999|45998
46001|46000
46003|45998
46004|45998
46005|45998
46006|46000
46008|46003
46010|46003
46013|46012
46018|46017
46019|46017
46022|46021
46023|46022
46025|46016
46027|46022
46028|46021
46029|46022
46067|46066
46068|46067
46069|46066
46070|46066
46071|46067
46072|46066
46073|46071
46075|46073
46076|46069
46077|46074
46078|46067
46079|46074
46080|46077
46096|46094
46097|46093
46136|46134
46174|46173
46181|46180
46182|46180
46183|46180
46184|46180
46187|46186
46188|46180
46189|46180
46190|46186
46193|46192
46195|46192
46196|46192
46197|46196
46198|46194
46199|46196
46210|46209
46212|46210
46213|46212
46214|46209
46215|46210
46216|46212
46219|46210
46221|46212
46222|46210
46227|46226
46230|46229
46233|46231
46235|46231
46319|46318
46320|46319
46341|46340
46342|46340
46343|46340
46344|46340
46345|46340
46348|46345
46349|46347
46351|46345
46352|46349
46353|46340
46383|46381
46385|46381
46387|46381
46388|46381
46389|46381
46390|46381
46392|46381
46393|46390
46518|46517
46519|46517
46521|46517
46571|46570
46573|46570
46575|46570
46581|46580
46584|46580
46586|46585
46648|46647
46649|46647
46650|46647
46726|46722
46727|46722
46745|46743
46747|46743
46759|46757
46760|46757
46761|46757
46763|46757
46764|46761
46767|46765
46768|46765
46769|46767
46770|46767
46771|46765
46772|46771
46774|46771
46775|46765
46810|46809
46812|46809
46813|46809
46814|46809
46815|46809
46816|46809
46817|46816
46837|46836
46838|46833
46839|46833
46840|46833
46841|46836
46844|46833
46845|46836
46847|46842
46848|46833
46899|46897
46900|46896
46905|46903
46906|46904
46908|46903
46912|46904
46913|46904
46915|46904
46916|46915
46917|46904
46983|46982
46985|46982
46987|46982
46988|46982
47018|47017
47020|47017
47021|47017
47022|47019
47023|47017
47059|47057
47060|47057
47094|47092
47097|47094
47098|47094
47099|47092
47100|47093
47102|47101
47104|47093
47105|47092
47106|47093
47118|47117
47119|47117
47126|47120
47127|47117
47128|47120
47129|47128
47130|47128
47131|47125
47133|47117
47313|47312
47315|47312
47316|47312
47319|47312
47320|47319
47322|47319
47324|47320
47325|47320
47326|47320
47328|47320
47329|47326
47334|47332
47337|47332
47338|47332
47339|47337
47403|47401
47404|47401
47406|47401
47408|47401
47471|47467
47482|47480
47483|47480
47487|47486
47488|47486
47490|47486
47520|47519
47539|47537
47541|47537
47542|47540
47543|47542
47550|47549
47551|47549
47552|47549
47554|47549
47589|47588
47608|47607
47637|47635
47638|47635
47639|47635
47641|47635
