Person_id|Post_id|creationDate
191225|191900|0
190768|191912|0
190768|191915|0
191225|191975|0
190768|191975|0
190768|191987|0
190899|192000|0
190899|192003|0
190899|192017|0
191225|192034|0
191225|192046|0
190899|192046|0
190768|192046|0
190899|192054|0
190768|192054|0
191225|192080|0
190899|192080|0
191225|192097|0
190899|192097|0
190768|192097|0
190899|192098|0
191225|192106|0
190899|192106|0
190768|192106|0
191225|192107|0
190899|192107|0
190768|192107|0
190899|192138|0
191225|192139|0
190899|192139|0
190768|192139|0
191225|192191|0
190899|192191|0
190768|192191|0
190768|192197|0
190768|192203|0
190899|192212|0
190768|192212|0
190768|192223|0
190768|192232|0
190768|192235|0
190942|192248|0
190651|192248|0
190737|192248|0
190413|192248|0
191112|192248|0
190776|192248|0
190657|192248|0
190555|192248|0
190507|192248|0
191065|192248|0
191205|192248|0
191182|192248|0
190713|192265|0
191205|192278|0
190995|192280|0
190954|192280|0
191257|192280|0
190885|192280|0
190713|192280|0
191205|192280|0
191257|192299|0
190995|192310|0
190954|192310|0
191257|192310|0
190671|192310|0
190885|192310|0
190713|192310|0
190885|192324|0
191205|192324|0
190995|192342|0
190954|192342|0
190787|192342|0
191257|192342|0
190671|192342|0
191409|192342|0
190671|192354|0
190787|192364|0
190885|192388|0
191257|192392|0
190885|192392|0
191257|192408|0
190885|192408|0
191257|192409|0
190885|192409|0
190954|192416|0
190787|192416|0
191205|192416|0
190954|192437|0
190787|192437|0
191257|192437|0
190671|192437|0
190713|192437|0
191205|192437|0
191409|192437|0
190954|192450|0
190787|192450|0
190671|192450|0
190995|192473|0
190954|192473|0
190787|192473|0
190885|192473|0
190713|192473|0
191205|192473|0
190954|192483|0
190671|192483|0
190885|192483|0
190885|192505|0
190787|192575|0
190488|192612|0
190488|192630|0
190488|192631|0
190488|192772|0
190488|192789|0
190488|192808|0
190924|192839|0
191306|192849|0
191689|192851|0
190494|192858|0
190924|192869|0
190881|192869|0
190836|192869|0
191169|192871|0
191169|192880|0
190881|192898|0
190836|192898|0
191689|192898|0
190881|192918|0
190494|192932|0
191689|192932|0
190924|192944|0
190924|192946|0
191169|192961|0
191169|192965|0
190494|192965|0
191306|192965|0
190924|192972|0
190924|192977|0
190881|192977|0
190924|192978|0
190881|192978|0
190494|192978|0
191689|192978|0
190881|192999|0
191169|193000|0
190648|193016|0
190805|193016|0
190935|193016|0
190648|193056|0
190648|193065|0
190961|193111|0
191822|193124|0
191499|193148|0
190604|193148|0
190805|193148|0
191110|193148|0
191260|193148|0
190913|193148|0
191351|193148|0
190507|193148|0
191171|193149|0
190805|193160|0
191171|193160|0
190913|193160|0
191351|193160|0
190523|193186|0
190604|193188|0
191695|193195|0
190814|193196|0
190604|193196|0
191695|193196|0
190725|193196|0
191809|193196|0
191317|193196|0
191090|193196|0
190806|193196|0
190856|193196|0
190554|193196|0
190435|193196|0
191754|193196|0
190809|193196|0
191689|193196|0
191871|193196|0
191529|193196|0
190602|193196|0
191681|193196|0
191471|193196|0
190814|193197|0
190604|193197|0
191695|193197|0
190725|193197|0
191809|193197|0
191317|193197|0
191090|193197|0
190806|193197|0
190856|193197|0
190554|193197|0
190435|193197|0
191754|193197|0
190809|193197|0
191689|193197|0
191871|193197|0
191529|193197|0
190602|193197|0
191681|193197|0
191471|193197|0
190814|193198|0
191681|193203|0
190602|193204|0
190805|193215|0
191032|193227|0
191396|193229|0
190994|193229|0
191310|193229|0
191054|193229|0
191368|193229|0
190494|193229|0
190722|193229|0
191598|193229|0
190620|193229|0
191695|193229|0
191253|193229|0
190791|193229|0
190868|193229|0
190773|193229|0
190502|193229|0
190569|193229|0
191032|193229|0
190947|193229|0
191537|193229|0
190743|193229|0
190555|193229|0
191231|193229|0
191232|193229|0
191870|193229|0
191304|193229|0
190556|193229|0
191738|193229|0
191431|193229|0
190891|193229|0
191855|193229|0
191590|193229|0
191095|193229|0
190936|193229|0
191609|193229|0
190509|193229|0
191529|193229|0
190769|193229|0
191858|193229|0
190620|193232|0
191310|193239|0
190556|193249|0
191738|193249|0
191431|193249|0
190692|193254|0
190428|193254|0
190428|193276|0
191225|193276|0
190429|193276|0
191485|193276|0
191809|193276|0
191868|193276|0
191529|193276|0
191394|193276|0
190692|193318|0
190963|193318|0
190454|193318|0
191394|193318|0
190428|193329|0
191225|193329|0
190429|193329|0
191485|193329|0
190817|193329|0
190963|193329|0
191809|193329|0
190454|193329|0
190935|193329|0
191529|193329|0
191394|193329|0
191344|193329|0
190429|193330|0
190454|193356|0
190817|193360|0
191485|193373|0
190817|193373|0
190963|193373|0
191809|193373|0
190935|193373|0
191394|193373|0
190429|193377|0
190692|193414|0
190428|193414|0
191225|193414|0
191311|193414|0
191868|193414|0
190454|193414|0
191225|193416|0
191225|193418|0
191311|193421|0
190692|193439|0
190428|193439|0
191311|193439|0
190429|193439|0
191485|193439|0
191809|193439|0
191868|193439|0
190454|193439|0
191494|193439|0
190935|193439|0
190692|193448|0
190428|193448|0
191311|193448|0
190429|193448|0
191485|193448|0
191809|193448|0
191868|193448|0
190454|193448|0
191494|193448|0
190935|193448|0
190692|193466|0
190692|193472|0
190428|193472|0
191311|193472|0
190429|193472|0
190817|193472|0
191809|193472|0
191868|193472|0
191494|193472|0
191394|193472|0
190692|193496|0
191225|193496|0
191485|193496|0
190963|193496|0
191809|193496|0
191868|193496|0
190935|193496|0
191394|193496|0
190881|193532|0
191300|193532|0
191317|193532|0
191291|193532|0
191300|193561|0
191317|193563|0
190543|193578|0
191130|193578|0
190543|193590|0
191130|193590|0
190543|193600|0
191300|193600|0
190764|193600|0
191374|193600|0
190873|193600|0
191291|193600|0
191130|193600|0
190692|193674|0
190924|193674|0
191183|193674|0
191311|193674|0
191298|193674|0
191765|193674|0
190710|193674|0
191423|193674|0
191442|193674|0
190680|193674|0
191686|193674|0
191400|193674|0
190669|193674|0
191142|193674|0
191242|193674|0
190945|193674|0
190884|193674|0
191583|193674|0
191868|193674|0
191509|193674|0
190743|193674|0
190436|193674|0
190505|193674|0
190440|193674|0
191407|193674|0
191205|193674|0
190838|193674|0
190873|193674|0
191573|193674|0
190379|193674|0
191207|193674|0
191007|193674|0
191608|193674|0
190421|193674|0
190973|193674|0
191416|193674|0
191052|193674|0
190940|193674|0
191593|193674|0
191480|193674|0
191868|193687|0
191265|193699|0
191822|193699|0
191475|193699|0
190853|193870|0
190787|194060|0
190961|194060|0
190988|194060|0
190577|194060|0
190961|194070|0
191872|194074|0
190988|194098|0
190988|194107|0
191692|194120|0
191763|194120|0
190787|194120|0
190961|194120|0
190988|194120|0
191692|194122|0
191169|194153|0
191317|194160|0
191529|194160|0
191169|194166|0
191492|194166|0
190702|194166|0
190702|194180|0
191029|194182|0
191317|194194|0
191492|194194|0
190702|194194|0
191492|194195|0
191169|194209|0
191529|194230|0
191529|194237|0
191317|194246|0
191029|194274|0
190737|194292|0
190985|194320|0
191539|194329|0
190924|194337|0
190924|194340|0
190737|194340|0
191135|194368|0
190881|194383|0
191457|194383|0
190494|194383|0
190619|194383|0
191300|194383|0
191763|194385|0
190784|194393|0
191529|194416|0
191341|194441|0
191012|194442|0
191356|194445|0
190429|194445|0
191012|194445|0
191341|194445|0
190692|194450|0
191356|194450|0
190468|194450|0
190994|194492|0
190429|194502|0
191341|194502|0
190692|194538|0
191356|194538|0
190941|194538|0
191012|194538|0
191745|194538|0
190737|194538|0
191191|194538|0
190671|194538|0
191784|194538|0
191408|194538|0
191341|194538|0
191129|194538|0
190692|194555|0
191356|194555|0
190994|194555|0
190941|194555|0
190737|194555|0
190671|194555|0
190885|194555|0
191784|194555|0
191129|194555|0
190671|194576|0
190941|194594|0
191356|194595|0
190994|194595|0
190941|194595|0
191012|194595|0
190737|194595|0
191191|194595|0
190671|194595|0
191784|194595|0
191408|194595|0
191529|194595|0
190737|194597|0
191356|194607|0
190941|194607|0
191012|194607|0
191745|194607|0
190753|194607|0
191191|194607|0
191341|194607|0
190468|194607|0
190692|194633|0
190692|194665|0
191356|194665|0
190994|194665|0
191745|194665|0
191341|194665|0
191012|194669|0
191748|194687|0
190968|194706|0
191067|194715|0
190968|194739|0
191746|194740|0
191489|194740|0
191242|194740|0
190462|194740|0
190433|194740|0
191067|194748|0
190526|194748|0
191836|194748|0
190580|194748|0
190433|194748|0
190671|194748|0
190505|194748|0
191492|194748|0
190968|194748|0
191205|194748|0
191326|194748|0
190580|194763|0
190671|194764|0
190526|194776|0
191836|194776|0
191746|194776|0
191748|194776|0
190580|194776|0
191489|194776|0
190462|194776|0
190671|194776|0
190453|194776|0
191492|194776|0
191326|194776|0
191326|194783|0
191067|194793|0
190526|194793|0
190462|194793|0
190433|194793|0
190505|194793|0
190453|194793|0
191836|194804|0
191748|194804|0
191242|194804|0
190433|194804|0
190671|194804|0
191065|194804|0
191205|194804|0
190678|194804|0
191326|194804|0
191836|194805|0
191067|194822|0
191836|194822|0
191748|194822|0
190580|194822|0
191242|194822|0
190433|194822|0
190505|194822|0
190453|194822|0
191492|194822|0
190968|194822|0
191205|194822|0
190453|194858|0
190526|194871|0
191489|194871|0
190671|194871|0
190453|194871|0
191065|194871|0
191205|194871|0
190526|194876|0
190526|194894|0
191836|194894|0
191746|194894|0
191489|194894|0
190462|194894|0
190433|194894|0
190505|194894|0
190453|194894|0
191492|194894|0
191205|194894|0
190526|194905|0
191067|194906|0
190526|194911|0
190433|194912|0
190678|194921|0
191489|194948|0
191067|194950|0
190526|194950|0
191836|194950|0
190580|194950|0
191489|194950|0
191242|194950|0
190671|194950|0
190453|194950|0
191492|194950|0
190968|194950|0
191065|194950|0
191205|194950|0
190935|194950|0
191067|194955|0
191836|194955|0
190453|194955|0
191067|194960|0
191492|194979|0
191836|194995|0
191067|195000|0
191836|195000|0
191746|195000|0
190580|195000|0
190671|195000|0
190453|195000|0
190968|195000|0
191065|195000|0
191205|195000|0
190671|195001|0
191492|195004|0
190580|195009|0
191836|195016|0
190936|195057|0
191744|195070|0
191136|195070|0
191646|195070|0
191487|195070|0
190453|195090|0
191487|195100|0
191539|195109|0
191067|195112|0
191225|195159|0
191744|195159|0
191638|195171|0
191067|195171|0
191225|195171|0
191744|195171|0
191646|195171|0
191242|195171|0
190945|195171|0
190805|195171|0
190671|195171|0
190450|195171|0
191566|195171|0
190476|195171|0
191584|195171|0
190453|195171|0
191539|195171|0
191850|195171|0
190795|195171|0
190917|195171|0
191077|195171|0
190671|195184|0
191260|195224|0
191566|195224|0
191067|195225|0
191136|195225|0
190722|195225|0
191487|195225|0
191242|195225|0
191371|195225|0
190945|195225|0
190805|195225|0
190671|195225|0
190450|195225|0
191260|195225|0
191566|195225|0
191539|195225|0
191883|195225|0
190936|195225|0
191077|195237|0
191067|195259|0
191136|195259|0
190722|195259|0
191371|195259|0
190945|195259|0
190450|195259|0
191566|195259|0
190476|195259|0
190453|195259|0
191850|195259|0
191431|195259|0
191067|195265|0
191136|195265|0
190722|195265|0
191371|195265|0
190945|195265|0
190450|195265|0
191566|195265|0
190476|195265|0
190453|195265|0
191850|195265|0
191431|195265|0
190450|195292|0
191225|195300|0
191638|195323|0
190795|195325|0
191735|195337|0
190766|195377|0
191374|195377|0
191174|195377|0
191735|195377|0
191735|195386|0
191833|195392|0
191638|195392|0
191169|195392|0
191613|195392|0
191228|195392|0
191864|195392|0
191003|195392|0
190983|195392|0
190777|195392|0
191306|195392|0
191529|195392|0
191228|195428|0
190983|195428|0
190766|195428|0
191735|195428|0
191306|195428|0
191622|195428|0
190508|195437|0
190600|195441|0
190441|195467|0
191022|195473|0
190942|195480|0
191662|195480|0
191103|195480|0
190737|195480|0
191613|195480|0
190815|195487|0
191744|195487|0
190942|195487|0
191662|195487|0
190737|195487|0
191613|195487|0
190805|195487|0
191702|195487|0
190766|195487|0
191374|195487|0
191306|195487|0
190825|195487|0
191872|195487|0
190776|195510|0
190674|195510|0
191291|195536|0
191638|195539|0
190815|195539|0
191056|195539|0
191082|195539|0
191662|195539|0
191169|195539|0
191457|195539|0
190619|195539|0
191103|195539|0
190737|195539|0
191613|195539|0
191285|195539|0
191228|195539|0
190805|195539|0
190766|195539|0
191174|195539|0
190776|195539|0
190674|195539|0
191735|195539|0
190777|195539|0
191306|195539|0
191622|195539|0
191291|195539|0
191022|195539|0
190600|195539|0
191470|195568|0
190973|195568|0
191451|195568|0
191250|195568|0
191820|195568|0
191060|195593|0
191060|195606|0
191508|195606|0
190806|195606|0
191782|195606|0
191045|195606|0
190766|195606|0
191319|195606|0
191812|195606|0
191092|195606|0
191246|195606|0
190988|195606|0
190404|195606|0
190702|195606|0
190490|195606|0
190703|195606|0
191218|195606|0
190536|195606|0
190575|195606|0
191145|195606|0
190837|195606|0
191273|195606|0
190523|195606|0
190970|195606|0
190873|195606|0
191291|195606|0
191635|195606|0
191022|195606|0
190379|195606|0
191234|195606|0
191470|195606|0
190973|195606|0
191451|195606|0
191250|195606|0
191820|195606|0
191471|195606|0
190769|195606|0
190492|195606|0
191182|195606|0
191860|195606|0
190784|195606|0
190837|195610|0
191092|195631|0
191246|195631|0
190766|195631|0
191763|195631|0
190848|195631|0
191014|195631|0
190493|195631|0
191216|195631|0
190784|195631|0
191712|195631|0
190428|195631|0
190562|195631|0
191060|195631|0
190490|195631|0
191833|195631|0
190575|195631|0
190895|195631|0
191201|195631|0
190370|195631|0
191429|195631|0
191259|195631|0
190963|195631|0
191122|195631|0
191769|195631|0
191138|195631|0
191122|195636|0
190784|195637|0
191712|195637|0
190428|195637|0
191807|195651|0
191649|195675|0
191833|195679|0
191638|195679|0
190560|195679|0
191763|195679|0
191136|195679|0
191777|195679|0
190651|195679|0
190789|195679|0
191103|195679|0
191138|195679|0
191769|195679|0
190897|195679|0
190868|195679|0
190432|195679|0
191649|195679|0
191864|195679|0
191122|195679|0
191508|195679|0
191782|195679|0
190766|195679|0
191319|195679|0
191092|195679|0
191246|195679|0
190490|195679|0
190703|195679|0
191218|195679|0
190536|195679|0
191273|195679|0
190523|195679|0
191470|195679|0
190973|195679|0
191820|195679|0
190703|195682|0
191777|195684|0
190868|195696|0
191137|195700|0
191833|195740|0
190895|195740|0
191684|195740|0
190543|195740|0
191082|195740|0
191137|195740|0
190770|195740|0
191777|195740|0
190651|195740|0
190848|195740|0
191695|195740|0
191138|195740|0
191807|195740|0
191154|195740|0
190432|195740|0
191649|195740|0
191864|195740|0
191122|195740|0
191508|195740|0
191782|195740|0
191045|195740|0
190766|195740|0
191319|195740|0
191092|195740|0
190702|195740|0
190490|195740|0
190703|195740|0
190536|195740|0
191145|195740|0
190837|195740|0
190970|195740|0
190873|195740|0
190379|195740|0
191234|195740|0
191470|195740|0
191451|195740|0
191820|195740|0
191833|195760|0
191684|195760|0
191712|195760|0
191137|195760|0
191777|195760|0
190651|195760|0
191103|195760|0
190848|195760|0
191014|195760|0
191769|195760|0
190963|195760|0
191154|195760|0
191508|195760|0
190806|195760|0
191045|195760|0
191319|195760|0
191812|195760|0
190988|195760|0
190702|195760|0
191218|195760|0
190536|195760|0
190575|195760|0
191145|195760|0
190837|195760|0
191273|195760|0
190523|195760|0
190970|195760|0
190873|195760|0
191291|195760|0
191635|195760|0
190379|195760|0
191250|195760|0
191860|195760|0
191154|195761|0
191833|195765|0
191684|195765|0
191712|195765|0
191137|195765|0
191777|195765|0
190651|195765|0
191103|195765|0
190848|195765|0
191014|195765|0
191769|195765|0
190963|195765|0
191154|195765|0
191508|195765|0
190806|195765|0
191045|195765|0
191319|195765|0
191812|195765|0
190988|195765|0
190702|195765|0
191218|195765|0
190536|195765|0
190575|195765|0
191145|195765|0
190837|195765|0
191273|195765|0
190523|195765|0
190970|195765|0
190873|195765|0
191291|195765|0
191635|195765|0
190379|195765|0
191250|195765|0
191860|195765|0
190703|195794|0
191833|195795|0
191684|195795|0
191712|195795|0
190560|195795|0
191136|195795|0
191137|195795|0
190770|195795|0
191777|195795|0
190651|195795|0
191103|195795|0
190848|195795|0
191695|195795|0
191014|195795|0
191138|195795|0
190547|195795|0
191769|195795|0
190868|195795|0
190963|195795|0
190764|195795|0
191122|195795|0
191060|195795|0
190766|195795|0
191812|195795|0
191092|195795|0
190404|195795|0
190702|195795|0
190490|195795|0
190703|195795|0
191218|195795|0
191145|195795|0
190837|195795|0
191273|195795|0
190970|195795|0
191022|195795|0
190379|195795|0
191470|195795|0
190769|195795|0
191769|195796|0
190789|195880|0
191812|195892|0
191833|195897|0
191638|195897|0
190895|195897|0
191684|195897|0
191712|195897|0
190543|195897|0
191763|195897|0
191082|195897|0
191137|195897|0
190651|195897|0
190789|195897|0
191103|195897|0
190848|195897|0
191014|195897|0
191807|195897|0
190547|195897|0
191769|195897|0
190897|195897|0
190868|195897|0
191154|195897|0
191864|195897|0
190764|195897|0
191122|195897|0
191060|195897|0
191782|195897|0
191045|195897|0
191319|195897|0
191812|195897|0
191092|195897|0
191246|195897|0
190988|195897|0
190702|195897|0
191218|195897|0
190575|195897|0
191145|195897|0
191273|195897|0
190970|195897|0
191635|195897|0
191022|195897|0
190379|195897|0
191470|195897|0
191451|195897|0
191250|195897|0
190560|195900|0
191136|195900|0
191082|195900|0
191137|195900|0
190770|195900|0
191777|195900|0
190789|195900|0
191103|195900|0
191695|195900|0
191138|195900|0
190547|195900|0
191154|195900|0
190432|195900|0
190817|196126|0
190768|196126|0
191065|196126|0
191078|196126|0
191065|196157|0
190973|196157|0
190817|196163|0
190817|196171|0
191695|196171|0
190983|196171|0
190555|196171|0
190768|196171|0
191065|196171|0
190973|196171|0
191833|196221|0
190983|196221|0
190555|196221|0
190768|196221|0
191590|196221|0
190973|196221|0
190983|196237|0
191698|196242|0
191833|196243|0
190817|196243|0
191695|196243|0
191698|196243|0
190983|196243|0
191695|196272|0
191698|196272|0
190555|196272|0
191065|196272|0
191065|196275|0
191695|196301|0
191695|196313|0
191698|196313|0
190983|196313|0
191078|196313|0
191383|196387|0
191516|196387|0
190816|196387|0
190817|196387|0
190413|196387|0
191110|196387|0
191196|196387|0
191074|196387|0
191306|196387|0
191306|196390|0
191516|196400|0
190817|196400|0
191110|196400|0
190891|196413|0
191860|196415|0
191383|196438|0
191516|196438|0
191358|196438|0
190816|196438|0
191646|196438|0
190413|196438|0
191110|196438|0
190487|196438|0
191092|196438|0
190488|196438|0
191074|196438|0
190888|196438|0
191306|196438|0
190891|196438|0
191306|196459|0
191306|196485|0
191110|196489|0
191110|196496|0
191537|196496|0
191092|196496|0
191196|196496|0
191306|196496|0
190891|196496|0
191110|196498|0
191537|196498|0
191092|196498|0
191196|196498|0
191306|196498|0
190891|196498|0
191358|196503|0
190585|196524|0
191833|196535|0
191067|196535|0
191684|196535|0
191693|196535|0
191100|196535|0
191659|196535|0
191744|196535|0
190585|196535|0
191777|196535|0
190789|196535|0
190848|196535|0
191695|196535|0
191647|196535|0
190399|196535|0
190868|196535|0
190740|196535|0
190432|196535|0
190756|196535|0
190591|196535|0
190743|196535|0
191092|196535|0
190985|196535|0
191174|196535|0
190596|196535|0
190767|196535|0
190573|196535|0
191622|196535|0
190824|196535|0
190837|196535|0
190825|196535|0
191511|196535|0
191635|196535|0
190379|196535|0
191589|196535|0
191409|196535|0
191470|196535|0
191324|196535|0
191417|196535|0
191250|196535|0
191355|196535|0
191865|196542|0
190961|196553|0
191054|196582|0
190974|196582|0
191208|196582|0
191028|196582|0
190961|196582|0
191615|196582|0
190415|196582|0
191031|196582|0
191850|196582|0
190823|196582|0
191249|196582|0
190974|196586|0
191695|196586|0
191732|196586|0
191443|196586|0
190790|196586|0
190980|196586|0
191783|196586|0
191144|196586|0
191773|196586|0
190599|196586|0
190840|196586|0
190600|196586|0
190392|196586|0
191726|196586|0
190974|196593|0
191358|196593|0
191695|196593|0
191732|196593|0
191443|196593|0
190790|196593|0
190980|196593|0
191783|196593|0
191144|196593|0
191773|196593|0
190599|196593|0
190840|196593|0
190600|196593|0
190392|196593|0
191726|196593|0
191242|196605|0
190935|196616|0
190509|196620|0
190708|196645|0
190995|196645|0
191067|196645|0
191836|196645|0
190471|196645|0
191057|196645|0
191242|196645|0
190532|196645|0
190569|196645|0
191428|196645|0
190836|196645|0
191870|196645|0
191205|196645|0
190935|196645|0
190747|196645|0
190509|196645|0
191057|196648|0
190532|196685|0
190836|196685|0
191870|196685|0
190455|196685|0
191205|196685|0
190935|196685|0
190559|196700|0
191208|196700|0
191836|196700|0
190471|196700|0
191242|196700|0
190836|196700|0
191065|196700|0
190935|196700|0
190747|196700|0
191276|196700|0
190836|196731|0
190708|196743|0
190559|196743|0
191067|196743|0
190471|196743|0
191057|196743|0
191242|196743|0
190532|196743|0
190569|196743|0
191428|196743|0
190836|196743|0
190455|196743|0
191205|196743|0
190935|196743|0
191883|196743|0
190995|196806|0
190471|196806|0
191242|196806|0
190532|196806|0
190569|196806|0
191428|196806|0
190455|196806|0
191006|196806|0
191065|196806|0
190532|196854|0
190462|196854|0
190569|196854|0
191428|196854|0
190836|196854|0
191870|196854|0
190471|196874|0
191057|196874|0
191242|196874|0
190532|196874|0
190836|196874|0
190455|196874|0
190532|196879|0
190836|196880|0
190559|196899|0
191067|196899|0
191208|196899|0
191836|196899|0
