id|name|url
15211|Person|http://dbpedia.org/ontology/Person
15228|MusicalArtist|http://dbpedia.org/ontology/MusicalArtist
15271|Song|http://dbpedia.org/ontology/Song
15225|TennisPlayer|http://dbpedia.org/ontology/TennisPlayer
15215|BritishRoyalty|http://dbpedia.org/ontology/BritishRoyalty
15235|Scientist|http://dbpedia.org/ontology/Scientist
15219|Philosopher|http://dbpedia.org/ontology/Philosopher
15221|Artist|http://dbpedia.org/ontology/Artist
15210|OfficeHolder|http://dbpedia.org/ontology/OfficeHolder
15212|Agent|http://dbpedia.org/ontology/Agent
15213|Thing|http://www.w3.org/2002/07/owl#Thing
15214|Monarch|http://dbpedia.org/ontology/Monarch
15216|Royalty|http://dbpedia.org/ontology/Royalty
15217|Saint|http://dbpedia.org/ontology/Saint
15218|Cleric|http://dbpedia.org/ontology/Cleric
15220|Writer|http://dbpedia.org/ontology/Writer
15222|President|http://dbpedia.org/ontology/President
15223|Politician|http://dbpedia.org/ontology/Politician
15224|SoccerManager|http://dbpedia.org/ontology/SoccerManager
15226|Athlete|http://dbpedia.org/ontology/Athlete
15227|SoccerPlayer|http://dbpedia.org/ontology/SoccerPlayer
15229|FormulaOneRacer|http://dbpedia.org/ontology/FormulaOneRacer
15230|PrimeMinister|http://dbpedia.org/ontology/PrimeMinister
15231|Cricketer|http://dbpedia.org/ontology/Cricketer
15232|GolfPlayer|http://dbpedia.org/ontology/GolfPlayer
15233|Comedian|http://dbpedia.org/ontology/Comedian
15234|Cyclist|http://dbpedia.org/ontology/Cyclist
15236|Judge|http://dbpedia.org/ontology/Judge
15237|MilitaryPerson|http://dbpedia.org/ontology/MilitaryPerson
15238|MartialArtist|http://dbpedia.org/ontology/MartialArtist
15239|ComicsCreator|http://dbpedia.org/ontology/ComicsCreator
15240|IceHockeyPlayer|http://dbpedia.org/ontology/IceHockeyPlayer
15241|Architect|http://dbpedia.org/ontology/Architect
15242|MemberOfParliament|http://dbpedia.org/ontology/MemberOfParliament
15243|Wrestler|http://dbpedia.org/ontology/Wrestler
15244|Actor|http://dbpedia.org/ontology/Actor
15245|BasketballPlayer|http://dbpedia.org/ontology/BasketballPlayer
15246|NascarDriver|http://dbpedia.org/ontology/NascarDriver
15247|BaseballPlayer|http://dbpedia.org/ontology/BaseballPlayer
15248|ChristianBishop|http://dbpedia.org/ontology/ChristianBishop
15249|Chancellor|http://dbpedia.org/ontology/Chancellor
15250|Senator|http://dbpedia.org/ontology/Senator
15251|Band|http://dbpedia.org/ontology/Band
15252|Organisation|http://dbpedia.org/ontology/Organisation
15253|Boxer|http://dbpedia.org/ontology/Boxer
15254|AmericanFootballPlayer|http://dbpedia.org/ontology/AmericanFootballPlayer
15255|GridironFootballPlayer|http://dbpedia.org/ontology/GridironFootballPlayer
15256|SnookerChamp|http://dbpedia.org/ontology/SnookerChamp
15257|SnookerPlayer|http://dbpedia.org/ontology/SnookerPlayer
15258|Governor|http://dbpedia.org/ontology/Governor
15259|Model|http://dbpedia.org/ontology/Model
15260|FictionalCharacter|http://dbpedia.org/ontology/FictionalCharacter
15261|Criminal|http://dbpedia.org/ontology/Criminal
15262|Congressman|http://dbpedia.org/ontology/Congressman
15263|Film|http://dbpedia.org/ontology/Film
15264|Work|http://dbpedia.org/ontology/Work
15265|Astronaut|http://dbpedia.org/ontology/Astronaut
15266|CollegeCoach|http://dbpedia.org/ontology/CollegeCoach
15267|AdultActor|http://dbpedia.org/ontology/AdultActor
15268|Single|http://dbpedia.org/ontology/Single
15269|MusicalWork|http://dbpedia.org/ontology/MusicalWork
15270|Album|http://dbpedia.org/ontology/Album
15272|Country|http://dbpedia.org/ontology/Country
15273|PopulatedPlace|http://dbpedia.org/ontology/PopulatedPlace
15274|Place|http://dbpedia.org/ontology/Place
15275|ComicsCharacter|http://dbpedia.org/ontology/ComicsCharacter
15276|EurovisionSongContestEntry|http://dbpedia.org/ontology/EurovisionSongContestEntry
15277|Company|http://dbpedia.org/ontology/Company
15278|MilitaryUnit|http://dbpedia.org/ontology/MilitaryUnit
15279|SportsTeamMember|http://dbpedia.org/ontology/SportsTeamMember
15280|OrganisationMember|http://dbpedia.org/ontology/OrganisationMember
