Place_id1|Place_id2
2|1455
5|1457
8|1455
21|1455
22|1455
25|1455
26|1455
28|1455
39|1455
44|1455
47|1457
49|1457
60|1455
61|1457
68|1455
69|1457
70|1457
73|1455
74|1455
76|1455
83|1455
84|1455
87|1455
90|1455
91|1457
96|1455
97|1455
100|1455
102|1455
104|1455
108|1457
110|1455
508|2
511|5
514|8
527|21
528|22
531|25
532|26
534|28
545|39
550|44
553|47
555|49
556|49
557|49
558|49
559|49
560|49
561|49
562|49
563|49
564|49
565|49
566|49
567|49
568|49
569|49
570|49
571|49
572|49
573|49
574|49
575|49
576|49
577|49
578|49
579|49
580|49
581|49
582|49
583|49
584|49
585|49
586|49
587|49
588|49
589|49
590|49
591|49
592|49
593|49
594|49
960|60
961|60
962|60
963|60
964|60
965|60
966|60
967|60
968|60
969|60
970|61
971|61
972|61
973|61
974|61
975|61
976|61
977|61
978|61
979|61
1040|68
1041|68
1042|68
1043|68
1044|68
1045|68
1046|68
1047|68
1048|68
1049|68
1050|69
1051|69
1052|69
1053|69
1054|69
1055|69
1056|69
1057|69
1058|69
1059|69
1060|70
1061|70
1062|70
1063|70
1064|70
1065|70
1066|70
1067|70
1068|70
1069|70
1090|73
1091|73
1092|73
1093|73
1094|73
1095|73
1096|73
1097|73
1098|73
1099|73
1100|74
1101|74
1102|74
1103|74
1104|74
1105|74
1106|74
1107|74
1108|74
1109|74
1119|76
1120|76
1121|76
1122|76
1123|76
1124|76
1125|76
1126|76
1127|76
1128|76
1188|83
1189|83
1190|83
1191|83
1192|83
1193|83
1194|83
1195|83
1196|83
1197|84
1198|84
1199|84
1200|84
1201|84
1202|84
1203|84
1204|84
1205|84
1206|84
1227|87
1228|87
1229|87
1230|87
1231|87
1232|87
1233|87
1234|87
1235|87
1236|87
1257|90
1258|90
1259|90
1260|90
1261|90
1262|90
1263|90
1264|90
1265|90
1266|90
1267|91
1268|91
1269|91
1270|91
1271|91
1272|91
1273|91
1274|91
1275|91
1276|91
1315|96
1316|96
1317|96
1318|96
1319|96
1320|96
1321|96
1322|96
1323|96
1324|97
1325|97
1326|97
1327|97
1328|97
1329|97
1330|97
1331|97
1332|97
1353|100
1354|100
1355|100
1356|100
1357|100
1358|100
1359|100
1360|100
1361|100
1362|100
1373|102
1374|102
1375|102
1376|102
1377|102
1378|102
1379|102
1380|102
1381|102
1392|104
1393|104
1394|104
1395|104
1396|104
1397|104
1398|104
1399|104
1400|104
1401|104
1426|108
1427|108
1428|108
1429|108
1430|108
1431|108
1432|108
1433|108
1444|110
1445|110
1446|110
1447|110
1448|110
1449|110
1450|110
1451|110
1452|110
1453|110
