Comment_id|Person_id
39388|190885
39389|191744
39390|190885
39391|191744
39392|191744
39393|190885
39394|191744
39395|190885
39396|191744
39397|190885
39398|190885
39399|191744
39400|190942
39401|190737
39402|190942
39403|190737
39404|190737
39405|190737
39407|190942
39408|190737
39412|190737
39413|190737
39414|190737
39415|190942
39417|190737
39419|190737
39431|190737
39434|190737
39437|190942
39438|190942
39439|190737
39440|190942
39441|190737
39445|190942
39447|190737
39449|190737
39450|190737
39451|190942
39453|190942
39455|190737
39456|190942
39457|190942
39464|190942
39466|190737
39467|190942
39469|190737
39470|190942
39477|190942
39478|190942
39480|190737
39481|190942
39483|190737
39484|190942
39485|190737
39489|190942
39492|190942
39494|190737
39497|190671
39498|190671
39502|190713
39524|190648
39527|191307
39528|191556
39529|191191
39531|191556
39545|191191
39547|191340
39551|191348
39557|191348
39566|191186
39567|190885
39574|191340
39580|191186
39582|191191
39583|191191
39589|191556
39600|190885
39602|190973
39604|191110
39609|191171
39640|191171
39658|190957
39659|190957
39662|191585
39667|190648
39669|191585
39670|191585
39675|190648
39680|191809
39683|191809
39684|191695
39689|191695
39690|191695
39692|191695
39696|191695
39701|191695
39717|191695
39727|191695
39733|191695
39742|191809
39747|191809
39758|191809
39759|191695
39760|191809
39761|191695
39762|191695
39770|191695
39771|191695
39772|191695
39774|191695
39778|191695
39781|191695
39784|191695
39785|191695
39793|191809
39796|191695
39799|191809
39801|191809
39803|191695
39806|191695
39850|191255
39851|191255
39858|190737
39860|190737
39877|190737
39880|190737
39884|191539
39887|190737
39889|191539
39890|191539
39893|190737
39894|190737
39895|191539
39899|191539
39902|191539
39905|190737
39910|190737
39911|191539
39920|190737
39925|190737
39927|190737
39931|190737
39933|190737
39934|191539
39943|191695
39944|190791
39946|191431
39954|191695
39955|191695
39958|191695
39959|191695
39960|191695
39961|191695
39964|190569
39968|190791
39972|190791
39982|190947
39989|191695
39991|191695
39992|191695
39994|190569
39997|190569
40002|191431
40012|191695
40024|190947
40029|190569
40034|190791
40042|190791
40045|190791
40051|191695
40055|191695
40069|191695
40076|190947
40077|190791
40078|190947
40088|190791
40095|190947
40102|191431
40103|190947
40106|190569
40111|191695
40112|190791
40129|190791
40134|191695
40137|191695
40145|191695
40162|190791
40163|190791
40178|191695
40184|191695
40187|190791
40192|191304
40198|190947
40201|190791
40202|190947
40208|191304
40209|190936
40230|190817
40234|190817
40236|190817
40237|191809
40239|190817
40241|190817
40247|191809
40248|190817
40254|190817
40255|190817
40256|191809
40265|190817
40281|190817
40282|190817
40285|190817
40290|191809
40291|190817
40293|190817
40299|190817
40304|190817
40309|191809
40320|190817
40322|190817
40326|190817
40337|190817
40343|191809
40348|191809
40351|190817
40362|190817
40366|190873
40368|191218
40371|191022
40373|191022
40375|191218
40376|191022
40377|191585
40379|190439
40388|191539
40393|190508
40402|191850
40407|191850
40410|191539
40415|190739
40417|191417
40419|191174
40423|191266
40429|190942
40431|190439
40433|191266
40434|191417
40439|190456
40440|191174
40449|190825
40452|190456
40454|190439
40456|191539
40460|190825
40464|190825
40466|190739
40467|190777
40468|191693
40470|190456
40476|190456
40477|191050
40481|190825
40493|190508
40498|191040
40503|190777
40508|191693
40518|191142
40528|190710
40531|191298
40532|191298
40533|191298
40535|190710
40536|191183
40538|191298
40539|191183
40540|190710
40541|190710
40542|190710
40544|191183
40551|191142
40555|191183
40560|191183
40563|191183
40564|191183
40565|190710
40576|190873
40577|191142
40583|191183
40592|191298
40596|190973
40604|190873
40614|190873
40618|190873
40620|191298
40622|191298
40629|191298
40630|191298
40657|191183
40658|191183
40665|191142
40667|191142
40671|191142
40677|191298
40679|191183
40683|191298
40685|191298
40689|191183
40690|191298
40694|191183
40695|191183
40696|190710
40704|191183
40706|191183
40707|191298
40710|190710
40715|191298
40721|191183
40722|191142
40728|191142
40743|190710
40754|191183
40762|191183
40764|191298
40769|191183
40772|191183
40780|191183
40786|190710
40791|190710
40796|191298
40802|191298
40819|191284
40821|191811
40826|190476
40832|191265
40833|190598
40834|191811
40835|190598
40838|190476
40840|191475
40841|191475
40842|191284
40843|191284
40847|191475
40848|191284
40849|191284
40850|191284
40851|191475
40854|190556
40856|191811
40858|191412
40859|191601
40864|191601
40871|191265
40873|191284
40874|190476
40876|191811
40880|191265
40883|191265
40885|191284
40886|191601
40889|190476
40896|191475
40900|191601
40901|191811
40909|191811
40910|190476
40911|191284
40917|191811
40920|191284
40922|191284
40924|191284
40925|191284
40927|191284
40933|191284
40942|191284
40947|191475
40948|191475
40949|191412
40954|191811
40957|190556
40961|190476
40966|191475
40967|191412
40970|191284
40971|191284
40973|191601
40978|190476
40980|191284
40992|190817
40993|190817
40994|191064
40995|190817
40996|190942
40997|190942
40998|191850
41001|190817
41004|191174
41006|191174
41009|190817
41010|190817
41012|190942
41013|190817
41016|190942
41018|190942
41019|190942
41020|190817
41021|190942
41022|190942
41026|191174
41031|190942
41032|191174
41033|190942
41037|190942
41038|190942
41043|190817
41051|190817
41053|190817
41054|190817
41055|190942
41056|190817
41059|191064
41066|190817
41067|191850
41068|190817
41070|190817
41077|190942
41081|190488
41083|190817
41088|191064
41089|190817
41090|191064
41091|190942
41092|191174
41093|190817
41098|191064
41107|190942
41108|190942
41112|190817
41113|190817
41114|190942
41116|190488
41117|190942
41128|190488
41129|191064
41133|190817
41134|191064
41136|191850
41138|191174
41140|191174
41146|191850
41148|191174
41150|190842
41151|190488
41154|191174
41155|191064
41165|191064
41166|191850
41168|190488
41171|190942
41173|190488
41176|191692
41179|190988
41185|191692
41189|190988
41194|191692
41200|191237
41206|191029
41209|191029
41215|191029
41220|191028
41223|190957
41224|191744
41225|190737
41227|190957
41228|191744
41229|191744
41250|190910
41254|190910
41257|190960
41268|190638
41286|190960
41293|190703
41307|190686
41310|190638
41328|190686
41329|190638
41332|190960
41363|190638
41365|190638
41370|190638
41378|190638
41382|191585
41384|190703
41385|191585
41411|190960
41427|190960
41441|190960
41443|191585
41451|190910
41454|190960
41458|190960
41462|190910
41466|190910
41471|190686
41479|190960
41481|190960
41482|190910
41492|190910
41507|190910
41519|190960
41525|190638
41533|190960
41538|190960
41544|190960
41568|190671
41570|190885
41572|190737
41579|191191
41586|190737
41587|190737
41588|190671
41591|191191
41600|190737
41606|190671
41614|190737
41615|190885
41619|191191
41621|190737
41623|190737
41625|190737
41628|191191
41634|190526
41636|191067
41640|190526
41641|190526
41642|190580
41645|190580
41647|190526
41649|191067
41650|190526
41651|190526
41653|191067
41654|190580
41656|190580
41658|190580
41660|191067
41661|191067
41665|190580
41666|190526
41673|190580
41676|191067
41677|191067
41679|191067
41681|190580
41684|191489
41685|190526
41686|191067
41688|191067
41689|190580
41691|190526
41692|190526
41694|190580
41695|191067
41696|191067
41697|190526
41698|191067
41699|190580
41702|191489
41704|191489
41706|190526
41710|190580
41712|191489
41717|191489
41723|191067
41729|190671
41730|190580
41731|190526
41732|191489
41734|190526
41736|190671
41740|191067
41741|190526
41742|191067
41744|190580
41745|190526
41747|190526
41749|190678
41750|190580
41752|191067
41753|191489
41754|190526
41756|191067
41758|191489
41764|190526
41768|191489
41769|190526
41771|191489
41772|190580
41774|191489
41775|190580
41778|191489
41781|191067
41786|190671
41789|191067
41801|190580
41802|190580
41803|190580
41804|190580
41806|190526
41807|190526
41810|191067
41812|190580
41813|190526
41814|190526
41815|190526
41816|190526
41817|191067
41818|190580
41820|190580
41822|190526
41826|190580
41827|190580
41836|190526
41837|191489
41838|191067
41840|190526
41842|190580
41843|191067
41844|190671
41845|190476
41846|190671
41849|191539
41850|191067
41852|191067
41858|191487
41860|190476
41861|190476
41865|190671
41866|191850
41870|191850
41873|191487
41877|190600
41883|190777
41886|190815
41888|191735
41891|190815
41896|191103
41904|190777
41905|191174
41906|190600
41910|191735
41911|191744
41914|190815
41917|190737
41919|190942
41920|191662
41922|190942
41926|191662
41927|191662
41929|191662
41930|190815
41935|191103
41947|191662
41948|190942
41950|191662
41952|191744
41954|190942
41955|190737
41964|191662
41968|191103
41970|191744
41971|190815
41977|191744
41979|191662
41981|190942
41986|190942
41988|190942
41994|191744
41996|191662
42004|190942
42005|191662
42012|190895
42013|190895
42017|191103
42025|191218
42034|190873
42050|191045
42060|191695
42063|191649
42064|191014
42081|191807
42082|191014
42088|191103
42090|191695
42098|191103
42103|191649
42106|191045
42112|191045
42115|191014
42124|190895
42126|191695
42128|190895
42135|191103
42142|191807
42152|190895
42162|190703
42163|190895
42165|191045
42168|191014
42169|191014
42170|191103
42178|191649
42180|190895
42189|191649
42190|190873
42193|190703
42196|191045
42202|191218
42210|190895
42213|191649
42220|191695
42231|190703
42232|190703
42233|190988
42234|191014
42235|191103
42241|190703
42257|191022
42258|190895
42260|190895
42264|190873
42265|190703
42277|190703
42289|190988
42300|191218
42302|191273
42303|191218
42304|190895
42318|191695
42320|191014
42321|191014
42322|191695
42325|191695
42326|190895
42328|190895
42330|191807
42333|190895
42338|191218
42342|190988
42346|190873
42347|191807
42354|191649
42357|191695
42362|191695
42367|190873
42375|191045
42377|191807
42381|191218
42382|191045
42389|191218
42404|191695
42405|191103
42406|190895
42407|191103
42410|191695
42412|191649
42415|191807
42420|191807
42425|191695
42429|191014
42433|191807
42437|190873
42443|191103
42446|190895
42447|191218
42450|191014
42454|191014
42461|191649
42465|191807
42466|191807
42475|191807
42482|191103
42484|191014
42500|191695
42508|191807
42512|191014
42516|190895
42525|191807
42537|191649
42538|191649
42554|191014
42558|191014
42565|191103
42580|191218
42584|191695
42590|191218
42592|191014
42595|190988
42599|191022
42606|191649
42614|191429
42631|191429
42635|191429
42641|191014
42646|191429
42661|190895
42665|190895
42678|191429
42680|191429
42697|191429
42700|191014
42711|191429
42712|191429
42715|190895
42716|191014
42718|191014
42719|191014
42721|190895
42724|191429
42734|191429
42737|191429
42743|191429
42747|191429
42752|191429
42769|190895
42792|190895
42799|190895
42804|190895
42805|191429
42806|191429
42808|190895
42815|191014
42816|190895
42821|191014
42833|191429
42841|190895
42856|191429
42860|190895
42865|191014
42879|191429
42886|190895
42899|190895
42906|191429
42916|190895
42917|191429
42978|191110
42979|191110
42984|191383
42992|190488
42998|190635
42999|190635
43000|190488
43002|191383
43008|190817
43019|191383
43021|190635
43023|190488
43024|190488
43025|191110
43027|190488
43028|190488
43030|190817
43032|190817
43033|190635
43038|190635
43039|191383
43044|191383
43045|191383
43048|191383
