Post_id|Place_id
192025|108
192037|4
192095|87
192186|48
192237|13
192238|13
192239|13
192240|13
192252|77
192253|87
192254|87
192255|87
192256|87
192257|87
192258|87
192259|87
192260|87
192261|87
192262|87
192263|87
192264|87
192265|87
192266|87
192267|87
192268|87
192269|87
192270|87
192271|87
192272|87
192274|87
192275|87
192276|87
192277|87
192278|87
192279|87
192280|87
192281|87
192282|87
192283|87
192284|87
192285|87
192286|87
192287|87
192288|87
192289|87
192290|87
192291|87
192292|87
192293|87
192294|87
192295|87
192296|87
192297|87
192298|87
192299|87
192300|87
192301|87
192302|87
192303|87
192304|87
192305|87
192306|87
192307|87
192308|87
192309|87
192310|87
192311|87
192312|87
192313|87
192314|87
192315|87
192316|87
192317|87
192318|87
192319|87
192320|87
192321|87
192322|87
192323|87
192325|87
192326|87
192327|87
192328|87
192329|81
192330|87
192331|87
192332|87
192334|87
192335|87
192336|87
192337|87
192338|87
192339|87
192340|87
192341|87
192342|87
192343|87
192344|87
192345|87
192346|87
192347|87
192348|87
192349|87
192350|87
192351|87
192352|87
192353|87
192354|87
192355|87
192356|87
192357|87
192358|87
192359|87
192360|87
192361|87
192362|87
192363|87
192364|87
192365|87
192366|87
192367|87
192368|87
192369|87
192370|87
192371|87
192372|87
192373|87
192374|87
192375|87
192377|87
192378|87
192379|87
192380|87
192381|87
192382|87
192383|87
192384|87
192385|87
192386|80
192387|87
192388|87
192389|87
192391|87
192392|87
192393|87
192394|87
192395|87
192396|87
192397|97
192398|87
192399|87
192400|87
192401|87
192402|87
192403|87
192404|87
192405|87
192406|87
192407|87
192408|87
192409|87
192410|87
192411|87
192412|87
192413|87
192414|87
192415|87
192416|87
192417|87
192418|87
192419|87
192420|87
192421|87
192422|87
192423|87
192424|87
192425|87
192426|87
192427|87
192428|87
192429|87
192430|87
192431|87
192432|87
192433|87
192434|87
192435|87
192436|87
192437|87
192438|87
192439|87
192440|87
192441|87
192442|87
192443|87
192444|87
192445|87
192446|87
192447|87
192448|87
192449|87
192450|87
192451|87
192452|87
192453|87
192454|87
192455|87
192456|87
192457|87
192458|87
192459|87
192461|87
192462|87
192463|87
192464|87
192465|87
192466|87
192467|87
192468|87
192469|87
192470|87
192471|87
192472|87
192473|87
192474|87
192475|87
192476|87
192477|87
192478|87
192479|87
192480|87
192481|87
192482|87
192483|87
192484|87
192485|87
192486|86
192487|87
192488|87
192489|87
192490|87
192491|87
192492|87
192493|87
192494|87
192495|87
192496|87
192497|87
192498|87
192499|87
192500|87
192501|87
192502|87
192503|87
192504|87
192505|87
192506|87
192507|87
192508|87
192509|87
192510|87
192511|87
192512|87
192513|87
192514|87
192515|87
192516|87
192517|87
192518|87
192519|87
192520|87
192521|87
192522|87
192523|87
192524|87
192525|87
192526|87
192527|87
192528|87
192529|87
192530|87
192531|87
192532|87
192533|87
192534|87
192535|87
192536|87
192537|87
192538|87
192539|87
192540|87
192541|87
192542|87
192543|87
192544|87
192545|87
192546|87
192547|87
192548|87
192549|87
192550|87
192551|87
192553|87
192554|87
192555|87
192556|87
192557|87
192558|87
192559|87
192560|87
192561|87
192562|87
192563|87
192564|87
192565|87
192566|87
192567|87
192568|87
192569|87
192570|87
192571|87
192572|87
192573|87
192574|87
192575|87
192576|87
192577|87
192635|106
192671|48
192677|77
192729|96
192798|77
192827|1
192828|1
192829|1
192830|1
192831|1
192832|1
192833|1
192834|1
192835|1
192836|1
192837|1
192838|1
192839|1
192840|1
192841|1
192842|1
192843|1
192844|1
192845|1
192846|1
192847|1
192848|1
192849|1
192850|1
192852|1
192853|1
192854|1
192855|1
192856|1
192857|1
192858|1
192859|1
192860|1
192861|1
192862|1
192863|1
192864|1
192865|1
192866|1
192867|1
192868|1
192869|1
192871|1
192872|1
192873|96
192874|1
192875|1
192876|1
192877|1
192878|1
192879|1
192880|1
192881|1
192882|1
192883|1
192884|1
192885|1
192886|1
192887|1
192888|1
192889|1
192890|1
192892|1
192893|1
192894|1
192895|1
192896|1
192897|1
192898|1
192899|1
192900|1
192901|1
