Comment_id|Place_id
39388|4
39390|4
39393|4
39395|4
39397|4
39398|4
39418|91
39420|61
39428|91
39430|82
39433|61
39473|61
39475|91
39482|47
39489|88
39502|1
39525|82
39529|80
39533|82
39534|62
39535|62
39541|62
39542|4
39543|82
39545|80
39546|62
39553|4
39556|4
39561|94
39562|94
39564|1
39567|4
39568|104
39569|4
39572|4
39573|82
39575|1
39577|82
39578|1
39582|80
39583|80
39587|82
39591|1
39596|82
39598|82
39599|4
39600|4
39606|99
39608|82
39623|82
39637|82
39641|82
39642|99
39643|99
39647|82
39656|82
39662|1
39666|110
39669|1
39670|1
39674|68
39679|110
39703|63
39704|63
39708|63
39709|63
39715|63
39758|87
39848|1
39849|1
39863|104
39864|99
39869|99
39877|88
39879|99
39882|99
39884|48
39889|48
39890|48
39892|99
39895|48
39896|99
39899|48
39902|48
39903|99
39904|99
39908|99
39911|48
39913|99
39914|99
39915|99
39921|99
39923|99
39930|99
39934|48
39936|82
39938|77
39943|64
39944|61
39945|82
39946|99
39948|82
39963|82
39965|1
39968|61
39972|61
39974|82
39978|82
39982|64
39985|1
39987|82
39988|4
39996|104
40002|99
40003|104
40008|82
40009|77
40011|82
40016|4
40023|1
40024|64
40028|82
40032|82
40034|61
40038|82
40041|82
40042|61
40043|8
40045|61
40050|4
40052|1
40053|1
40058|4
40062|82
40064|4
40067|1
40068|1
40070|1
40071|4
40073|1
40075|1
40076|64
40077|61
40078|64
40079|4
40086|82
40087|1
40088|61
40089|47
40092|82
40095|64
40096|77
40098|77
40099|82
40102|99
40103|64
40105|1
40109|4
40110|82
40112|61
40115|1
40123|1
40128|82
40129|61
40141|82
40142|82
40146|4
40151|66
40152|4
40158|4
40162|61
40163|61
40164|82
40165|4
40171|1
40176|1
40177|4
40179|1
40181|1
40187|61
40192|82
40197|4
40198|64
40199|82
40201|61
40202|64
40203|82
40204|32
40205|82
40206|1
40208|82
40209|82
40210|82
40218|82
40219|82
40220|82
40221|82
40226|63
40228|67
40229|67
40261|89
40262|89
40271|66
40273|67
40275|67
40276|67
40283|67
40286|67
40305|67
40324|67
40335|87
40363|1
40364|80
40365|1
40367|1
40368|1
40371|1
40372|1
40373|1
40374|1
40375|1
40376|1
40377|1
40378|1
40381|102
40383|96
40386|81
40387|110
40388|48
40391|102
40393|3
40400|97
40403|1
40405|68
40408|1
40409|110
40410|48
40413|1
40414|110
40418|1
40419|63
40420|13
40422|76
40426|82
40430|1
40432|2
40435|81
40438|97
40440|63
40444|82
40445|1
40448|82
40449|1
40451|104
40455|96
40456|48
40457|110
40460|1
40461|82
40463|1
40464|1
40466|96
40471|1
40474|82
40481|87
40482|63
40484|110
40486|110
40490|76
40493|3
40494|82
40495|23
40496|1
40497|110
40499|79
40503|110
40508|97
40511|1
40518|93
40519|76
40523|76
40529|88
40531|104
40532|76
40533|104
40534|76
40536|77
40538|104
40539|77
40543|88
40544|77
40547|76
40549|98
40551|93
40555|77
40560|77
40561|76
40563|77
40564|77
40566|110
40567|98
40571|88
40573|76
40575|110
40576|1
40577|93
40578|110
40583|77
40587|88
40588|88
40592|104
40595|88
40597|76
40600|76
40602|102
40603|66
40604|1
40613|68
40614|1
40618|1
40619|76
40620|104
40621|76
40622|104
40623|98
40624|98
40625|98
40629|104
40630|104
40631|98
40636|98
40640|76
40642|76
40643|76
40644|76
40645|76
40646|76
40647|76
40648|76
40649|76
40650|76
40651|76
40652|76
40653|76
40654|76
40655|76
40656|76
40657|77
40658|77
40659|76
40661|68
40663|110
40665|93
40667|93
40671|93
40677|104
40679|77
40683|104
40685|104
40689|77
40690|104
40693|76
40694|77
40695|77
40698|76
40704|77
40706|77
40707|104
40712|76
40715|104
40721|77
40722|93
40725|88
40728|93
40735|76
40737|88
40740|76
40742|48
40745|102
40750|76
40754|77
40755|102
40760|13
40762|77
40764|104
40772|77
40773|88
40778|98
40780|77
40781|88
40783|98
40785|76
40790|88
40796|104
40798|98
40800|76
40802|104
40807|98
40811|98
40816|64
40818|1
40819|73
40821|1
40822|94
40823|80
40827|1
40829|1
40830|1
40831|1
40832|97
40833|85
40834|1
40835|85
40837|110
40840|1
40841|1
40842|73
40843|73
40846|1
40847|1
40848|73
40849|73
40851|1
40854|98
40856|1
40857|106
40860|1
40861|80
40863|1
40866|82
40871|97
40873|73
40875|1
40876|1
40880|97
40883|97
40885|73
40892|106
40894|94
40895|94
40896|1
40897|94
40898|1
40901|1
40902|1
40905|1
40909|1
40911|73
40912|1
40913|1
40914|1
40916|106
40917|1
40918|1
40920|73
40922|73
40924|73
40925|73
40926|1
40927|73
40930|1
40933|73
40934|1
40937|1
40938|1
40939|1
40940|1
40944|94
40947|1
40948|1
40950|1
40951|1
40953|94
40954|1
40957|98
40958|1
40960|1
40962|1
40963|106
40965|1
40966|1
40968|80
40970|73
40971|73
40972|80
40974|1
40975|1
40976|106
40977|1
40983|106
40985|106
40986|1
40988|92
40989|63
40991|85
40994|63
41002|106
41004|63
41005|63
41006|63
41007|92
41011|63
41014|63
41015|106
41017|63
41024|63
41025|92
41026|63
41027|106
41028|92
41032|63
41035|106
41040|106
41041|106
41050|92
41059|63
41060|99
41062|106
41063|63
41065|85
41071|63
41073|106
41076|99
41078|99
41080|92
41081|1
41084|99
41086|92
41087|99
41088|63
41090|63
41092|63
41094|99
41096|92
41097|99
41098|63
41099|92
41100|86
41103|106
41106|86
41109|86
41111|106
41116|1
41122|106
41125|85
41126|68
41127|99
41128|1
41129|63
41131|99
41132|63
41134|63
41135|85
41137|106
41138|63
41140|13
41141|63
41142|85
41144|63
41147|63
41148|63
41151|1
41153|104
41154|63
41155|63
41156|85
41157|92
41161|85
41164|99
41165|63
41168|1
41169|106
41170|86
41172|86
41173|1
41175|1
41180|1
41184|1
41187|1
41192|1
41193|1
41195|1
41196|1
41197|1
41198|1
41199|1
41217|63
41218|67
41219|67
41221|88
41231|88
41232|1
41233|1
41234|67
41235|1
41236|1
41237|1
41239|67
41240|1
41241|1
41242|1
41243|96
41244|96
41245|1
41246|96
41247|1
41248|1
41249|1
41250|1
41252|1
41253|97
41254|1
41255|1
41256|1
41257|1
41258|1
41259|1
41260|1
41261|1
41262|1
41263|1
41264|1
41265|1
41266|1
41267|96
41268|1
41269|1
41270|1
41271|1
41272|67
41273|1
41274|1
41275|1
41276|1
41278|1
41279|1
41280|1
41281|1
41282|1
41283|97
41284|1
41285|1
41286|1
41287|1
41288|1
41291|1
41292|97
41293|1
41295|1
41297|97
41298|1
41299|1
41300|1
41302|1
41303|96
41305|1
41306|1
41307|1
41309|2
41310|1
41311|1
41312|1
41313|1
41314|1
41315|1
41317|96
41319|1
41320|1
41324|1
41325|1
41326|97
41327|1
41328|1
41329|1
41330|1
41331|1
41332|1
41334|1
41335|1
41336|1
41337|1
41338|1
41339|1
41340|1
41342|1
41343|1
41345|1
41346|1
41347|1
41348|1
41349|1
41350|1
41353|1
41354|96
41355|1
41357|1
41358|97
41359|1
41360|1
41361|96
41362|97
41363|1
41364|1
41365|1
41366|96
41367|1
41368|1
41369|1
41370|1
41371|1
41372|96
41373|1
41374|96
41376|1
41377|1
41378|1
41379|1
41380|1
41381|1
41382|1
41383|1
41384|1
41385|1
41386|1
41387|1
41388|1
41390|1
41391|92
41392|1
41393|67
41395|1
41396|1
41397|1
41398|1
41400|1
41401|1
41402|1
41403|96
41404|1
41405|67
41406|1
41407|1
41408|97
41409|1
41411|1
41412|1
41413|1
