Organisation_id|Place_id
15293|2
15294|2
15295|2
15296|2
15297|2
15298|2
15299|2
15300|2
15301|2
15302|61
15303|61
15304|61
15305|61
15306|61
15307|61
15308|61
15309|61
15310|61
15311|61
15312|61
15313|61
15314|61
15315|62
15316|62
15317|62
15318|62
15319|62
15320|62
15321|62
15322|62
15323|62
15324|62
15325|62
15326|62
15327|62
15328|62
15329|62
15330|62
15331|62
15332|62
15333|62
15334|62
15335|62
15336|62
15337|62
15338|62
15339|62
15340|62
15341|62
15342|62
15343|62
15344|62
15345|62
15346|62
15347|62
15348|62
15349|62
15350|62
15351|62
15352|62
15353|62
15354|62
15355|62
15356|62
15357|62
15358|62
15359|62
15360|3
15361|3
15362|3
15363|3
15364|3
15365|3
15366|3
15367|3
15368|3
15369|3
15370|3
15371|3
15372|3
15373|3
15374|3
15375|3
15376|3
15377|3
15378|3
15379|3
15380|3
15381|4
15382|4
15383|4
15384|4
15385|4
15386|4
15387|63
15388|63
15389|63
15390|63
15391|64
15392|64
15393|64
15394|64
15395|64
15396|64
15397|64
15398|64
15399|64
15400|64
15401|64
15402|64
15476|67
15477|67
15478|67
15479|67
15480|67
15481|67
15482|67
15483|67
15484|67
15485|67
15486|68
15487|68
15488|68
15489|68
15490|68
15491|66
15492|66
15493|66
15494|66
15495|66
15496|66
15497|66
15498|66
15499|66
15500|66
15501|66
15502|66
15503|66
15504|66
15505|66
15506|66
15507|66
15508|66
15509|66
15510|66
15511|66
15512|66
15513|66
15514|66
15515|66
15516|66
15517|66
15518|66
15519|66
15520|66
15521|66
15522|66
15523|66
15524|66
15525|66
15526|66
15527|66
15528|66
15529|66
15530|8
15531|8
15532|8
15589|73
15590|73
15591|73
15592|73
15593|73
15594|73
15595|73
15596|73
15597|73
15598|73
15599|73
15600|73
15601|73
15602|73
15603|73
15604|73
15605|73
15606|73
15607|73
15608|73
15609|73
15610|73
15611|73
15612|73
15675|13
15676|13
15677|13
15678|13
15679|13
15680|76
15681|76
15692|77
15693|77
15694|77
15695|77
15696|77
15697|77
15698|77
15699|77
15700|77
15701|77
15702|77
15703|77
15704|77
15705|77
15706|77
15707|77
15708|77
15709|77
15710|77
15711|77
15712|77
15713|77
15714|77
15715|77
15716|77
15717|77
15718|77
15719|77
15720|77
15721|77
15722|77
15813|79
15814|79
15815|79
15816|79
15817|79
15818|79
15870|80
15871|80
15872|80
15873|80
15874|80
15875|80
15876|80
15877|80
15878|80
15879|80
15880|80
15881|80
15882|80
15883|80
15884|80
15885|80
15886|80
15887|80
15898|81
15899|81
15900|81
15901|81
15902|81
15903|81
15904|81
15905|81
15906|81
15907|81
15908|81
15909|81
15910|81
15911|81
15912|81
15913|81
15914|81
15915|81
15916|81
15917|81
15918|81
15919|81
15920|81
15921|81
15922|81
15923|81
15924|81
15925|81
15926|81
15927|81
15928|81
15929|81
15930|81
15931|81
15932|81
15933|81
15934|81
15935|81
15936|81
15937|81
15938|81
15939|81
15940|81
15941|81
15942|81
15943|81
15944|81
15977|82
15978|82
15979|82
15980|82
15981|82
15982|82
15983|82
15984|82
15985|82
15986|82
15987|82
15988|82
15989|82
15990|82
15991|82
15992|82
15993|82
15994|82
15995|82
15996|82
16030|23
16031|23
16032|23
16033|23
16034|23
16035|23
16036|23
16037|23
16038|23
16040|85
16041|85
16042|85
16043|85
16044|85
16045|85
16046|85
16047|85
16048|85
16049|85
16050|85
16051|85
16052|24
16053|24
16054|24
16055|24
16090|86
16091|86
16092|86
16093|86
16094|86
16099|87
16100|87
16101|87
16102|87
16103|87
16104|87
16105|88
16106|88
16107|88
16108|88
16109|89
16110|89
16111|89
16112|89
16113|89
16114|89
16115|89
16116|89
16117|89
16118|89
16119|89
16120|89
16121|89
16122|89
16123|89
16124|89
16148|32
16149|32
16150|32
16151|32
16152|32
16153|32
16154|32
16155|32
16156|32
16157|32
16158|32
16159|32
16160|32
16161|32
16162|32
16163|32
16164|32
16165|32
16166|32
16167|32
16186|1
16187|1
16188|1
16189|1
16190|1
16191|1
16192|1
16193|1
16194|1
16195|1
16196|1
16197|1
16198|1
16199|1
16200|1
16201|1
16202|1
16203|1
16204|1
16205|1
16206|1
16207|1
16208|1
16209|1
16210|1
16211|1
16212|1
16213|1
16214|1
16215|1
16216|1
16217|1
16218|1
16219|1
16220|91
16221|91
16222|91
16223|91
16224|91
16225|91
16226|91
16227|91
16228|91
16229|91
16250|92
