id|type|name|url
16186|company|Air_China|http://dbpedia.org/resource/Air_China
16187|company|China_Southern_Airlines|http://dbpedia.org/resource/China_Southern_Airlines
16188|company|China_Eastern_Airlines|http://dbpedia.org/resource/China_Eastern_Airlines
16189|company|Shenzhen_Airlines|http://dbpedia.org/resource/Shenzhen_Airlines
16190|company|Xiamen_Airlines|http://dbpedia.org/resource/Xiamen_Airlines
16191|company|China_Northern_Airlines|http://dbpedia.org/resource/China_Northern_Airlines
16192|company|Sichuan_Airlines|http://dbpedia.org/resource/Sichuan_Airlines
16193|company|China_Postal_Airlines|http://dbpedia.org/resource/China_Postal_Airlines
16194|company|Okay_Airways|http://dbpedia.org/resource/Okay_Airways
16195|company|Wuhan_Airlines|http://dbpedia.org/resource/Wuhan_Airlines
16196|company|Chang'an_Airlines|http://dbpedia.org/resource/Chang'an_Airlines
16197|company|China_Cargo_Airlines|http://dbpedia.org/resource/China_Cargo_Airlines
16198|company|China_Xinhua_Airlines|http://dbpedia.org/resource/China_Xinhua_Airlines
16199|company|Shandong_Airlines|http://dbpedia.org/resource/Shandong_Airlines
16200|company|Shanxi_Airlines|http://dbpedia.org/resource/Shanxi_Airlines
16201|company|China_Northwest_Airlines|http://dbpedia.org/resource/China_Northwest_Airlines
16202|company|China_Yunnan_Airlines|http://dbpedia.org/resource/China_Yunnan_Airlines
16203|company|Sky_Shuttle_Helicopters|http://dbpedia.org/resource/Sky_Shuttle_Helicopters
16204|company|Spring_Airlines|http://dbpedia.org/resource/Spring_Airlines
16205|company|Air_China_Cargo|http://dbpedia.org/resource/Air_China_Cargo
16206|company|China_Flying_Dragon_Aviation|http://dbpedia.org/resource/China_Flying_Dragon_Aviation
16207|company|United_Eagle_Airlines|http://dbpedia.org/resource/United_Eagle_Airlines
16208|company|Guizhou_Airlines|http://dbpedia.org/resource/Guizhou_Airlines
16209|company|Shanghai_Airlines_Cargo|http://dbpedia.org/resource/Shanghai_Airlines_Cargo
16210|company|Great_Wall_Airlines|http://dbpedia.org/resource/Great_Wall_Airlines
16211|company|Lucky_Air|http://dbpedia.org/resource/Lucky_Air
16212|company|West_Air_(People's_Republic_of_China)|http://dbpedia.org/resource/West_Air_(People's_Republic_of_China)
16213|company|Shenzhen_Donghai_Airlines|http://dbpedia.org/resource/Shenzhen_Donghai_Airlines
16214|company|East_Star_Airlines|http://dbpedia.org/resource/East_Star_Airlines
16215|company|Tianjin_Airlines|http://dbpedia.org/resource/Tianjin_Airlines
16216|company|Kunming_Airlines|http://dbpedia.org/resource/Kunming_Airlines
16217|company|Chongqing_Airlines|http://dbpedia.org/resource/Chongqing_Airlines
16218|company|Grand_China_Air|http://dbpedia.org/resource/Grand_China_Air
16219|company|Tibet_Airlines|http://dbpedia.org/resource/Tibet_Airlines
15281|company|Kam_Air|http://dbpedia.org/resource/Kam_Air
15282|company|Balkh_Airlines|http://dbpedia.org/resource/Balkh_Airlines
15283|company|Khyber_Afghan_Airlines|http://dbpedia.org/resource/Khyber_Afghan_Airlines
15284|company|MarcoPolo_Airways|http://dbpedia.org/resource/MarcoPolo_Airways
15285|company|Pamir_Airways|http://dbpedia.org/resource/Pamir_Airways
15286|company|Bakhtar_Afghan_Airlines|http://dbpedia.org/resource/Bakhtar_Afghan_Airlines
15287|company|Safi_Airways|http://dbpedia.org/resource/Safi_Airways
15288|company|Air_Algérie|http://dbpedia.org/resource/Air_Algérie
15289|company|Khalifa_Airways|http://dbpedia.org/resource/Khalifa_Airways
15290|company|Tassili_Airlines|http://dbpedia.org/resource/Tassili_Airlines
15291|company|Antinea_Airlines|http://dbpedia.org/resource/Antinea_Airlines
15292|company|Star_Aviation|http://dbpedia.org/resource/Star_Aviation
15315|company|Trans_Australia_Airlines|http://dbpedia.org/resource/Trans_Australia_Airlines
15317|company|Skywest_Airlines|http://dbpedia.org/resource/Skywest_Airlines
15318|company|Virgin_Blue|http://dbpedia.org/resource/Virgin_Blue
15322|company|Sunshine_Express_Airlines|http://dbpedia.org/resource/Sunshine_Express_Airlines
15337|company|Regional_Express_Airlines|http://dbpedia.org/resource/Regional_Express_Airlines
15350|company|RMA_Gold_Airways|http://dbpedia.org/resource/RMA_Gold_Airways
15362|company|Niki_(airline)|http://dbpedia.org/resource/Niki_(airline)
15382|company|Turan_Air|http://dbpedia.org/resource/Turan_Air
15383|company|Silk_Way_Airlines|http://dbpedia.org/resource/Silk_Way_Airlines
15385|company|Imair_Airlines|http://dbpedia.org/resource/Imair_Airlines
15386|company|SW_Business_Aviation|http://dbpedia.org/resource/SW_Business_Aviation
15387|company|Belavia|http://dbpedia.org/resource/Belavia
15388|company|Gomelavia|http://dbpedia.org/resource/Gomelavia
15389|company|TransAVIAexport_Airlines|http://dbpedia.org/resource/TransAVIAexport_Airlines
15390|company|Genex|http://dbpedia.org/resource/Genex
15392|company|SN_Brussels_Airlines|http://dbpedia.org/resource/SN_Brussels_Airlines
15393|company|Virgin_Express|http://dbpedia.org/resource/Virgin_Express
15395|company|TNT_Airways|http://dbpedia.org/resource/TNT_Airways
15396|company|European_Air_Transport|http://dbpedia.org/resource/European_Air_Transport
15397|company|Thomas_Cook_Airlines_Belgium|http://dbpedia.org/resource/Thomas_Cook_Airlines_Belgium
15399|company|CityBird|http://dbpedia.org/resource/CityBird
15400|company|Jetairfly|http://dbpedia.org/resource/Jetairfly
15401|company|Brussels_Airlines|http://dbpedia.org/resource/Brussels_Airlines
15409|company|Boliviana_de_Aviación|http://dbpedia.org/resource/Boliviana_de_Aviación
15415|company|Icar_Air|http://dbpedia.org/resource/Icar_Air
15416|company|Gol_Transportes_Aéreos|http://dbpedia.org/resource/Gol_Transportes_Aéreos
15417|company|TAM_Airlines|http://dbpedia.org/resource/TAM_Airlines
15418|company|VASP|http://dbpedia.org/resource/VASP
15419|company|Avianca_Brazil|http://dbpedia.org/resource/Avianca_Brazil
15420|company|Abaeté_Linhas_Aéreas|http://dbpedia.org/resource/Abaeté_Linhas_Aéreas
15421|company|ABSA_Cargo_Airline|http://dbpedia.org/resource/ABSA_Cargo_Airline
15422|company|Air_Minas_Linhas_Aéreas|http://dbpedia.org/resource/Air_Minas_Linhas_Aéreas
15423|company|ATA_Brasil|http://dbpedia.org/resource/ATA_Brasil
15424|company|Cruiser_Linhas_Aéreas|http://dbpedia.org/resource/Cruiser_Linhas_Aéreas
15425|company|Fly_Linhas_Aéreas|http://dbpedia.org/resource/Fly_Linhas_Aéreas
15426|company|Meta_Transportes_Aéreos|http://dbpedia.org/resource/Meta_Transportes_Aéreos
15427|company|Nordeste_Linhas_Aéreas_Regionais|http://dbpedia.org/resource/Nordeste_Linhas_Aéreas_Regionais
15428|company|Pantanal_Linhas_Aéreas|http://dbpedia.org/resource/Pantanal_Linhas_Aéreas
15429|company|PENTA_–_Pena_Transportes_Aéreos|http://dbpedia.org/resource/PENTA_–_Pena_Transportes_Aéreos
15430|company|Puma_Air|http://dbpedia.org/resource/Puma_Air
15431|company|Rico_Linhas_Aéreas|http://dbpedia.org/resource/Rico_Linhas_Aéreas
15432|company|Rio_Sul_Serviços_Aéreos_Regionais|http://dbpedia.org/resource/Rio_Sul_Serviços_Aéreos_Regionais
15433|company|Skymaster_Airlines|http://dbpedia.org/resource/Skymaster_Airlines
15435|company|Total_Linhas_Aéreas|http://dbpedia.org/resource/Total_Linhas_Aéreas
15436|company|Varig_Logística|http://dbpedia.org/resource/Varig_Logística
15437|company|BRA_Transportes_Aéreos|http://dbpedia.org/resource/BRA_Transportes_Aéreos
15438|company|Gensa|http://dbpedia.org/resource/Gensa
15439|company|TEAM_Linhas_Aéreas|http://dbpedia.org/resource/TEAM_Linhas_Aéreas
15440|company|NHT_Linhas_Aéreas|http://dbpedia.org/resource/NHT_Linhas_Aéreas
15441|company|WebJet_Linhas_Aéreas|http://dbpedia.org/resource/WebJet_Linhas_Aéreas
15442|company|Passaredo_Linhas_Aéreas|http://dbpedia.org/resource/Passaredo_Linhas_Aéreas
15443|company|Serviços_Aéreos_Cruzeiro_do_Sul|http://dbpedia.org/resource/Serviços_Aéreos_Cruzeiro_do_Sul
15445|company|Flex_Linhas_Aéreas|http://dbpedia.org/resource/Flex_Linhas_Aéreas
15446|company|Master_Top_Airlines|http://dbpedia.org/resource/Master_Top_Airlines
15447|company|Real_Transportes_Aéreos|http://dbpedia.org/resource/Real_Transportes_Aéreos
15448|company|ETA_–_Empresa_de_Transporte_Aéreo|http://dbpedia.org/resource/ETA_–_Empresa_de_Transporte_Aéreo
15449|company|Paraense_Transportes_Aéreos|http://dbpedia.org/resource/Paraense_Transportes_Aéreos
15450|company|Aerovias_Brasil|http://dbpedia.org/resource/Aerovias_Brasil
15451|company|Transportes_Aéreos_Nacional|http://dbpedia.org/resource/Transportes_Aéreos_Nacional
15452|company|SAVAG_–_Sociedade_Anônima_Viação_Aérea_Gaúcha|http://dbpedia.org/resource/SAVAG_–_Sociedade_Anônima_Viação_Aérea_Gaúcha
15453|company|TAC_–_Transportes_Aéreos_Catarinense|http://dbpedia.org/resource/TAC_–_Transportes_Aéreos_Catarinense
15454|company|SETE_Linhas_Aéreas|http://dbpedia.org/resource/SETE_Linhas_Aéreas
15455|company|Sol_Linhas_Aéreas|http://dbpedia.org/resource/Sol_Linhas_Aéreas
15456|company|Whitejets|http://dbpedia.org/resource/Whitejets
15457|company|Aeronorte|http://dbpedia.org/resource/Aeronorte
15458|company|VASD_–_Viação_Aérea_Santos_Dumont|http://dbpedia.org/resource/VASD_–_Viação_Aérea_Santos_Dumont
15459|company|Noar_Linhas_Aéreas|http://dbpedia.org/resource/Noar_Linhas_Aéreas
15460|company|TABA_–_Transportes_Aéreos_da_Bacia_Amazônica|http://dbpedia.org/resource/TABA_–_Transportes_Aéreos_da_Bacia_Amazônica
15461|company|Air_Vias|http://dbpedia.org/resource/Air_Vias
15462|company|Aerolloyd_Iguassu|http://dbpedia.org/resource/Aerolloyd_Iguassu
15463|company|TAM_–_Táxi_Aéreo_Marília|http://dbpedia.org/resource/TAM_–_Táxi_Aéreo_Marília
15464|company|Linhas_Aéreas_Natal|http://dbpedia.org/resource/Linhas_Aéreas_Natal
15465|company|Companhia_Itaú_de_Transportes_Aéreos|http://dbpedia.org/resource/Companhia_Itaú_de_Transportes_Aéreos
15466|company|Platinum_Air_Linhas_Aéreas|http://dbpedia.org/resource/Platinum_Air_Linhas_Aéreas
15467|company|Balkan_Bulgarian_Airlines|http://dbpedia.org/resource/Balkan_Bulgarian_Airlines
15495|company|Regional_1|http://dbpedia.org/resource/Regional_1
15504|company|Cargojet_Airways|http://dbpedia.org/resource/Cargojet_Airways
15507|company|Cougar_Helicopters|http://dbpedia.org/resource/Cougar_Helicopters
15508|company|Sunwest_Aviation|http://dbpedia.org/resource/Sunwest_Aviation
15510|company|Perimeter_Aviation|http://dbpedia.org/resource/Perimeter_Aviation
15511|company|Skyxpress_Airline|http://dbpedia.org/resource/Skyxpress_Airline
15514|company|Air_Southwest_(Canada)|http://dbpedia.org/resource/Air_Southwest_(Canada)
15515|company|Morningstar_Air_Express|http://dbpedia.org/resource/Morningstar_Air_Express
15517|company|Canadian_Helicopters|http://dbpedia.org/resource/Canadian_Helicopters
15519|company|Brock_Air_Services|http://dbpedia.org/resource/Brock_Air_Services
15521|company|North_Cariboo_Air|http://dbpedia.org/resource/North_Cariboo_Air
15523|company|Pascan_Aviation|http://dbpedia.org/resource/Pascan_Aviation
15525|company|Northern_Thunderbird_Air|http://dbpedia.org/resource/Northern_Thunderbird_Air
15530|company|Air_Afrique_Horizon|http://dbpedia.org/resource/Air_Afrique_Horizon
15531|company|Toumaï_Air_Tchad|http://dbpedia.org/resource/Toumaï_Air_Tchad
15533|company|LAN_Airlines|http://dbpedia.org/resource/LAN_Airlines
15534|company|Aerovías_DAP|http://dbpedia.org/resource/Aerovías_DAP
15535|company|Alpine_Air_Express_Chile|http://dbpedia.org/resource/Alpine_Air_Express_Chile
15536|company|Sky_Airline|http://dbpedia.org/resource/Sky_Airline
15537|company|Aerocardal|http://dbpedia.org/resource/Aerocardal
15538|company|Air_Comet_Chile|http://dbpedia.org/resource/Air_Comet_Chile
15539|company|LAN_Express|http://dbpedia.org/resource/LAN_Express
15540|company|DAP_Helicópteros|http://dbpedia.org/resource/DAP_Helicópteros
15541|company|PAL_Airlines|http://dbpedia.org/resource/PAL_Airlines
15542|company|SAM_Colombia|http://dbpedia.org/resource/SAM_Colombia
15543|company|ACES_Colombia|http://dbpedia.org/resource/ACES_Colombia
15544|company|SCADTA|http://dbpedia.org/resource/SCADTA
15546|company|AeroSucre|http://dbpedia.org/resource/AeroSucre
15547|company|AeroTACA|http://dbpedia.org/resource/AeroTACA
15548|company|Intercontinental_de_Aviación|http://dbpedia.org/resource/Intercontinental_de_Aviación
