Comment_id|Person_id
39318|190768
39319|190768
39328|190768
39330|190768
39331|190768
39332|190768
39333|190768
39418|190657
39422|190507
39423|190507
39428|190657
39430|190555
39474|191065
39475|190657
39532|190530
39534|190802
39535|190802
39541|190802
39542|190530
39544|190530
39546|190802
39565|190530
39573|190518
39587|190518
39595|190530
39596|190518
39598|190518
39605|191287
39606|190805
39607|191287
39608|191368
39612|190507
39616|190507
39618|191287
39619|190604
39622|190507
39623|191368
39624|190604
39625|191476
39630|191476
39633|190507
39634|191476
39636|191287
39637|191368
39638|191476
39641|191368
39642|190805
39643|190805
39647|191368
39649|190507
39651|190604
39655|191287
39656|191368
39657|190604
39665|190768
39668|190768
39672|190768
39674|190379
39681|191090
39682|190604
39685|191090
39691|190604
39693|191090
39697|190604
39707|191090
39713|190602
39716|190856
39718|190604
39719|191090
39720|190856
39728|190856
39729|190554
39731|190604
39732|190554
39734|191090
39735|191090
39737|191090
39739|190554
39740|190856
39741|190554
39745|190554
39750|190604
39752|190604
39754|190604
39764|190856
39765|190604
39766|190554
39768|190554
39769|190856
39773|190604
39775|190604
39780|190604
39783|190604
39787|190604
39800|190604
39804|190602
39805|190604
39808|190604
39809|190604
39810|190604
39811|190604
39812|190604
39813|190604
39814|190604
39815|190604
39816|190604
39817|190604
39818|190604
39819|190604
39820|190604
39821|190604
39822|190604
39823|190604
39824|190604
39825|190604
39826|190604
39827|190604
39828|190604
39829|190604
39830|190604
39831|190604
39832|190604
39833|190604
39834|190604
39835|190604
39836|190604
39837|190604
39838|190604
39839|190604
39840|190604
39841|190604
39842|190604
39843|190604
39844|190604
39845|190604
39846|190604
39847|190604
39864|190805
39869|190805
39879|190805
39882|190805
39892|190805
39896|190805
39903|190805
39904|190805
39908|190805
39913|190805
39914|190805
39915|190805
39921|190805
39923|190805
39930|190805
39936|190555
39940|191396
39948|191368
39963|191368
39974|191368
39978|191368
39984|191054
39987|191368
40000|191054
40001|191396
40006|191598
40008|191368
40015|191598
40020|191396
40022|191054
40025|191598
40026|191054
40032|191368
40033|191598
40038|191368
40056|191054
40057|191054
40061|191598
40062|191368
40065|191396
40085|191054
40086|191368
40090|191598
40092|191368
40094|191396
40099|190891
40108|191054
40110|190555
40113|191598
40117|191598
40120|191598
40124|191598
40128|191368
40138|191598
40141|191368
40142|191368
40144|191054
40153|191054
40155|191598
40157|191396
40160|191054
40164|191368
40166|191396
40170|191396
40175|191598
40182|191396
40183|191396
40186|191054
40199|190891
40203|190555
40212|191598
40215|191598
40219|190891
40225|191598
40363|190881
40365|191130
40367|191130
40374|190764
40380|190768
40381|190383
40383|190622
40384|191768
40386|190371
40395|191630
40401|191443
40404|190446
40405|191842
40412|191531
40414|191407
40420|191630
40421|190591
40422|191416
40426|191368
40428|191768
40432|190706
40437|190591
40441|191443
40442|190446
40443|191768
40444|191368
40448|190555
40455|190622
40458|191768
40461|190555
40469|190884
40473|190706
40474|191368
40482|191443
40484|191407
40486|191407
40494|191368
40497|191407
40502|190768
40504|191443
40505|191768
40507|190555
40511|191520
40512|190680
40513|191583
40514|190884
40517|190680
40519|191765
40520|190680
40523|191765
40529|190924
40534|191765
40537|190680
40543|190924
40547|191765
40549|191442
40553|191583
40561|191765
40566|191407
40567|191442
40571|190924
40575|191407
40578|191407
40585|191583
40586|190884
40587|190924
40588|190924
40594|190680
40595|190924
40598|190884
40599|191007
40600|191765
40602|190440
40605|190680
40606|190680
40607|190680
40609|191007
40613|190379
40617|191573
40619|191765
40621|191416
40623|191442
40624|191442
40625|191442
40627|190680
40631|191442
40632|190680
40635|190680
40636|191442
40642|191573
40643|191765
40644|191765
40645|191765
40646|191765
40647|191765
40648|191765
40649|191765
40650|191765
40651|191765
40652|191765
40653|191765
40654|191765
40655|191765
40656|191765
40659|191765
40661|190379
40663|191407
40666|190680
40672|190884
40673|191007
40693|191765
40708|190680
40709|191583
40713|190884
40724|191583
40725|190924
40727|190680
40736|190680
40737|190924
40741|191583
40745|190440
40750|191765
40752|190884
40753|190884
40755|190440
40756|190884
40758|190884
40759|191583
40767|190680
40773|190924
40776|190680
40778|191442
40781|190924
40783|191442
40784|190680
40790|190924
40798|191442
40800|191765
40807|191442
40808|190884
40811|191442
40814|191548
40815|191548
40816|191302
40818|190693
40830|190693
40831|190693
40846|190693
40857|190500
40860|190693
40863|190693
40867|190719
40875|191812
40892|190500
40893|190719
40902|190693
40905|191812
40912|191812
40913|190693
40916|190500
40918|190693
40926|190693
40934|190693
40937|190693
40939|190693
40956|190693
40963|190500
40964|190719
40974|190693
40975|191812
40976|190500
40977|191812
40983|190500
40985|190500
40986|191812
40987|190719
40991|191077
41002|191404
41015|191404
41027|191404
41030|190453
41035|191404
41040|191404
41041|191404
41046|190453
41057|190453
41060|190805
41062|191404
41064|190453
41065|191077
41073|191404
41076|190805
41078|190805
41084|190805
41087|190805
41094|190805
41097|190805
41103|191404
41111|191404
41119|191513
41121|190453
41122|191404
41123|190453
41124|190453
41125|191077
41127|190805
41130|191513
41131|190805
41135|191077
41137|191404
41142|191077
41145|191513
41156|191077
41158|190453
41161|191077
41164|190805
41169|191404
41175|191093
41180|191093
41193|191093
41221|190924
41231|190924
41243|191836
41244|191836
41246|191836
41252|190881
41253|191702
41258|191060
41259|191520
41267|191836
41271|190883
41277|190883
41278|190883
41283|191702
41287|191520
41288|190883
41292|191702
41297|191702
41300|190549
41303|191836
41317|191836
41324|191060
41326|191702
41331|190549
41334|190881
41335|191520
41339|190549
41340|191520
41343|191060
41345|190883
41346|190883
41347|190883
41350|190883
41353|190883
41354|191836
41355|190549
41358|191702
41361|191836
41362|191702
41364|191520
41366|191836
41368|190881
41372|191836
41373|190549
41374|191836
41383|191520
41400|190883
41402|190881
41403|191836
41409|190881
41412|191060
41415|190881
41422|191836
41425|190549
41429|190883
41430|190881
41435|191836
41444|190549
41446|190549
