id|name|url|type
0|India|http://dbpedia.org/resource/India|country
22|Libya|http://dbpedia.org/resource/Libya|country
75|England|http://dbpedia.org/resource/England|country
14|Finland|http://dbpedia.org/resource/Finland|country
7|Bulgaria|http://dbpedia.org/resource/Bulgaria|country
37|Republic_of_Ireland|http://dbpedia.org/resource/Republic_of_Ireland|country
28|Namibia|http://dbpedia.org/resource/Namibia|country
29|New_Zealand|http://dbpedia.org/resource/New_Zealand|country
40|Scotland|http://dbpedia.org/resource/Scotland|country
6|Bosnia_and_Herzegovina|http://dbpedia.org/resource/Bosnia_and_Herzegovina|country
45|Switzerland|http://dbpedia.org/resource/Switzerland|country
34|Panama|http://dbpedia.org/resource/Panama|country
17|Israel|http://dbpedia.org/resource/Israel|country
33|Oman|http://dbpedia.org/resource/Oman|country
11|Dominican_Republic|http://dbpedia.org/resource/Dominican_Republic|country
164|Kolkata|http://dbpedia.org/resource/Kolkata|city
12|El_Salvador|http://dbpedia.org/resource/El_Salvador|country
15|Honduras|http://dbpedia.org/resource/Honduras|country
30|Nicaragua|http://dbpedia.org/resource/Nicaragua|country
36|Puerto_Rico|http://dbpedia.org/resource/Puerto_Rico|country
53|Mexico|http://dbpedia.org/resource/Mexico|country
57|United_States|http://dbpedia.org/resource/United_States|country
66|Canada|http://dbpedia.org/resource/Canada|country
71|Cuba|http://dbpedia.org/resource/Cuba|country
517|Santo_Domingo|http://dbpedia.org/resource/Santo_Domingo|city
518|San_Salvador|http://dbpedia.org/resource/San_Salvador|city
521|Tegucigalpa|http://dbpedia.org/resource/Tegucigalpa|city
536|Managua|http://dbpedia.org/resource/Managua|city
540|Panama_City|http://dbpedia.org/resource/Panama_City|city
542|Ponce|http://dbpedia.org/resource/Ponce|city
714|Monterrey|http://dbpedia.org/resource/Monterrey|city
715|Mexicali|http://dbpedia.org/resource/Mexicali|city
716|Chihuahua|http://dbpedia.org/resource/Chihuahua|city
717|Zacapoaxtla|http://dbpedia.org/resource/Zacapoaxtla|city
718|Culiacán|http://dbpedia.org/resource/Culiacán|city
719|San_Nicolás_de_los_Garza|http://dbpedia.org/resource/San_Nicolás_de_los_Garza|city
720|Guadalajara|http://dbpedia.org/resource/Guadalajara|city
721|Villahermosa|http://dbpedia.org/resource/Villahermosa|city
722|Antón_Lizardo|http://dbpedia.org/resource/Antón_Lizardo|city
723|Ciudad_Obregón|http://dbpedia.org/resource/Ciudad_Obregón|city
724|Tlalpan|http://dbpedia.org/resource/Tlalpan|city
725|Saltillo|http://dbpedia.org/resource/Saltillo|city
726|San_Pedro_Garza_García|http://dbpedia.org/resource/San_Pedro_Garza_García|city
727|Montemorelos|http://dbpedia.org/resource/Montemorelos|city
728|Pedro_Escobedo|http://dbpedia.org/resource/Pedro_Escobedo|city
729|Ensenada|http://dbpedia.org/resource/Ensenada|city
730|Mexico_City|http://dbpedia.org/resource/Mexico_City|city
731|Querétaro|http://dbpedia.org/resource/Querétaro|city
732|Puebla|http://dbpedia.org/resource/Puebla|city
733|Toluca|http://dbpedia.org/resource/Toluca|city
734|Oaxaca|http://dbpedia.org/resource/Oaxaca|city
735|Jiquilpan|http://dbpedia.org/resource/Jiquilpan|city
736|Irapuato|http://dbpedia.org/resource/Irapuato|city
737|Tlatelolco|http://dbpedia.org/resource/Tlatelolco|city
738|Ixtlán_de_Juárez|http://dbpedia.org/resource/Ixtlán_de_Juárez|city
739|Altamira|http://dbpedia.org/resource/Altamira|city
