Organisation_id|Place_id
15410|6
15411|6
15412|6
15413|6
15414|6
15415|6
15467|7
15468|7
15469|7
15470|7
15471|7
15472|7
15473|7
15474|7
15475|7
15626|11
15627|11
15651|75
15652|75
15653|75
15654|75
15655|75
15656|75
15657|75
15658|75
15659|75
15660|75
15661|75
15662|75
15663|75
15664|75
15665|75
15666|75
15667|75
15668|75
15669|75
15670|75
15671|75
15672|75
15673|75
15674|75
15682|14
15683|14
15684|14
15685|14
15686|14
15687|14
15688|14
15689|14
15690|14
15691|14
15819|0
15820|0
15821|0
15822|0
15823|0
15824|0
15825|0
15826|0
15827|0
15828|0
15829|0
15830|0
15831|0
15832|0
15833|0
15834|0
15835|0
15888|17
15889|17
15890|17
15891|17
15892|17
15893|17
15894|17
15895|17
15896|17
15897|17
16018|22
16019|22
16020|22
16021|22
16022|22
16023|22
16024|22
16025|22
16026|22
16027|22
16028|22
16029|22
16125|29
16126|29
16127|29
16128|29
16129|29
16130|29
16131|29
16132|29
16133|29
16134|29
16135|29
16136|29
16137|29
16138|29
16139|29
16140|29
16141|29
16179|34
16180|34
16181|34
16182|34
16183|34
16284|37
16285|37
16286|37
16287|37
16288|37
16289|37
16392|40
16393|40
16394|40
16395|40
16396|40
16397|40
16554|45
16555|45
16556|45
16557|45
16558|45
16559|45
16560|45
16561|45
16562|45
16563|45
16564|45
16565|45
16566|45
16567|45
16568|45
16569|45
16570|45
16571|45
16572|45
16862|953
16865|959
16869|953
16875|959
16890|979
16893|979
16916|984
16917|984
16920|986
16940|980
16948|986
16949|986
16950|986
16951|986
16952|986
16953|986
16954|986
16955|986
16956|986
16958|984
16961|986
16962|986
16963|986
16964|986
16965|986
16966|986
16983|980
16984|980
16996|984
16997|984
16998|984
16999|984
17000|984
17005|984
17006|984
17007|984
17008|984
17009|984
17013|984
17017|986
17018|986
17019|986
17020|986
17021|986
17037|984
17038|984
17039|984
17040|984
17041|984
17045|1002
17081|996
17083|996
17084|996
17087|996
17094|1003
17096|1007
17097|1008
17101|1002
17104|1004
17105|1008
17107|1004
17108|1294
17109|1288
17117|1004
17119|1433
17130|592
17131|592
17134|571
17135|571
17158|563
17161|563
17165|573
17190|573
17195|562
17197|565
17212|565
17215|562
17219|589
17220|589
17230|848
17240|1011
17270|1029
17271|1029
17272|1029
17273|1029
17305|1029
17306|1029
17307|1029
17308|1029
17309|1029
17310|1029
17311|1029
17312|1029
17313|1029
17314|1029
17315|1029
17316|1029
17317|1029
17349|880
17350|1029
17357|1029
17361|1029
17362|1029
17363|1029
17364|1029
17365|1029
17366|1029
17367|1029
17368|1029
17406|1029
17407|1029
17408|1029
17409|1029
17454|1053
17473|1054
17474|1056
17475|1056
17479|1054
17484|1052
17485|1052
17498|375
17532|450
17535|433
17537|441
17538|344
17541|478
17564|376
17565|492
17566|492
17584|375
17617|387
17618|387
17619|387
17631|478
17634|376
17635|376
17641|441
17642|450
17645|344
17646|344
17647|344
17658|387
17660|433
17669|1067
17670|1067
17684|1063
17685|1068
17686|1068
17687|1066
17699|1066
17701|1063
17723|1070
17724|1070
17725|1070
17726|1070
17727|1070
17732|1089
17735|1082
17736|1082
17737|1082
17738|1082
17739|1082
17740|1082
17741|1082
17742|1082
17748|1082
17749|1082
17750|1082
17752|1088
17754|1082
17755|1082
17756|1082
17757|1082
17758|1082
17759|1082
17762|1089
17763|1088
17803|1106
17807|1101
17813|1106
17815|1101
17816|1106
17833|518
17834|518
17847|1110
17848|1117
17849|1112
17850|1112
17851|1112
17863|1117
17868|1110
17869|1117
17898|1110
17899|1112
17990|997
17994|1002
17995|1002
17996|1002
17997|1002
17998|1002
17999|1002
18000|1002
18001|1002
18013|997
18014|1003
18017|1007
18020|1002
18026|1002
18027|1002
18028|1002
18029|1002
18030|1002
18031|1002
18032|1002
18033|1002
18034|1002
18035|1002
18036|1002
18037|1002
18044|997
18045|997
18046|1002
18047|1002
18048|1002
18049|1002
18050|1002
18051|1002
18052|1002
18053|1002
18054|1002
18055|1002
18056|1002
18057|1002
18058|1002
18059|1002
18080|1002
18081|1002
18082|1002
18083|1002
18084|1002
18085|1002
18086|1002
18087|1002
18088|1002
18089|1002
18090|1002
18106|1002
18107|1002
18109|602
18114|623
18125|631
18143|611
18148|614
18153|1002
18155|634
18156|633
18166|631
18167|614
18171|632
18174|633
18175|611
18181|625
18186|602
18187|625
18193|623
18205|632
18207|634
18208|630
18209|630
18227|1146
18228|1146
18229|1139
18230|1143
18232|1145
18244|1145
18245|1143
18255|1139
18258|521
18259|521
18306|216
18307|129
18308|129
18309|239
18310|249
18311|277
18312|164
18313|164
18314|164
18315|164
18316|164
18317|164
18318|164
18319|164
18320|164
18321|164
18322|164
18323|164
18324|164
18325|164
18326|164
18327|164
18328|164
18329|164
18330|164
18331|164
18332|164
18333|164
18334|164
18335|124
18336|124
18337|124
18338|124
18339|124
18340|124
18341|124
18342|124
18343|124
18344|124
18345|124
18346|124
18347|124
18348|124
18349|124
18350|124
18351|124
18352|124
18353|124
18354|124
18355|124
18356|124
18357|124
18358|124
18359|124
18360|124
18361|124
18362|124
18363|124
18364|124
18367|207
18375|242
18380|299
18381|115
18382|303
18396|114
18403|188
18404|188
18416|112
18420|164
18421|164
18427|216
18428|218
18430|223
18437|259
18443|217
18447|169
18448|229
18451|227
18459|213
18460|213
18465|142
18466|142
18474|127
18475|127
18476|127
18512|170
18521|272
18522|308
18525|260
18530|297
18531|271
18543|198
18544|160
18545|291
18591|149
18594|122
18595|122
18602|281
18625|230
18626|276
18627|276
18642|187
18647|270
18648|233
18649|127
18650|157
18652|111
18653|111
18658|309
18659|309
18660|309
18663|288
18666|166
18669|154
18673|169
18675|142
18686|308
18687|308
18696|271
18697|271
18698|271
18699|271
18700|171
18703|175
18704|175
18705|292
18706|292
18712|160
18763|290
18780|181
18781|162
18782|162
18783|194
18798|202
18802|224
18846|111
18847|138
18849|164
18862|138
18863|138
18865|239
18866|277
18867|164
18868|164
18869|164
18870|164
18871|164
18872|164
18873|164
18874|164
18875|164
18876|164
18877|164
18878|164
18879|164
18880|164
18881|164
18882|164
18883|164
18884|164
18885|164
18886|164
18887|164
18888|164
18889|164
18890|164
18891|164
18892|164
18893|164
18894|164
18895|164
18896|124
18897|124
18898|124
18899|124
18900|124
18901|124
18902|124
18903|124
18904|124
18925|115
18940|114
18941|114
18942|193
18943|193
18950|224
18951|224
18967|116
18970|164
18971|164
18972|164
18973|124
19000|276
19001|276
19018|187
19020|270
19021|270
19022|270
19023|157
19025|111
19026|111
19027|111
19028|111
19040|166
19064|179
19065|179
19066|179
19067|230
19069|276
19070|276
19071|276
19087|187
19088|158
19089|158
19090|158
19092|270
19093|270
19094|111
19095|111
19096|218
19101|309
19103|288
19109|154
19121|124
19132|290
19133|259
19134|259
19149|202
19151|227
19194|170
19198|299
19226|138
19233|129
19234|129
19235|249
19236|164
19237|164
19238|164
19239|164
19240|164
19241|164
19242|164
19243|164
19244|164
19245|164
19246|164
19247|164
19248|164
19249|164
19250|164
19251|164
19252|164
19253|164
19254|164
19255|164
19256|164
19257|164
19258|164
19259|164
19260|164
19261|164
19262|164
19263|164
19264|164
19265|164
19266|124
19267|124
19268|124
19269|124
19270|124
19271|124
19272|124
19273|124
19274|124
19275|124
19276|124
19277|124
19278|124
19279|124
19280|124
19281|124
19282|124
19283|124
19284|124
19285|124
19286|124
19306|114
19317|188
19322|224
19327|116
19328|116
19344|297
19345|297
19346|171
19347|171
19350|292
19351|292
19405|260
19409|223
19419|181
19420|194
19426|217
19432|169
19435|229
19436|202
19437|202
19445|142
19446|142
19505|138
19515|164
19516|164
19517|164
19518|164
19519|164
19520|164
19521|164
19522|164
19523|164
19524|164
19525|164
19526|164
19527|164
19528|164
19529|164
19530|164
19531|164
19532|164
19533|164
19534|164
19535|164
19536|164
19537|164
19538|164
19539|164
19540|164
19541|164
19542|164
19543|164
19544|164
19545|164
19546|164
19547|164
19548|164
19549|164
19550|164
19551|164
19552|164
19553|164
19554|164
19555|164
19556|124
19557|124
19558|124
19559|124
19560|124
19561|124
19562|124
19563|124
19564|124
19565|124
19566|124
19567|124
19568|124
19569|124
19570|124
19571|124
19572|124
19573|124
19574|124
19575|124
19576|124
19577|124
19578|124
19582|207
19590|242
19592|281
19600|303
19611|193
19612|193
19625|112
19626|116
19627|116
19630|276
19635|164
19647|272
19650|297
19651|171
19654|292
19655|291
19665|198
19712|149
19721|124
19724|169
19754|276
19755|276
19771|270
19772|270
19773|233
19774|111
19775|111
19776|111
19785|309
19796|653
19797|653
19820|649
19821|653
19857|667
19870|1159
19871|1159
19876|1167
19877|1167
19897|1167
19926|1167
19951|1002
19958|1173
19959|1173
19960|1173
19969|1173
19970|1173
19971|1173
19972|1173
19973|1173
19992|1173
19993|1173
19994|1173
19995|1173
19996|1173
20003|1173
20006|1173
20007|1173
20008|1173
20019|1173
20020|1173
20057|682
20058|682
20074|675
20075|675
20089|687
20094|687
20098|700
20102|685
20103|685
20104|685
20146|700
20153|675
20154|675
20157|682
20169|687
20178|687
20180|700
20181|700
20190|675
20193|682
20231|1195
20232|1195
20234|1195
20235|1195
20236|1195
20238|1194
20239|1195
20243|1195
20244|1195
20245|1195
20246|1195
20247|1195
20248|1195
20250|526
20251|526
20252|526
20253|526
20254|526
20255|526
20256|526
20276|1208
20302|1208
20322|715
20323|715
20340|729
20342|734
20355|749
20356|749
20358|752
20369|729
20385|752
20386|725
20387|740
20390|751
20391|715
20392|725
20403|729
20405|734
20417|751
20420|740
20430|533
20431|533
20432|533
20433|533
20434|1228
20438|1234
20439|1228
20443|1234
20448|1241
20455|1240
20460|1241
20461|1240
20475|1252
20478|1247
20479|1247
20490|1252
20491|1252
20503|1247
20513|536
20514|536
20515|1260
20516|1260
20569|777
