Comment_id|Post_id
39316|191887
39317|191887
39351|192238
39352|192238
39353|192238
39356|192238
39362|192238
39400|192242
39435|192245
39436|192245
39437|192245
39468|192249
39469|192249
39523|193014
39524|193014
39560|193110
39561|193110
39563|193110
39565|193110
39568|193110
39573|193110
39634|193118
39635|193118
39658|193189
39660|193190
39661|193190
39662|193190
39663|193190
39664|193190
39665|193190
39667|193190
39673|193190
39676|193190
39680|193191
39681|193191
39682|193191
39683|193191
39685|193191
39701|193193
39702|193193
39703|193193
39704|193193
39705|193193
39706|193193
39707|193193
39708|193193
39716|193194
39717|193194
39718|193194
39720|193194
39721|193194
39724|193194
39731|193195
39732|193195
39733|193195
39734|193195
39735|193195
39747|193195
39768|193198
39769|193198
39809|193206
39810|193206
39811|193206
39845|193210
39846|193210
39848|193211
39849|193211
39850|193213
39862|193217
39863|193217
39864|193217
39869|193219
39870|193219
39963|193227
39964|193227
39965|193227
39966|193227
39968|193227
39969|193227
39971|193227
39977|193227
39978|193227
40024|193233
40025|193233
40026|193233
40027|193233
40029|193233
40082|193239
40083|193239
40109|193244
40128|193246
40129|193246
40130|193246
40131|193246
40132|193246
40133|193246
40136|193246
40138|193246
40208|193252
40209|193252
40210|193252
40211|193252
40212|193252
40218|193252
40219|193252
40221|193252
40263|193260
40264|193260
40265|193260
40266|193260
40269|193260
40275|193260
40278|193261
40279|193261
40280|193261
40281|193261
40283|193261
40284|193261
40290|193261
40294|193261
40295|193261
40331|193265
40345|193265
40377|193510
40378|193510
40393|193617
40394|193617
40395|193617
40396|193617
40397|193617
40398|193617
40399|193617
40400|193617
40402|193617
40415|193619
40416|193619
40417|193619
40418|193619
40419|193619
40420|193619
40422|193619
40423|193619
40446|193623
40447|193623
40448|193623
40449|193623
40450|193623
40451|193623
40452|193623
40453|193623
40455|193623
40456|193623
40463|193623
40491|193626
40492|193626
40493|193626
40496|193626
40499|193626
40500|193626
40503|193626
40506|193626
40509|193627
40511|193627
40528|193666
40529|193666
40533|193666
40548|193668
40549|193668
40550|193668
40551|193668
40552|193668
40553|193668
40554|193668
40555|193668
40556|193668
40622|193677
40623|193677
40624|193677
40625|193677
40626|193677
40628|193677
40629|193677
40634|193677
40660|193680
40662|193680
40664|193680
40665|193680
40668|193680
40670|193680
40673|193680
40676|193682
40677|193682
40690|193684
40692|193684
40701|193685
40704|193685
40713|193685
40719|193685
40770|193689
40771|193689
40772|193689
40773|193689
40774|193689
40775|193689
40776|193689
40779|193689
40820|193694
40821|193694
40822|193695
40823|193695
40826|193695
40829|193695
40831|193695
40833|193695
40836|193695
40847|193697
40848|193697
40849|193697
40852|193697
40853|193697
40855|193697
40861|193697
40875|193699
40876|193699
40878|193699
40880|193699
40882|193699
40883|193699
40885|193699
40887|193699
40888|193699
40921|193702
40922|193702
40926|193702
40927|193702
40931|193702
40932|193702
40933|193702
40938|193702
40941|193703
40942|193703
40943|193703
40944|193703
40945|193703
40946|193703
40947|193703
40948|193703
40950|193703
40954|193703
40956|193703
40970|193705
40971|193705
40972|193705
40973|193705
40974|193705
40975|193705
40978|193705
40980|193705
40982|193705
40986|193705
40988|193866
40989|193866
40990|193866
40991|193867
40993|193867
40994|193867
41004|193867
41021|193869
41022|193869
41023|193869
41042|193873
41044|193873
41045|193873
41047|193873
41048|193873
41055|193873
41057|193874
41058|193874
41061|193874
41065|193874
41067|193874
41071|193874
41094|193880
41095|193880
41096|193880
41098|193880
41099|193880
41100|193880
41103|193880
41109|193880
41111|193881
41119|193881
41120|193881
41123|193881
41232|194375
41233|194375
41234|194375
41235|194375
41236|194375
41238|194375
41239|194375
41242|194375
41245|194375
41247|194375
41284|194381
41286|194381
41287|194381
41289|194381
41295|194381
41317|194384
41318|194384
41319|194384
41320|194384
41321|194384
41322|194384
41326|194384
41328|194384
41329|194384
41351|194388
41352|194388
41358|194388
41376|194390
41377|194390
41378|194391
41379|194391
41380|194391
41410|194395
41411|194395
41412|194395
41443|194399
41444|194399
41445|194399
41446|194399
41447|194399
41448|194399
41449|194399
41450|194400
41456|194400
41462|194400
41531|194408
41532|194408
41533|194408
41534|194408
41535|194408
41539|194408
41541|194408
41565|194410
41566|194410
41568|194410
41576|194410
41582|194410
41583|194411
41584|194411
41585|194411
41586|194411
41592|194411
41593|194411
41595|194411
41599|194411
41663|194687
41664|194687
41665|194687
41685|194690
41690|194690
41810|194701
41811|194701
41812|194701
41813|194701
41814|194701
41817|194701
41822|194701
41823|194701
41829|194703
41830|194703
41831|194703
41832|194703
41833|194703
41834|194703
41835|194703
41836|194704
41837|194704
41838|194704
41840|194706
41841|194706
41842|194706
41844|195037
41846|195037
41850|195037
41851|195037
41876|195333
41877|195333
41878|195333
41926|195339
41939|195339
41941|195340
41942|195340
41983|195344
41984|195344
41985|195344
41986|195344
41987|195344
41988|195344
41989|195344
41990|195344
41991|195344
41993|195344
41994|195344
41996|195344
42033|195555
42034|195555
42035|195555
42036|195555
42040|195555
42048|195555
42089|195560
42090|195560
42091|195560
42092|195560
42093|195560
42094|195560
42095|195560
42097|195560
42099|195560
42102|195560
42104|195560
42187|195570
42188|195570
42189|195570
42190|195571
42191|195571
42192|195571
42193|195571
42194|195571
42195|195571
42197|195571
42198|195571
42200|195571
42203|195571
42206|195572
42207|195572
42209|195572
42212|195572
42230|195574
42231|195574
42232|195574
42233|195574
42241|195574
42242|195574
42248|195575
42249|195575
42250|195576
42252|195576
42259|195576
42266|195577
42267|195577
42270|195577
42272|195577
42277|195577
42278|195577
42280|195577
42367|195585
42368|195585
42369|195585
42375|195585
42406|195589
42407|195589
42408|195589
42409|195589
42410|195589
42411|195589
42412|195589
42413|195589
42414|195589
42415|195589
42416|195589
42446|195593
42447|195593
42448|195593
42449|195593
42451|195593
42455|195593
42456|195593
42459|195593
42461|195593
42480|195596
42481|195596
42482|195596
42558|195606
42563|195606
42566|195606
42573|195607
42574|195607
42575|195607
42577|195607
42580|195607
42584|195607
42591|195608
42592|195608
42593|195608
42640|195616
42641|195616
42643|195617
42644|195617
42645|195617
42646|195617
42647|195617
42648|195617
42649|195617
42650|195617
42653|195617
42654|195617
42656|195617
42658|195617
42704|195622
42705|195622
42706|195624
42707|195624
42708|195624
42709|195624
42710|195624
42711|195624
42712|195624
42713|195624
42715|195624
42716|195624
42717|195624
42727|195626
42728|195626
42729|195626
42732|195626
42754|195628
42755|195628
42756|195628
42757|195629
