Post_id|Person_id
192578|190364
192579|190364
192580|190364
192581|190364
192582|190364
192583|190364
192584|190364
192585|190364
192586|190364
192587|190364
192588|190364
192589|190364
192590|190364
192591|190364
192592|190364
192593|190364
192594|190364
192595|190364
192596|190364
192597|190364
192598|190364
192599|190364
192600|190364
192601|190364
192602|190364
192603|190364
192604|190364
192605|190364
192606|190364
192607|190364
192608|190364
192609|190364
192610|190364
192611|190364
192612|190364
192613|190364
192614|190364
192615|190364
192616|190364
192617|190364
192618|190364
192619|190364
192620|190364
192621|190364
192622|190364
192623|190364
192624|190364
192625|190364
192626|190364
192627|190364
192628|190364
192629|190364
192630|190364
192631|190364
192632|190364
192633|190364
192634|190364
192635|190364
192636|190364
192637|190364
192638|190364
192639|190364
192640|190364
192641|190364
192642|190364
192643|190364
192644|190364
192645|190364
192646|190364
192647|190364
192648|190364
192649|190364
192650|190364
192651|190364
192652|190364
192653|190364
192654|190364
192655|190364
192656|190364
192657|190364
192658|190364
192659|190364
192660|190364
192661|190364
192662|190364
192663|190364
192664|190364
192665|190364
192666|190364
192667|190364
192668|190364
192669|190364
192670|190364
192671|190364
192672|190364
192673|190364
192674|190364
192675|190364
192676|190364
192677|190364
192678|190364
192679|190364
192680|190364
192681|190364
192682|190364
192683|190364
192684|190364
192685|190364
192686|190364
192687|190364
192688|190364
192689|190364
192690|190364
192691|190364
192692|190364
192693|190364
192694|190364
192695|190364
192696|190364
192697|190364
192698|190364
192699|190364
192700|190364
192701|190364
192702|190364
192703|190364
192704|190364
192705|190364
192706|190364
192707|190364
192708|190364
192709|190364
192710|190364
192711|190364
192712|190364
192713|190364
192714|190364
192715|190364
192716|190364
192717|190364
192718|190364
192719|190364
192720|190364
192721|190364
192722|190364
192723|190364
192724|190364
192725|190364
192726|190364
192727|190364
192728|190364
192729|190364
192730|190364
192731|190364
192732|190364
192733|190364
192734|190364
192735|190364
192736|190364
192737|190364
192738|190364
192739|190364
192740|190364
192741|190364
192742|190364
192743|190364
192744|190364
192745|190364
192746|190364
192747|190364
192748|190364
192749|190364
192750|190364
192751|190364
192752|190364
192753|190364
192754|190364
192755|190364
192756|190364
192757|190364
192758|190364
192759|190364
192760|190364
192761|190364
192762|190364
192763|190364
192764|190364
192765|190364
192766|190364
192767|190364
192768|190364
192769|190364
192770|190364
192771|190364
192772|190364
192773|190364
192774|190364
192775|190364
192776|190364
192777|190364
192778|190364
