Place_id1|Place_id2
11|1458
12|1458
15|1458
30|1458
34|1458
36|1458
53|1458
57|1458
66|1458
71|1458
517|11
518|12
521|15
536|30
540|34
542|36
714|53
715|53
716|53
717|53
718|53
719|53
720|53
721|53
722|53
723|53
724|53
725|53
726|53
727|53
728|53
729|53
730|53
731|53
732|53
733|53
734|53
735|53
736|53
737|53
738|53
739|53
740|53
741|53
742|53
743|53
744|53
745|53
746|53
747|53
748|53
749|53
750|53
751|53
752|53
872|57
873|57
874|57
875|57
876|57
877|57
878|57
879|57
880|57
881|57
882|57
883|57
884|57
885|57
886|57
887|57
888|57
889|57
890|57
891|57
892|57
893|57
894|57
895|57
896|57
897|57
898|57
899|57
900|57
901|57
902|57
903|57
904|57
905|57
906|57
907|57
908|57
909|57
910|57
911|57
1020|66
1021|66
1022|66
1023|66
1024|66
1025|66
1026|66
1027|66
1028|66
1029|66
1070|71
1071|71
1072|71
1073|71
1074|71
1075|71
1076|71
1077|71
1078|71
1079|71
