Forum_id|Post_id
1467|191936
1467|191937
1467|191938
1467|191939
1467|191940
1467|191941
1467|191942
1467|191943
1467|191944
1467|191945
1467|191946
1467|191947
1467|191948
1467|191949
1467|191950
1467|191951
1470|191973
1470|191974
1470|191975
1470|191976
1470|191977
1470|191978
1470|191979
1470|191980
1470|191981
1470|191982
1470|191983
1470|191984
1470|191985
1470|191986
1470|191987
1470|191988
1470|191989
1470|191990
1470|191991
1472|191998
1472|191999
1472|192000
1472|192001
1472|192002
1472|192003
1472|192004
1472|192005
1472|192006
1472|192007
1472|192008
1472|192009
1472|192010
1472|192011
1472|192012
1472|192013
1476|192053
1476|192054
1476|192055
1476|192056
1476|192057
1476|192058
1476|192059
1476|192060
1476|192061
1476|192062
1476|192063
1476|192064
1476|192065
1476|192066
1476|192067
1476|192068
1486|192154
1486|192155
1486|192156
1486|192157
1486|192158
1486|192159
1486|192160
1486|192161
1486|192162
1486|192163
1486|192164
1486|192165
1486|192166
1486|192167
1487|192168
1487|192169
1487|192170
1487|192171
1487|192172
1487|192173
1487|192174
1487|192175
1487|192176
1487|192177
1487|192178
1487|192179
1487|192180
1487|192181
1487|192182
1487|192183
1487|192184
1487|192185
1493|192209
1493|192210
1493|192211
1493|192212
1493|192213
1493|192214
1502|192282
1502|192283
1502|192284
1502|192285
1502|192286
1502|192287
1502|192288
1502|192289
1502|192290
1502|192291
1502|192292
1502|192293
1502|192294
1502|192295
1503|192296
1503|192297
1503|192298
1503|192299
1503|192300
1503|192301
1503|192302
1503|192303
1503|192304
1503|192305
1503|192306
1503|192307
1503|192308
1503|192309
1503|192310
1503|192311
1503|192312
1503|192313
1503|192314
1505|192319
1505|192320
1505|192321
1505|192322
1505|192323
1505|192324
1505|192325
1505|192326
1505|192327
1505|192328
1505|192329
1505|192330
1505|192331
1505|192332
1505|192333
1505|192334
1505|192335
1508|192363
1508|192364
1508|192365
1508|192366
1508|192367
1508|192368
1511|192374
1511|192375
1511|192376
1511|192377
1511|192378
1511|192379
1511|192380
1511|192381
1511|192382
1511|192383
1511|192384
1511|192385
1511|192386
1511|192387
1511|192388
1511|192389
1511|192390
1512|192391
1512|192392
1512|192393
1512|192394
1512|192395
1512|192396
1512|192397
1512|192398
1512|192399
1512|192400
1512|192401
1512|192402
1512|192403
1512|192404
1512|192405
1512|192406
1512|192407
1512|192408
1512|192409
1514|192414
1514|192415
1514|192416
1514|192417
1514|192418
1514|192419
1514|192420
1514|192421
1514|192422
1514|192423
1514|192424
1514|192425
1514|192426
1514|192427
1514|192428
1514|192429
1516|192433
1516|192434
1516|192435
1516|192436
1516|192437
1516|192438
1516|192439
1516|192440
1516|192441
1516|192442
1516|192443
1516|192444
1516|192445
1520|192494
1520|192495
1520|192496
1520|192497
1520|192498
1520|192499
1520|192500
1520|192501
1520|192502
1520|192503
1520|192504
1520|192505
1520|192506
1525|192555
1525|192556
1525|192557
1525|192558
1525|192559
1525|192560
1525|192561
1525|192562
1525|192563
1525|192564
1525|192565
1525|192566
1525|192567
1525|192568
1525|192569
1525|192570
1528|192578
1528|192579
1528|192580
1528|192581
1528|192582
1528|192583
1528|192584
1528|192585
1528|192586
1528|192587
1528|192588
1528|192589
1528|192590
1530|192597
1530|192598
1530|192599
1530|192600
1530|192601
1530|192602
1530|192603
1530|192604
1530|192605
1530|192606
1530|192607
1536|192663
1536|192664
1536|192665
1536|192666
1536|192667
1536|192668
1540|192704
1540|192705
1540|192706
1540|192707
1540|192708
1540|192709
1544|192735
1544|192736
1547|192772
1547|192773
1547|192774
1547|192775
1547|192776
1547|192777
1547|192778
1547|192779
1547|192780
1547|192781
1547|192782
1547|192783
1547|192784
1547|192785
1547|192786
1547|192787
1547|192788
1547|192789
1551|192817
1551|192818
1551|192819
1551|192820
1551|192821
1551|192822
1551|192823
1555|192846
1555|192847
1555|192848
1555|192849
1555|192850
1555|192851
1555|192852
1555|192853
1555|192854
1555|192855
1555|192856
1555|192857
1555|192858
1556|192859
1556|192860
1556|192861
1556|192862
1556|192863
1556|192864
1556|192865
1556|192866
1559|192870
1559|192871
1559|192872
1559|192873
1559|192874
1559|192875
1559|192876
1559|192877
1559|192878
1559|192879
1559|192880
1559|192881
1559|192882
1559|192883
1559|192884
1559|192885
1559|192886
1561|192907
1561|192908
1562|192909
1562|192910
1562|192911
1562|192912
1562|192913
1562|192914
1562|192915
1562|192916
1562|192917
1562|192918
1562|192919
1562|192920
1562|192921
1564|192942
1564|192943
1568|192987
1568|192988
1568|192989
1568|192990
1568|192991
1568|192992
1568|192993
1568|192994
1569|192995
1569|192996
1569|192997
1569|192998
1569|192999
1569|193000
1569|193001
1569|193002
1572|193015
1572|193016
1572|193017
1572|193018
1572|193019
1572|193020
1572|193021
1572|193022
1572|193023
1574|193027
1574|193028
1574|193029
1574|193030
1574|193031
1574|193032
1574|193033
1574|193034
1581|193092
1581|193093
1586|193139
1586|193140
1586|193141
1586|193142
1586|193143
1586|193144
1586|193145
1586|193146
1586|193147
1586|193148
1591|193179
1591|193180
1598|193215
1598|193216
1598|193217
1598|193218
1598|193219
1598|193220
1598|193221
1598|193222
1598|193223
1598|193224
1606|193312
1606|193313
1606|193314
1606|193315
1606|193316
1606|193317
1606|193318
1606|193319
1606|193320
1606|193321
1606|193322
1606|193323
1606|193324
1606|193325
1606|193326
1606|193327
1606|193328
1607|193329
1607|193330
1607|193331
1607|193332
1607|193333
1607|193334
1607|193335
1607|193336
1607|193337
1607|193338
1607|193339
1607|193340
1607|193341
1607|193342
1607|193343
1607|193344
1607|193345
1616|193450
1616|193451
1616|193452
1616|193453
1616|193454
1616|193455
1616|193456
1616|193457
1616|193458
1616|193459
1616|193460
1616|193461
1616|193462
1616|193463
1616|193464
1616|193465
1616|193466
1619|193495
1619|193496
1619|193497
1619|193498
1619|193499
1619|193500
1619|193501
1619|193502
1619|193503
1619|193504
1619|193505
1619|193506
1619|193507
1619|193508
1622|193511
1622|193512
1622|193513
1622|193514
1622|193515
1622|193516
1622|193517
1622|193518
1622|193519
1622|193520
1622|193521
1622|193522
1622|193523
1622|193524
1622|193525
1622|193526
1628|193577
1628|193578
1628|193579
1628|193580
1628|193581
1628|193582
1628|193583
1628|193584
1628|193585
1628|193586
1628|193587
1628|193588
1628|193589
1628|193590
1634|193628
1634|193629
1634|193630
1634|193631
1634|193632
1634|193633
1634|193634
1634|193635
1634|193636
1634|193637
1634|193638
1634|193639
1634|193640
1635|193641
1635|193642
1635|193643
1635|193644
1635|193645
1635|193646
1635|193647
1635|193648
1635|193649
1635|193650
1635|193651
1635|193652
1635|193653
1635|193654
1637|193655
1637|193656
1637|193657
1637|193658
1637|193659
1637|193660
1637|193661
1637|193662
1637|193663
1640|193693
1640|193694
1640|193695
1640|193696
1640|193697
1640|193698
1640|193699
1640|193700
1640|193701
1640|193702
1640|193703
1640|193704
1640|193705
1645|193743
1645|193744
1645|193745
1645|193746
1645|193747
1648|193753
1648|193754
1650|193771
1650|193772
1650|193773
1650|193774
1650|193775
1650|193776
1650|193777
1650|193778
1650|193779
1650|193780
1650|193781
1650|193782
1650|193783
1650|193784
1650|193785
1650|193786
1650|193787
1661|193847
1661|193848
1661|193849
1661|193850
1661|193851
1661|193852
1661|193853
1661|193854
1667|193907
1667|193908
1667|193909
1667|193910
1667|193911
1667|193912
1667|193913
1667|193914
1667|193915
1667|193916
1667|193917
1667|193918
1667|193919
1667|193920
1672|193958
1672|193959
1672|193960
1672|193961
1672|193962
1672|193963
1676|193995
1676|193996
1676|193997
1676|193998
1676|193999
1676|194000
1679|194023
1679|194024
1679|194025
1679|194026
1679|194027
1679|194028
1679|194029
1679|194030
1679|194031
1679|194032
1679|194033
1679|194034
1679|194035
1679|194036
1682|194045
1682|194046
1683|194047
1683|194048
1688|194068
1688|194069
1699|194130
1699|194131
1714|194268
1714|194269
1714|194270
1714|194271
1714|194272
1714|194273
1714|194274
1714|194275
1723|194318
1723|194319
1723|194320
1723|194321
1723|194322
1724|194323
1724|194324
1724|194325
1724|194326
1724|194327
1724|194328
1724|194329
1724|194330
1724|194331
1734|194415
1734|194416
1734|194417
1734|194418
1734|194419
1734|194420
1734|194421
1734|194422
1734|194423
1734|194424
1734|194425
1734|194426
1734|194427
1734|194428
1734|194429
1737|194442
1737|194443
1737|194444
1737|194445
1737|194446
1737|194447
1742|194492
1742|194493
1742|194494
1742|194495
1742|194496
1742|194497
1742|194498
1742|194499
1757|194638
1757|194639
1757|194640
1757|194641
1757|194642
1762|194669
1762|194670
1762|194671
1762|194672
1762|194673
1762|194674
1762|194675
1762|194676
1762|194677
1762|194678
1762|194679
1762|194680
1762|194681
1762|194682
1762|194683
1777|194874
1777|194875
1777|194876
1777|194877
1777|194878
1777|194879
1790|195003
1790|195004
1790|195005
1790|195006
1790|195007
1790|195008
1790|195009
1790|195010
1790|195011
1790|195012
1790|195013
1790|195014
1790|195015
1798|195100
1798|195101
1798|195102
1798|195103
1798|195104
1798|195105
1798|195106
1798|195107
1798|195108
1798|195109
1798|195110
1798|195111
1798|195112
1800|195129
1800|195130
1800|195131
1800|195132
1800|195133
1800|195134
1800|195135
1807|195200
1807|195201
1807|195202
1807|195203
1807|195204
1807|195205
1807|195206
1807|195207
1808|195208
1808|195209
1808|195210
1808|195211
1808|195212
1808|195213
1808|195214
1808|195215
1808|195216
1808|195217
1808|195218
1808|195219
1808|195220
1808|195221
1809|195222
1809|195223
1809|195224
1809|195225
1809|195226
1809|195227
1809|195228
1809|195229
1809|195230
1809|195231
1809|195232
1809|195233
1809|195234
1825|195418
1825|195419
1825|195420
1825|195421
1825|195422
1825|195423
1825|195424
1825|195425
1825|195426
1825|195427
1825|195428
1830|195458
1830|195459
1830|195460
1830|195461
1830|195462
1830|195463
1830|195464
1830|195465
1830|195466
1830|195467
1830|195468
1830|195469
1830|195470
1830|195471
1836|195506
1837|195507
1841|195539
1841|195540
1841|195541
1841|195542
1841|195543
1841|195544
1841|195545
1841|195546
1841|195547
1841|195548
1841|195549
1841|195550
1841|195551
1841|195552
1853|195756
1853|195757
1853|195758
1853|195759
1853|195760
1853|195761
1853|195762
1853|195763
1853|195764
1853|195765
1853|195766
1853|195767
1853|195768
1853|195769
1853|195770
1853|195771
1853|195772
1853|195773
1855|195792
1855|195793
1855|195794
1855|195795
1855|195796
1855|195797
1855|195798
1855|195799
1855|195800
1855|195801
1855|195802
1855|195803
1855|195804
1855|195805
1860|195861
1860|195862
1860|195863
1860|195864
1860|195865
1860|195866
1860|195867
1860|195868
1860|195869
1860|195870
1860|195871
1860|195872
1860|195873
1864|195899
1864|195900
1864|195901
1864|195902
1864|195903
1864|195904
1864|195905
1869|195932
1869|195933
1869|195934
1869|195935
1869|195936
1869|195937
1869|195938
1869|195939
1869|195940
1869|195941
1869|195942
1869|195943
1869|195944
1869|195945
1869|195946
1869|195947
1869|195948
1886|196079
1886|196080
1887|196081
1889|196087
1889|196088
1889|196089
1889|196090
1889|196091
1889|196092
1889|196093
1889|196094
1889|196095
1889|196096
1889|196097
1889|196098
1889|196099
1890|196100
1892|196120
1892|196121
1910|196350
1917|196410
1919|196416
1919|196417
1919|196418
1919|196419
1919|196420
1919|196421
1919|196422
1919|196423
1919|196424
1919|196425
1919|196426
1919|196427
1919|196428
1920|196429
1927|196538
1927|196539
1933|196597
1933|196598
1938|196618
1938|196619
1938|196620
1938|196621
1938|196622
1938|196623
1938|196624
1938|196625
1938|196626
1938|196627
1939|196628
1939|196629
1939|196630
1939|196631
1939|196632
1939|196633
1939|196634
1939|196635
1939|196636
1939|196637
