Tag_id|TagClass_id
23247|15224
23291|15224
23499|15224
23603|15242
23798|15226
23917|15224
23958|15224
23966|15224
24148|15224
24150|15224
24188|15224
24554|15224
24585|15224
24591|15224
24709|15224
24713|15224
24718|15224
24720|15224
24862|15224
25088|15224
25123|15224
25130|15224
25213|15242
25335|15224
25417|15242
25466|15224
25479|15224
25490|15224
25559|15242
25616|15224
25621|15224
25694|15242
25698|15224
25704|15224
25710|15224
25713|15224
25720|15224
25731|15242
25740|15224
25785|15224
25802|15224
25825|15224
25837|15224
25879|15224
25884|15224
25897|15224
25922|15224
25930|15224
25950|15224
25979|15224
26347|15261
26494|15261
27091|15226
27398|15226
27407|15261
27461|15261
27565|15261
27603|15226
27733|15261
27918|15226
28095|15224
28104|15224
28291|15272
28292|15272
28293|15272
28294|15272
28295|15272
28296|15272
28298|15213
28299|15213
28300|15272
28301|15272
28302|15272
28303|15272
28304|15272
28307|15272
28310|15272
28311|15272
28312|15272
28313|15272
28314|15275
28315|15272
28316|15272
28322|15272
28325|15272
28326|15272
28327|15272
28329|15272
28330|15272
28332|15272
28333|15272
28335|15272
28336|15272
28337|15272
28338|15272
28339|15272
28340|15272
28341|15272
28342|15272
28343|15272
28344|15272
28345|15272
28348|15272
28349|15272
28356|15272
28358|15272
28361|15272
28362|15272
28363|15272
28367|15272
28369|15213
28372|15272
28376|15272
28381|15272
28385|15272
28387|15272
28390|15272
28391|15272
28393|15275
28395|15213
28399|15213
28400|15272
28401|15272
28403|15272
28404|15272
28405|15272
28407|15272
28421|15272
28424|15272
28430|15272
28678|15272
29058|15272
29393|15272
29589|15272
29591|15272
29594|15213
29595|15272
29596|15213
29600|15272
29606|15272
29607|15272
29609|15272
29610|15272
29611|15272
29612|15272
29614|15272
29621|15213
29624|15272
29625|15272
29628|15272
29629|15272
29637|15272
29638|15272
29639|15272
29642|15272
29643|15272
29644|15272
29646|15272
29647|15272
29648|15272
29650|15272
29652|15272
29655|15272
29656|15272
29657|15272
29658|15272
29660|15272
29661|15272
29662|15272
29663|15272
29669|15272
29671|15272
29682|15213
29685|15213
30033|15272
30034|15272
30166|15272
30173|15272
30174|15213
30176|15213
30178|15272
30180|15272
30182|15272
30183|15272
30185|15272
30186|15272
30187|15213
30189|15272
30192|15272
30193|15272
30197|15213
30199|15272
30201|15272
30205|15272
30206|15272
30207|15272
30208|15272
30213|15272
30214|15272
30228|15272
30236|15272
30237|15213
30238|15275
30239|15272
30240|15272
30242|15272
30243|15272
30248|15275
30250|15213
30253|15272
30254|15272
30255|15272
30256|15272
30258|15272
30259|15272
30265|15213
30572|15213
30608|15272
30741|15272
30746|15272
30747|15272
30749|15272
30763|15272
30779|15272
30782|15272
30783|15275
30784|15272
30785|15272
30786|15272
30787|15272
30789|15272
30791|15272
30792|15272
30793|15272
30794|15272
30795|15272
30796|15272
30797|15272
30798|15272
30799|15272
30801|15272
30802|15272
30803|15272
30804|15272
30805|15272
30809|15272
30810|15272
30811|15272
30812|15272
30813|15272
30814|15272
30815|15272
30817|15272
30820|15272
30825|15272
30853|15272
32262|15272
32263|15272
32264|15272
32265|15272
32266|15272
32267|15272
32268|15272
32269|15272
32270|15272
32271|15272
32273|15272
32274|15272
32275|15272
32277|15272
32278|15272
32279|15272
32280|15272
32281|15272
32282|15272
32283|15272
32284|15272
32285|15272
32286|15272
32287|15272
32288|15272
32289|15272
32290|15272
32291|15272
32292|15272
32293|15272
32295|15272
32296|15272
32297|15272
32298|15272
32300|15272
32301|15272
32302|15272
32303|15272
32304|15272
32305|15272
32306|15272
32307|15272
32308|15272
32309|15272
32310|15272
32311|15272
32313|15272
32314|15272
32315|15272
32316|15272
32317|15272
32318|15272
32319|15272
32320|15272
32321|15272
32322|15272
32323|15272
32324|15272
32325|15272
32326|15272
32327|15272
32328|15272
32329|15272
32330|15272
32332|15272
32335|15272
32336|15272
32337|15272
32339|15272
32340|15272
32341|15272
32342|15272
32343|15272
32345|15272
32346|15272
32347|15272
32348|15272
32349|15272
32350|15272
32351|15272
32352|15272
32353|15272
32354|15272
32355|15272
32356|15272
32357|15272
32358|15272
32359|15272
32360|15272
32361|15272
32362|15272
32363|15272
32364|15272
32365|15272
32366|15272
32367|15272
32368|15272
32370|15272
32371|15272
32372|15272
32373|15272
32374|15272
32375|15272
32376|15272
32378|15272
32381|15272
32383|15272
32384|15272
32385|15272
